T,H0+H12+H13+H20
S728098,H12
S728099,H12
S729090,H12
S729091,H12
S729092,H12
S729093,H12
S729094,H12
S729095,H12
S729096,H12
S729097,H12
S729098,H12
S729099,H12
S7308,H0+H12
S730080,H0+H12
S730081,H12
S730082,H12
S730083,H12
S730084,H12
S730085,H12
S730086,H12
S730087,H12
S730088,H12
S730089,H12
S731080,H12
S731081,H12
S731082,H12
S731083,H12
S731084,H12
S731085,H12
S731086,H12
S731087,H12
S731088,H12
S731089,H12
S732080,H12
S732081,H12
S732082,H12
S732083,H12
S732084,H12
S732085,H12
S732086,H12
S732087,H12
S732088,H12
S732089,H12
S733080,H12
S733081,H12
S733082,H12
S733083,H12
S733084,H12
S733085,H12
S733086,H12
S733087,H12
S733088,H12
S733089,H12
S734080,H12
S734081,H12
S734082,H12
S734083,H12
S734084,H12
S734085,H12
S734086,H12
S734087,H12
S734088,H12
S734089,H12
S735080,H12
S735081,H12
S735082,H12
S735083,H12
S735084,H12
S735085,H12
S735086,H12
S735087,H12
S735088,H12
S735089,H12
S736080,H12
S736081,H12
S736082,H12
S736083,H12
S736084,H12
S736085,H12
S736086,H12
S736087,H12
S736088,H12
S736089,H12
S737080,H12
S737081,H12
S737082,H12
S737083,H12
S737084,H12
S737085,H12
S737086,H12
S737087,H12
S737088,H12
S737089,H12
S738080,H12
S738081,H12
S738082,H12
S738083,H12
S738084,H12
S738085,H12
S738086,H12
S738087,H12
S738088,H12
S738089,H12
S739080,H12
S739081,H12
S739082,H12
S739083,H12
S739084,H12
S739085,H12
S739086,H12
S739087,H12
S739088,H12
S739089,H12
S7309,H12
S70K,H0+H12
S7400,H0+H12
S743000,H0+H12
S743002,H0+H12
S744000,H0+H12
S744001,H0+H12
S744002,H0+H12
S744003,H0+H12
S744004,H0+H12
S745000,H12
S745001,H12
S745002,H12
S745003,H12
S745004,H0+H12
S746000,H12
S746001,H12
S746002,H12
S746003,H12
S746004,H0+H12
S746005,H0+H12
S747000,H12
S747001,H12
S747002,H12
S747003,H12
S747004,H12
S747005,H0+H12
S748000,H12
S748001,H12
S748002,H12
S748003,H12
S748004,H12
S748005,H0+H12
S748006,H0+H12
S749000,H12
S749001,H12
S749002,H12
S749003,H12
S749004,H12
S749005,H12
S749006,H0+H12
S749007,H0+H12
S7500,H0+H12
S750000,H12
S750001,H12
S750002,H12
S750003,H12
S750004,H12
S750005,H12
S750006,H12
S750007,H0+H12
S750008,H0+H12
S751000,H12
S751001,H12
S751002,H12
S751003,H12
S751004,H12
S751005,H12
S751006,H12
S751007,H12
S751008,H0+H12
S751009,H0+H12
S752000,H0+H12
S752001,H12
S752002,H12
S752003,H12
S752004,H12
S752005,H12
S752006,H12
S752007,H12
S752008,H12
S752009,H0+H12
S753000,H0+H12
S753001,H12
S753002,H12
S753003,H12
S753004,H12
S753005,H12
S753006,H12
S753007,H12
S753008,H12
S753009,H12
S754000,H0+H12
S754001,H0+H12
S754002,H12
S754003,H12
S754004,H12
S754005,H12
S754006,H12
S754007,H12
S754008,H12
S754009,H12
S755000,H0+H12
S755001,H0+H12
S755002,H12
S755003,H12
S755004,H12
S755005,H12
S755006,H12
S755007,H12
S755008,H12
S755009,H12
S756000,H0+H12
S756001,H0+H12
S756002,H12
S756003,H12
S756004,H12
S756005,H12
S756006,H12
S756007,H12
S756008,H12
S756009,H12
S757000,H0+H12
S757001,H0+H12
S757002,H0+H12
S757003,H12
S757004,H12
S757005,H12
S757006,H12
S757007,H12
S757008,H12
S757009,H12
S758002,H0+H12
S758003,H0+H12
S758004,H12
S758005,H12
S758006,H12
S758007,H12
S758008,H12
S758009,H12
S759003,H0+H12
S759004,H12
S759005,H12
S759006,H12
S759007,H12
S759008,H12
S759009,H12
S7501,H0+H12
S752010,H0+H12
S752011,H0+H12
S753010,H0+H12
S753011,H0+H12
S753012,H0+H12
S753013,H0+H12
S753014,H0+H12
S753015,H0+H12
S753016,H0+H12
S753017,H0+H12
S753018,H0+H12
S753019,H0+H12
S754010,H12
S754011,H12
S754012,H12
S754013,H12
S754014,H12
S754015,H12
S754016,H12
S754017,H12
S754018,H12
S754019,H12
S755010,H12
S755011,H12
S755012,H12
S755013,H12
S755014,H12
S755015,H12
S755016,H12
S755017,H12
S755018,H12
S755019,H12
S756010,H12
S756011,H12
S756012,H12
S756013,H12
S756014,H12
S756015,H12
S756016,H12
S756017,H12
S756018,H12
S756019,H12
S757010,H12
S757011,H12
S757012,H12
S757013,H12
S757014,H12
S757015,H12
S757016,H12
S757017,H12
S757018,H12
S757019,H12
S758010,H12
S758011,H12
S758012,H12
S758013,H12
S758014,H12
S758015,H12
S758016,H12
S758017,H12
S758018,H12
S758019,H12
S759010,H12
S759011,H12
S759012,H12
S759013,H12
S759014,H12
S759015,H12
S759016,H12
S759017,H12
S759018,H12
S759019,H12
S70L,H0+H12
S7403,H0+H12
S748039,H0+H12
S749038,H0+H12
S749039,H0+H12
S7502,H0+H12
S752022,H0+H12
S752023,H0+H12
S752024,H0+H12
S752025,H0+H12
S752026,H0+H12
S753020,H0+H12
S753021,H0+H12
S753022,H0+H12
S753023,H12
S753024,H12
S753025,H12
S753026,H0+H12
S753027,H0+H12
S753028,H0+H12
S754020,H12
S754021,H12
S754022,H12
S754023,H12
S754024,H12
S754025,H12
S754026,H12
S754027,H12
S754028,H0+H12
S754029,H0+H12
S755020,H12
S755021,H12
S755022,H12
S755023,H12
S755024,H12
S755025,H12
S755026,H12
S755027,H12
S755028,H12
S755029,H12
S756020,H12
S756021,H12
S756022,H12
S756023,H12
S756024,H12
S756025,H12
S756026,H12
S756027,H12
S756028,H12
S756029,H12
S757020,H12
S757021,H12
S757022,H12
S757023,H12
S757024,H12
S757025,H12
S757026,H12
S757027,H12
S757028,H12
S757029,H12
S758020,H12
S758021,H12
S758022,H12
S758023,H12
S758024,H12
S758025,H12
S758026,H12
S758027,H12
S758028,H12
S758029,H12
S759020,H12
S759021,H12
S759022,H12
S759023,H12
S759024,H12
S759025,H12
S759026,H12
S759027,H12
S759028,H12
S759029,H12
S7503,H0+H12
S750035,H0+H12
S750036,H0+H12
S750037,H0+H12
S750038,H0+H12
S750039,H12
S751033,H0+H12
S751034,H0+H12
S751035,H0+H12
S751036,H0+H12
S751037,H12
S751038,H12
S751039,H12
S752031,H0+H12
S752032,H0+H12
S752033,H0+H12
S752034,H12
S752035,H12
S752036,H12
S752037,H12
S752038,H12
S752039,H12
S753030,H0+H12
S753031,H0+H12
S753032,H12
S753033,H12
S753034,H12
S753035,H12
S753036,H12
S753037,H12
S753038,H12
S753039,H12
S754030,H0+H12
S754031,H12
S754032,H12
S754033,H12
S754034,H12
S754035,H12
S754036,H12
S754037,H12
S754038,H12
S754039,H12
S755030,H12
S755031,H12
S755032,H12
S755033,H12
S755034,H12
S755035,H12
S755036,H12
S755037,H12
S755038,H12
S755039,H12
S756030,H12
S756031,H12
S756032,H12
S756033,H12
S756034,H12
S756035,H12
S756036,H12
S756037,H12
S756038,H12
S756039,H12
S757030,H12
S757031,H12
S757032,H12
S757033,H12
S757034,H12
S757035,H12
S757036,H12
S757037,H12
S757038,H12
S757039,H12
S758030,H12
S758031,H12
S758032,H12
S758033,H12
S758034,H12
S758035,H12
S758036,H12
S758037,H12
S758038,H12
S758039,H12
S759030,H12
S759031,H12
S759032,H12
S759033,H12
S759034,H12
S759035,H12
S759036,H12
S759037,H12
S759038,H12
S759039,H12
S70M,H0+H12
S7404,H0+H12
S743048,H0+H12
S743049,H0+H12
S744045,H0+H12
S744046,H0+H12
S744047,H0+H12
S744048,H0+H12
S744049,H0+H12
S745044,H0+H12
S745045,H0+H12
S745046,H0+H12
S745047,H12
S745048,H12
S745049,H12
S746042,H0+H12
S746043,H0+H12
S746044,H0+H12
S746045,H12
S746046,H12
S746047,H12
S746048,H12
S746049,H12
S747041,H0+H12
S747042,H0+H12
S747043,H12
S747044,H12
S747045,H12
S747046,H12
S747047,H12
S747048,H12
S747049,H12
S748040,H0+H12
S748041,H0+H12
S748042,H12
S748043,H12
S748044,H12
S748045,H12
S748046,H12
S748047,H12
S748048,H12
S748049,H12
S749040,H12
S749041,H12
S749042,H12
S749043,H12
S749044,H12
S749045,H12
S749046,H12
S749047,H12
S749048,H12
S749049,H12
S7405,H0+H12
S744050,H0+H12
S745050,H0+H12
S746050,H0+H12
S746051,H0+H12
S747050,H12
S747051,H0+H12
S747052,H0+H12
S748050,H12
S748051,H12
S748052,H0+H12
S748053,H0+H12
S748059,H0+H12
S749050,H12
S749051,H12
S749052,H12
S749053,H0+H12
S749056,H0+H12
S749057,H0+H12
S749058,H0+H12
S749059,H0+H12
S7504,H12
S7505,H0+H12
S750050,H12
S750051,H12
S750052,H12
S750053,H0+H12
S750054,H0+H12
S750055,H0+H12
S750056,H0+H12
S750057,H12
S750058,H12
S750059,H12
S751050,H12
S751051,H12
S751052,H12
S751053,H12
S751054,H12
S751055,H12
S751056,H12
S751057,H12
S751058,H12
S751059,H12
S752050,H12
S752051,H12
S752052,H12
S752053,H12
S752054,H12
S752055,H12
S752056,H12
S752057,H12
S752058,H12
S752059,H12
S753050,H12
S753051,H12
S753052,H12
S753053,H12
S753054,H12
S753055,H12
S753056,H12
S753057,H12
S753058,H12
S753059,H12
S754050,H12
S754051,H12
S754052,H12
S754053,H12
S754054,H12
S754055,H12
S754056,H12
S754057,H12
S754058,H12
S754059,H12
S755050,H12
S755051,H12
S755052,H12
S755053,H12
S755054,H12
S755055,H12
S755056,H12
S755057,H12
S755058,H12
S755059,H12
S756050,H12
S756051,H12
S756052,H12
S756053,H12
S756054,H12
S756055,H12
S756056,H12
S756057,H12
S756058,H12
S756059,H12
S757050,H12
S757051,H12
S757052,H12
S757053,H12
S757054,H12
S757055,H12
S757056,H12
S757057,H12
S757058,H12
S757059,H12
S758050,H12
S758051,H12
S758052,H12
S758053,H12
S758054,H12
S758055,H12
S758056,H12
S758057,H12
S758058,H12
S758059,H12
S759050,H12
S759051,H12
S759052,H12
S759053,H12
S759054,H12
S759055,H12
S759056,H12
S759057,H12
S759058,H12
S759059,H12
S70N,H0+H12
S7406,H0+H12
S742069,H0+H12
S743068,H0+H12
S743069,H0+H12
S744066,H0+H12
S744067,H0+H12
S744068,H0+H12
S744069,H12
S745062,H0+H12
S745063,H0+H12
S745064,H0+H12
S745065,H0+H12
S745066,H0+H12
S745067,H12
S745068,H12
S745069,H12
S746061,H0+H12
S746062,H0+H12
S746063,H0+H12
S746064,H12
S746065,H12
S746066,H12
S746067,H12
S746068,H12
S746069,H12
S747060,H0+H12
S747061,H0+H12
S747062,H12
S747063,H12
S747064,H12
S747065,H12
S747066,H12
S747067,H12
S747068,H12
S747069,H12
S748060,H0+H12
S748061,H12
S748062,H12
S748063,H12
S748064,H12
S748065,H12
S748066,H12
S748067,H12
S748068,H12
S748069,H12
S749060,H12
S749061,H12
S749062,H12
S749063,H12
S749064,H12
S749065,H12
S749066,H12
S749067,H12
S749068,H12
S749069,H12
S7407,H0+H12
S740070,H0+H12
S740071,H0+H12
S740072,H12
S740073,H12
S740074,H12
S740075,H12
S740076,H12
S740077,H12
S740078,H12
S740079,H12
S741070,H0+H12
S741071,H12
S741072,H12
S741073,H12
S741074,H12
S741075,H12
S741076,H12
S741077,H12
S741078,H12
S741079,H12
S742070,H0+H12
S742071,H12
S742072,H12
S742073,H12
S742074,H12
S742075,H12
S742076,H12
S742077,H12
S742078,H12
S742079,H12
S743070,H12
S743071,H12
S743072,H12
S743073,H12
S743074,H12
S743075,H12
S743076,H12
S743077,H12
S743078,H12
S743079,H12
S744070,H12
S744071,H12
S744072,H12
S744073,H12
S744074,H12
S744075,H12
S744076,H12
S744077,H12
S744078,H12
S744079,H12
S745070,H12
S745071,H12
S745072,H12
S745073,H12
S745074,H12
S745075,H12
S745076,H12
S745077,H12
S745078,H12
S745079,H12
S746070,H12
S746071,H12
S746072,H12
S746073,H12
S746074,H12
S746075,H12
S746076,H12
S746077,H12
S746078,H12
S746079,H12
S747070,H12
S747071,H12
S747072,H12
S747073,H12
S747074,H12
S747075,H12
S747076,H12
S747077,H12
S747078,H12
S747079,H12
S748070,H12
S748071,H12
S748072,H12
S748073,H12
S748074,H12
S748075,H12
S748076,H12
S748077,H12
S748078,H12
S748079,H12
S749070,H12
S749071,H12
S749072,H12
S749073,H12
S749074,H12
S749075,H12
S749076,H12
S749077,H12
S749078,H12
S749079,H12
S7506,H12
S7507,H12
S70P,H12
S70Q,H0+H12
S7600,H0+H12
S760003,H0+H12
S760004,H0+H12
S760005,H12
S760006,H0+H12
S760007,H0+H12
S760008,H0+H12
S760009,H0+H12
S761004,H0+H12
S761005,H0+H12
S761006,H0+H12
S761007,H0+H12
S761008,H0+H12
S761009,H0+H12
S7601,H0+H12
S760010,H12
S760011,H12
S760012,H12
S760013,H12
S760014,H12
S760015,H12
S760016,H12
S760017,H12
S760018,H12
S760019,H12
S761010,H0+H12
S761011,H12
S761012,H12
S761013,H12
S761014,H12
S761015,H12
S761016,H12
S761017,H12
S761018,H12
S761019,H12
S762010,H0+H12
S762011,H12
S762012,H12
S762013,H12
S762014,H12
S762015,H12
S762016,H12
S762017,H12
S762018,H12
S762019,H12
S763010,H0+H12
S763011,H0+H12
S763012,H12
S763013,H12
S763014,H12
S763015,H12
S763016,H12
S763017,H12
S763018,H12
S763019,H12
S764011,H0+H12
S764012,H0+H12
S764013,H12
S764014,H12
S764015,H12
S764016,H12
S764017,H12
S764018,H12
S764019,H12
S765012,H0+H12
S765013,H0+H12
S765014,H0+H12
S765015,H0+H12
S765016,H0+H12
S765017,H12
S765018,H12
S765019,H12
S766016,H0+H12
S766017,H0+H12
S766018,H12
S766019,H12
S767016,H0+H12
S767017,H0+H12
S767018,H12
S767019,H12
S768017,H0+H12
S768018,H12
S768019,H12
S769017,H0+H12
S769018,H0+H12
S769019,H12
S7701,H0+H12
S770018,H0+H12
S770019,H12
S771018,H0+H12
S771019,H12
S772018,H0+H12
S772019,H12
S773018,H0+H12
S773019,H0+H12
S774019,H0+H12
S775019,H0+H12
S776019,H0+H12
S70R,H0+H12
S7602,H12
S7603,H12
S7702,H0+H12
S770020,H12
S770021,H12
S770022,H12
S770023,H12
S770024,H12
S770025,H12
S770026,H12
S770027,H12
S770028,H12
S770029,H12
S771020,H12
S771021,H12
S771022,H12
S771023,H12
S771024,H12
S771025,H12
S771026,H12
S771027,H12
S771028,H12
S771029,H12
S772020,H12
S772021,H12
S772022,H12
S772023,H12
S772024,H12
S772025,H12
S772026,H12
S772027,H12
S772028,H12
S772029,H12
S773020,H12
S773021,H12
S773022,H12
S773023,H12
S773024,H12
S773025,H12
S773026,H12
S773027,H12
S773028,H12
S773029,H12
S774020,H0+H12
S774021,H12
S774022,H12
S774023,H12
S774024,H12
S774025,H12
S774026,H12
S774027,H12
S774028,H12
S774029,H12
S775020,H0+H12
S775021,H12
S775022,H12
S775023,H12
S775024,H12
S775025,H12
S775026,H12
S775027,H12
S775028,H12
S775029,H12
S776020,H0+H12
S776021,H12
S776022,H12
S776023,H12
S776024,H12
S776025,H12
S776026,H12
S776027,H12
S776028,H12
S776029,H12
S777020,H0+H12
S777021,H12
S777022,H12
S777023,H12
S777024,H12
S777025,H12
S777026,H12
S777027,H12
S777028,H12
S777029,H12
S778020,H0+H12
S778021,H12
S778022,H12
S778023,H12
S778024,H12
S778025,H12
S778026,H12
S778027,H12
S778028,H12
S778029,H12
S779020,H0+H12
S779021,H0+H12
S779022,H12
S779023,H12
S779024,H12
S779025,H12
S779026,H12
S779027,H12
S779028,H12
S779029,H12
S7703,H12
S70S,H12
S70T,H12
S70U,H12
S70W,H0+H12
S7802,H0+H12
S780021,H0+H12
S780022,H12
S780023,H12
S780024,H12
S780025,H12
S780026,H12
S780027,H12
S780028,H12
S780029,H12
S781021,H0+H12
S781022,H0+H12
S781023,H12
S781024,H12
S781025,H12
S781026,H12
S781027,H12
S781028,H12
S781029,H12
S782022,H0+H12
S782023,H12
S782024,H12
S782025,H12
S782026,H12
S782027,H12
S782028,H12
S782029,H12
S783022,H0+H12
S783023,H0+H12
S783024,H12
S783025,H12
S783026,H12
S783027,H12
S783028,H12
S783029,H12
S784023,H0+H12
S784024,H12
S784025,H12
S784026,H12
S784027,H12
S784028,H12
S784029,H12
S785023,H0+H12
S785024,H0+H12
S785025,H12
S785026,H12
S785027,H12
S785028,H12
S785029,H12
S786024,H0+H12
S786025,H0+H12
S786026,H12
S786027,H12
S786028,H12
S786029,H12
S787025,H0+H12
S787026,H0+H12
S787027,H12
S787028,H12
S787029,H12
S788025,H0+H12
S788026,H0+H12
S788027,H12
S788028,H12
S788029,H12
S789026,H0+H12
S789027,H0+H12
S789028,H0+H12
S789029,H0+H12
S7803,H12
S7902,H0+H12
S790029,H0+H12
S798029,H0+H12
S799028,H0+H12
S799029,H0+H12
S7903,H0+H12
S790030,H0+H12
S790031,H12
S790032,H12
S790033,H12
S790034,H12
S790035,H12
S790036,H12
S790037,H12
S790038,H12
S790039,H12
S791030,H0+H12
S791031,H0+H12
S791032,H12
S791033,H12
S791034,H12
S791035,H12
S791036,H12
S791037,H12
S791038,H12
S791039,H12
S792031,H0+H12
S792032,H12
S792033,H12
S792034,H12
S792035,H12
S792036,H12
S792037,H12
S792038,H12
S792039,H12
S793030,H0+H12
S793031,H0+H12
S793032,H12
S793033,H12
S793034,H12
S793035,H12
S793036,H12
S793037,H12
S793038,H12
S793039,H12
S794030,H0+H12
S794031,H0+H12
S794032,H12
S794033,H12
S794034,H12
S794035,H12
S794036,H12
S794037,H12
S794038,H12
S794039,H12
S795031,H0+H12
S795032,H12
S795033,H12
S795034,H12
S795035,H12
S795036,H12
S795037,H12
S795038,H12
S795039,H12
S796031,H0+H12
S796032,H12
S796033,H12
S796034,H12
S796035,H12
S796036,H12
S796037,H12
S796038,H12
S796039,H12
S797031,H0+H12
S797032,H12
S797033,H12
S797034,H12
S797035,H12
S797036,H12
S797037,H12
S797038,H12
S797039,H12
S798030,H0+H12
S798031,H0+H12
S798032,H12
S798033,H12
S798034,H12
S798035,H12
S798036,H12
S798037,H12
S798038,H12
S798039,H12
S799030,H12
S799031,H12
S799032,H12
S799033,H12
S799034,H12
S799035,H12
S799036,H0+H12
S799037,H0+H12
S799038,H0+H12
S799039,H0+H12
S70X,H0+H12
S7804,H12
S7805,H12
S7904,H0+H12
S790040,H12
S790041,H12
S790042,H12
S790043,H12
S790044,H12
S790045,H12
S790046,H12
S790047,H12
S790048,H12
S790049,H12
S791040,H12
S791041,H12
S791042,H12
S791043,H12
S791044,H0+H12
S791045,H0+H12
S791046,H12
S791047,H12
S791048,H12
S791049,H12
S792040,H12
S792041,H12
S792042,H12
S792043,H12
S792044,H0+H12
S792045,H0+H12
S792046,H12
S792047,H12
S792048,H12
S792049,H12
S793040,H12
S793041,H12
S793042,H12
S793043,H12
S793044,H12
S793045,H0+H12
S793046,H0+H12
S793047,H12
S793048,H12
S793049,H12
S794040,H12
S794041,H12
S794042,H12
S794043,H12
S794044,H12
S794045,H0+H12
S794046,H0+H12
S794047,H0+H12
S794048,H12
S794049,H12
S795040,H12
S795041,H12
S795042,H12
S795043,H12
S795044,H12
S795045,H12
S795046,H0+H12
S795047,H0+H12
S795048,H0+H12
S795049,H0+H12
S796040,H12
S796041,H12
S796042,H12
S796043,H12
S796044,H12
S796045,H12
S796046,H12
S796047,H0+H12
S796049,H0+H12
S797040,H12
S797041,H12
S797042,H12
S797043,H12
S797044,H12
S797045,H12
S797046,H12
S797047,H0+H12
S797049,H0+H12
S798040,H12
S798041,H12
S798042,H12
S798043,H12
S798044,H12
S798045,H12
S798046,H12
S798047,H0+H12
S798048,H0+H12
S798049,H0+H12
S799040,H0+H12
S799041,H0+H12
S799042,H12
S799043,H12
S799044,H12
S799045,H12
S799046,H12
S799047,H0+H12
S799048,H0+H12
S7905,H0+H12
S790050,H12
S790051,H12
S790052,H12
S790053,H12
S790054,H12
S790055,H12
S790056,H12
S790057,H12
S790058,H12
S790059,H12
S791050,H12
S791051,H12
S791052,H12
S791053,H12
S791054,H12
S791055,H12
S791056,H12
S791057,H12
S791058,H12
S791059,H12
S792050,H12
S792051,H12
S792052,H12
S792053,H12
S792054,H12
S792055,H12
S792056,H12
S792057,H12
S792058,H12
S792059,H12
S793050,H12
S793051,H12
S793052,H12
S793053,H12
S793054,H12
S793055,H12
S793056,H12
S793057,H12
S793058,H12
S793059,H12
S794050,H12
S794051,H12
S794052,H12
S794053,H12
S794054,H12
S794055,H12
S794056,H12
S794057,H12
S794058,H12
S794059,H12
S795050,H12
S795051,H12
S795052,H12
S795053,H12
S795054,H12
S795055,H12
S795056,H12
S795057,H12
S795058,H12
S795059,H12
S796050,H12
S796051,H12
S796052,H12
S796053,H12
S796054,H12
S796055,H12
S796056,H12
S796057,H12
S796058,H12
S796059,H12
S797050,H12
S797051,H12
S797052,H12
S797053,H12
S797054,H12
S797055,H12
S797056,H12
S797057,H12
S797058,H12
S797059,H12
S798050,H0+H12
S798051,H12
S798052,H12
S798053,H12
S798054,H12
S798055,H12
S798056,H12
S798057,H12
S798058,H12
S798059,H12
S799050,H0+H12
S799051,H0+H12
S799052,H12
S799053,H12
S799054,H12
S799055,H12
S799056,H12
S799057,H12
S799058,H12
S799059,H12
S70Y,H0+H12
S7806,H0+H12
S780060,H12
S780061,H12
S780062,H12
S780063,H12
S780064,H12
S780065,H12
S780066,H12
S780067,H12
S780068,H12
S780069,H12
S781060,H12
S781061,H12
S781062,H12
S781063,H12
S781064,H12
S781065,H12
S781066,H12
S781067,H12
S781068,H12
S781069,H12
S782060,H12
S782061,H12
S782062,H12
S782063,H12
S782064,H12
S782065,H12
S782066,H12
S782067,H12
S782068,H12
S782069,H12
S783060,H12
S783061,H12
S783062,H12
S783063,H12
S783064,H12
S783065,H12
S783066,H12
S783067,H12
S783068,H12
S783069,H12
S784060,H12
S784061,H12
S784062,H12
S784063,H12
S784064,H12
S784065,H12
S784066,H12
S784067,H12
S784068,H12
S784069,H12
S785060,H12
S785061,H12
S785062,H12
S785063,H12
S785064,H12
S785065,H12
S785066,H0+H12
S785067,H12
S785068,H12
S785069,H12
S786060,H12
S786061,H12
S786062,H12
S786063,H12
S786064,H12
S786065,H12
S786066,H0+H12
S786067,H12
S786068,H12
S786069,H12
S787060,H12
S787061,H12
S787062,H12
S787063,H12
S787064,H12
S787065,H12
S787066,H0+H12
S787067,H0+H12
S787068,H0+H12
S787069,H0+H12
S788060,H12
S788061,H12
S788062,H12
S788063,H12
S788064,H12
S788065,H12
S788066,H12
S788067,H0+H12
S788068,H0+H12
S788069,H0+H12
S789060,H12
S789061,H12
S789062,H12
S789063,H12
S789064,H12
S789065,H12
S789066,H12
S789067,H12
S789068,H0+H12
S789069,H0+H12
S7807,H0+H12
S780070,H12
S780071,H12
S780072,H12
S780073,H12
S780074,H12
S780075,H12
S780076,H12
S780077,H12
S780078,H12
S780079,H12
S781070,H12
S781071,H12
S781072,H12
S781073,H12
S781074,H12
S781075,H12
S781076,H12
S781077,H12
S781078,H12
S781079,H12
S782070,H12
S782071,H12
S782072,H12
S782073,H12
S782074,H12
S782075,H12
S782076,H12
S782077,H12
S782078,H12
S782079,H12
S783070,H12
S783071,H12
S783072,H12
S783073,H12
S783074,H12
S783075,H12
S783076,H12
S783077,H12
S783078,H12
S783079,H12
S784070,H12
S784071,H12
S784072,H12
S784073,H12
S784074,H12
S784075,H12
S784076,H12
S784077,H12
S784078,H12
S784079,H12
S785070,H12
S785071,H12
S785072,H12
S785073,H12
S785074,H12
S785075,H12
S785076,H12
S785077,H12
S785078,H12
S785079,H12
S786070,H12
S786071,H12
S786072,H12
S786073,H12
S786074,H12
S786075,H12
S786076,H12
S786077,H12
S786078,H12
S786079,H12
S787070,H12
S787071,H12
S787072,H12
S787073,H12
S787074,H12
S787075,H12
S787076,H12
S787077,H12
S787078,H12
S787079,H12
S788070,H0+H12
S788071,H12
S788072,H12
S788073,H12
S788074,H12
S788075,H12
S788076,H12
S788077,H12
S788078,H12
S788079,H12
S789070,H0+H12
S789071,H12
S789072,H12
S789073,H12
S789074,H12
S789075,H12
S789076,H12
S789077,H12
S789078,H12
S789079,H12
S7906,H0+H12
S790060,H12
S790061,H12
S790062,H12
S790063,H12
S790064,H12
S790065,H12
S790066,H12
S790067,H12
S790068,H12
S790069,H0+H12
S791060,H12
S791061,H12
S791062,H12
S791063,H12
S791064,H12
S791065,H12
S791066,H12
S791067,H12
S791068,H12
S791069,H0+H12
S792060,H12
S792061,H12
S792062,H12
S792063,H12
S792064,H12
S792065,H12
S792066,H12
S792067,H12
S792068,H12
S792069,H12
S793060,H12
S793061,H12
S793062,H12
S793063,H12
S793064,H12
S793065,H12
S793066,H12
S793067,H12
S793068,H12
S793069,H12
S794060,H12
S794061,H12
S794062,H12
S794063,H12
S794064,H12
S794065,H12
S794066,H12
S794067,H12
S794068,H12
S794069,H12
S795060,H12
S795061,H12
S795062,H12
S795063,H12
S795064,H12
S795065,H12
S795066,H12
S795067,H12
S795068,H12
S795069,H12
S796060,H12
S796061,H12
S796062,H12
S796063,H12
S796064,H12
S796065,H12
S796066,H12
S796067,H12
S796068,H12
S796069,H12
S797060,H12
S797061,H12
S797062,H12
S797063,H12
S797064,H12
S797065,H12
S797066,H12
S797067,H12
S797068,H12
S797069,H12
S798060,H12
S798061,H12
S798062,H12
S798063,H12
S798064,H12
S798065,H12
S798066,H12
S798067,H12
S798068,H12
S798069,H12
S799060,H12
S799061,H12
S799062,H12
S799063,H12
S799064,H12
S799065,H12
S799066,H12
S799067,H12
S799068,H12
S799069,H12
S7907,H0+H12
S790070,H0+H12
S790071,H0+H12
S790072,H12
S790073,H12
S790074,H12
S790075,H12
S790076,H12
S790077,H12
S790078,H12
S790079,H12
S791070,H0+H12
S791071,H0+H12
S791072,H12
S791073,H12
S791074,H12
S791075,H12
S791076,H12
S791077,H12
S791078,H12
S791079,H12
S792070,H0+H12
S792071,H0+H12
S792072,H0+H12
S792073,H12
S792074,H12
S792075,H12
S792076,H12
S792077,H12
S792078,H12
S792079,H12
S793070,H0+H12
S793071,H0+H12
S793072,H0+H12
S793073,H0+H12
S793074,H12
S793075,H12
S793076,H12
S793077,H12
S793078,H12
S793079,H12
S794070,H12
S794071,H0+H12
S794073,H0+H12
S794074,H0+H12
S794075,H0+H12
S794076,H12
S794077,H12
S794078,H12
S794079,H12
S795070,H12
S795071,H0+H12
S795072,H0+H12
S795075,H0+H12
S795076,H0+H12
S795077,H0+H12
S795078,H0+H12
S795079,H0+H12
S796070,H12
S796071,H12
S796072,H0+H12
S796073,H0+H12
S796079,H0+H12
S797070,H12
S797071,H12
S797072,H12
S797073,H0+H12
S797079,H0+H12
S798070,H12
S798071,H12
S798072,H12
S798073,H0+H12
S798074,H0+H12
S799070,H12
S799071,H12
S799072,H12
S799073,H12
S799074,H0+H12
S799075,H0+H12
S70Z,H0+H12
S7808,H12
S7809,H12
S7908,H0+H12
S790080,H12
S790081,H12
S790082,H12
S790083,H12
S790084,H12
S790085,H12
S790086,H12
S790087,H12
S790088,H12
S790089,H12
S791080,H12
S791081,H12
S791082,H12
S791083,H12
S791084,H12
S791085,H12
S791086,H12
S791087,H12
S791088,H12
S791089,H12
S792080,H12
S792081,H12
S792082,H12
S792083,H12
S792084,H12
S792085,H12
S792086,H12
S792087,H12
S792088,H12
S792089,H12
S793080,H12
S793081,H12
S793082,H12
S793083,H12
S793084,H12
S793085,H12
S793086,H12
S793087,H12
S793088,H12
S793089,H12
S794080,H12
S794081,H12
S794082,H12
S794083,H12
S794084,H12
S794085,H12
S794086,H12
S794087,H12
S794088,H12
S794089,H12
S795080,H12
S795081,H12
S795082,H12
S795083,H12
S795084,H12
S795085,H12
S795086,H12
S795087,H12
