O,H0+H19+H20+H21+H22+H31
O160844,H31
O160845,H31
O160846,H31
O160847,H0+H31
O160848,H0+H31
O161840,H31
O161841,H31
O161842,H31
O161843,H31
O161844,H31
O161845,H31
O161846,H31
O161847,H0+H31
O161848,H0+H31
O162840,H31
O162841,H31
O162842,H31
O162843,H31
O162844,H31
O162845,H31
O162846,H31
O162847,H0+H31
O163840,H31
O163841,H31
O163842,H31
O163843,H31
O163844,H31
O163845,H31
O163846,H31
O163847,H0+H31
O164840,H31
O164841,H31
O164842,H31
O164843,H31
O164844,H31
O164845,H31
O164846,H31
O164847,H0+H31
O165840,H31
O165841,H31
O165842,H31
O165843,H31
O165844,H31
O165845,H31
O165846,H0+H31
O165847,H0+H31
O165848,H0+H31
O166840,H31
O166841,H31
O166842,H31
O166843,H31
O166844,H31
O166845,H31
O166846,H0+H31
O167840,H31
O167841,H31
O167842,H31
O167843,H31
O167844,H31
O167845,H0+H31
O167846,H0+H31
O168840,H31
O168841,H31
O168842,H31
O168843,H31
O168844,H31
O168845,H0+H31
O169840,H31
O169841,H31
O169842,H31
O169843,H31
O169844,H31
O169845,H0+H31
O1784,H0+H31
O170840,H31
O170841,H31
O170842,H31
O170843,H31
O170844,H31
O170845,H0+H31
O170846,H0+H31
O171840,H31
O171841,H31
O171842,H31
O171843,H31
O171844,H31
O171845,H0+H31
O171846,H0+H31
O172840,H0+H31
O172841,H31
O172842,H31
O172843,H31
O172844,H31
O172845,H0+H31
O172846,H0+H31
O173840,H0+H31
O173841,H31
O173842,H31
O173843,H31
O173844,H31
O173845,H0+H31
O173846,H0+H31
O174840,H0+H31
O174841,H0+H31
O174842,H31
O174843,H31
O174844,H0+H31
O174845,H0+H31
O175841,H0+H31
O175842,H0+H31
O175843,H0+H31
O175844,H0+H31
O19,H0+H31
O19SW,H0+H31
O19SE,H0+H31
O19A,H31
O19B,H0+H31
O1092,H31
O1093,H0+H31
O100930,H0+H31
O101930,H0+H31
O102930,H0+H31
O103930,H0+H31
O104930,H0+H31
O105930,H0+H31
O106930,H0+H31
O106931,H0+H31
O107930,H31
O107931,H0+H31
O108930,H31
O108931,H0+H31
O108932,H0+H31
O109930,H31
O109931,H31
O109932,H0+H31
O1192,H31
O1193,H0+H31
O110930,H31
O110931,H31
O110932,H0+H31
O110933,H0+H31
O111930,H31
O111931,H31
O111932,H31
O111933,H0+H31
O112930,H31
O112931,H31
O112932,H31
O112933,H0+H31
O112934,H0+H31
O113930,H31
O113931,H31
O113932,H31
O113933,H31
O113934,H0+H31
O114930,H31
O114931,H31
O114932,H31
O114933,H31
O114934,H0+H31
O115930,H31
O115931,H31
O115932,H31
O115933,H31
O115934,H0+H31
O116930,H31
O116931,H31
O116932,H31
O116933,H31
O116934,H0+H31
O117930,H31
O117931,H31
O117932,H31
O117933,H31
O117934,H0+H31
O118930,H31
O118931,H31
O118932,H31
O118933,H0+H31
O118934,H0+H31
O119930,H31
O119931,H31
O119932,H0+H31
O119933,H0+H31
O19F,H31
O19G,H0+H31
O1292,H0+H31
O120920,H31
O120921,H31
O120922,H31
O120923,H31
O120924,H31
O120925,H31
O120926,H31
O120927,H31
O120928,H31
O120929,H31
O121920,H31
O121921,H31
O121922,H31
O121923,H31
O121924,H31
O121925,H31
O121926,H31
O121927,H31
O121928,H31
O121929,H31
O122920,H31
O122921,H31
O122922,H31
O122923,H31
O122924,H31
O122925,H31
O122926,H31
O122927,H31
O122928,H31
O122929,H0+H31
O123920,H31
O123921,H31
O123922,H31
O123923,H31
O123924,H31
O123925,H31
O123926,H31
O123927,H31
O123928,H0+H31
O123929,H0+H31
O124920,H31
O124921,H31
O124922,H31
O124923,H31
O124924,H31
O124925,H31
O124926,H31
O124927,H0+H31
O124928,H0+H31
O125920,H31
O125921,H31
O125922,H31
O125923,H31
O125924,H31
O125925,H31
O125926,H0+H31
O125927,H0+H31
O126920,H31
O126921,H31
O126922,H31
O126923,H31
O126924,H31
O126925,H31
O126926,H0+H31
O127920,H31
O127921,H31
O127922,H31
O127923,H31
O127924,H31
O127925,H31
O127926,H0+H31
O128920,H31
O128921,H31
O128922,H31
O128923,H31
O128924,H31
O128925,H31
O128926,H0+H31
O129920,H31
O129921,H31
O129922,H31
O129923,H31
O129924,H31
O129925,H0+H31
O129926,H0+H31
O1293,H0+H31
O120930,H31
O120931,H31
O120932,H0+H31
O121930,H0+H31
O121931,H0+H31
O121932,H0+H31
O122930,H0+H31
O1392,H0+H31
O130920,H31
O130921,H31
O130922,H31
O130923,H31
O130924,H0+H31
O130925,H0+H31
O131920,H31
O131921,H31
O131922,H31
O131923,H31
O131924,H0+H31
O132920,H31
O132921,H31
O132922,H31
O132923,H31
O132924,H0+H31
O133920,H31
O133921,H31
O133922,H31
O133923,H31
O133924,H0+H31
O134920,H31
O134921,H31
O134922,H31
O134923,H31
O134924,H0+H31
O135920,H31
O135921,H31
O135922,H31
O135923,H31
O135924,H0+H31
O136920,H31
O136921,H31
O136922,H31
O136923,H31
O136924,H0+H31
O137920,H31
O137921,H31
O137922,H31
O137923,H31
O137924,H0+H31
O137925,H0+H31
O138920,H31
O138921,H31
O138922,H31
O138923,H31
O138924,H31
O138925,H0+H31
O138926,H0+H31
O139920,H31
O139921,H31
O139922,H31
O139923,H31
O139924,H31
O139925,H31
O139926,H0+H31
O19K,H0+H31
O1490,H31
O1491,H0+H31
O140910,H31
O140911,H31
O140912,H31
O140913,H31
O140914,H31
O140915,H31
O140916,H31
O140917,H31
O140918,H31
O140919,H31
O141910,H31
O141911,H31
O141912,H31
O141913,H31
O141914,H31
O141915,H31
O141916,H31
O141917,H31
O141918,H31
O141919,H31
O142910,H31
O142911,H31
O142912,H31
O142913,H31
O142914,H31
O142915,H31
O142916,H31
O142917,H31
O142918,H31
O142919,H31
O143910,H31
O143911,H31
O143912,H31
O143913,H31
O143914,H31
O143915,H31
O143916,H31
O143917,H31
O143918,H31
O143919,H31
O144910,H31
O144911,H31
O144912,H31
O144913,H31
O144914,H31
O144915,H31
O144916,H31
O144917,H31
O144918,H31
O144919,H31
O145910,H31
O145911,H31
O145912,H31
O145913,H31
O145914,H31
O145915,H31
O145916,H31
O145917,H31
O145918,H31
O145919,H0+H31
O146910,H31
O146911,H31
O146912,H31
O146913,H31
O146914,H31
O146915,H31
O146916,H31
O146917,H31
O146918,H31
O146919,H0+H31
O147910,H31
O147911,H31
O147912,H31
O147913,H31
O147914,H31
O147915,H31
O147916,H31
O147917,H31
O147918,H0+H31
O147919,H0+H31
O148910,H31
O148911,H31
O148912,H31
O148913,H31
O148914,H31
O148915,H31
O148916,H31
O148917,H31
O148918,H0+H31
O149910,H31
O149911,H31
O149912,H31
O149913,H31
O149914,H31
O149915,H31
O149916,H31
O149917,H31
O149918,H0+H31
O1590,H0+H31
O150900,H0+H31
O150901,H31
O150902,H31
O150903,H31
O150904,H31
O150905,H31
O150906,H31
O150907,H31
O150908,H31
O150909,H31
O151900,H0+H31
O151901,H0+H31
O151902,H0+H31
O151903,H0+H31
O151904,H31
O151905,H31
O151906,H31
O151907,H31
O151908,H31
O151909,H31
O152903,H0+H31
O152904,H0+H31
O152905,H0+H31
O152906,H0+H31
O152907,H31
O152908,H31
O152909,H31
O153906,H0+H31
O153907,H0+H31
O153908,H0+H31
O153909,H31
O154908,H0+H31
O154909,H0+H31
O155909,H0+H31
O1591,H0+H31
O150910,H31
O150911,H31
O150912,H31
O150913,H31
O150914,H31
O150915,H31
O150916,H31
O150917,H31
O150918,H0+H31
O151910,H31
O151911,H31
O151912,H31
O151913,H31
O151914,H31
O151915,H31
O151916,H31
O151917,H31
O151918,H0+H31
O152910,H31
O152911,H31
O152912,H31
O152913,H31
O152914,H31
O152915,H31
O152916,H31
O152917,H31
O152918,H0+H31
O152919,H0+H31
O153910,H31
O153911,H31
O153912,H31
O153913,H31
O153914,H31
O153915,H31
O153916,H31
O153917,H31
O153918,H31
O153919,H0+H31
O154910,H31
O154911,H31
O154912,H31
O154913,H31
O154914,H31
O154915,H31
O154916,H31
O154917,H31
O154918,H31
O154919,H0+H31
O155910,H0+H31
O155911,H0+H31
O155912,H31
O155913,H31
O155914,H31
O155915,H31
O155916,H31
O155917,H31
O155918,H0+H31
O155919,H0+H31
O156911,H0+H31
O156912,H0+H31
O156913,H31
O156914,H31
O156915,H31
O156916,H31
O156917,H31
O156918,H0+H31
O157912,H0+H31
O157913,H0+H31
O157914,H31
O157915,H31
O157916,H31
O157917,H0+H31
O157918,H0+H31
O158913,H0+H31
O158914,H31
O158915,H31
O158916,H0+H31
O158917,H0+H31
O159913,H0+H31
O159914,H0+H31
O159915,H0+H31
O159916,H0+H31
O19L,H0+H31
O1492,H0+H31
O140920,H31
O140921,H31
O140922,H31
O140923,H31
O140924,H31
O140925,H0+H31
O140926,H0+H31
O141920,H31
O141921,H31
O141922,H31
O141923,H31
O141924,H0+H31
O141925,H0+H31
O142920,H31
O142921,H31
O142922,H31
O142923,H0+H31
O142924,H0+H31
O143920,H31
O143921,H0+H31
O143922,H0+H31
O143923,H0+H31
O144920,H31
O144921,H0+H31
O145920,H0+H31
O145921,H0+H31
J,H0+H31+H36+H37+H38+H39
J00,H0+H31
J00SW,H31
J00NW,H0+H31
J00SE,H0+H31
J00NE,H0+H31
J00A,H31
J00B,H31
J00C,H31
J00D,H31
J00E,H31
J00F,H31
J00G,H31
J00H,H31
J00I,H31
J00J,H31
J00K,H31
J00L,H31
J00M,H31
J00N,H0+H31
J0406,H31
J0407,H31
J0506,H31
J0507,H0+H31
J050070,H31
J050071,H31
J050072,H31
J050073,H31
J050074,H31
J050075,H31
J050076,H31
J050077,H31
J050078,H31
J050079,H31
J051070,H31
J051071,H31
J051072,H31
J051073,H31
J051074,H31
J051075,H31
J051076,H31
J051077,H31
J051078,H31
J051079,H31
J052070,H31
J052071,H31
J052072,H31
J052073,H31
J052074,H31
J052075,H31
J052076,H31
J052077,H31
J052078,H31
J052079,H31
J053070,H31
J053071,H31
J053072,H31
J053073,H31
J053074,H31
J053075,H31
J053076,H31
J053077,H31
J053078,H31
J053079,H31
J054070,H31
J054071,H31
J054072,H31
J054073,H31
J054074,H31
J054075,H31
J054076,H31
J054077,H31
J054078,H31
J054079,H0+H31
J055070,H31
J055071,H31
J055072,H31
J055073,H31
J055074,H31
J055075,H31
J055076,H31
J055077,H31
J055078,H0+H31
J055079,H0+H31
J056070,H31
J056071,H31
J056072,H31
J056073,H31
J056074,H31
J056075,H31
J056076,H31
J056077,H0+H31
J056078,H0+H31
J057070,H31
J057071,H31
J057072,H31
J057073,H31
J057074,H31
J057075,H31
J057076,H31
J057077,H0+H31
J057078,H0+H31
J057079,H0+H31
J058070,H31
J058071,H31
J058072,H31
J058073,H31
J058074,H31
J058075,H31
J058076,H0+H31
J058077,H0+H31
J058078,H0+H31
J059070,H31
J059071,H31
J059072,H31
J059073,H31
J059074,H31
J059075,H31
J059076,H0+H31
J059077,H0+H31
J059078,H0+H31
J00P,H0+H31
J0408,H0+H31
J040080,H31
J040081,H31
J040082,H31
J040083,H31
J040084,H31
J040085,H31
J040086,H31
J040087,H31
J040088,H31
J040089,H31
J041080,H31
J041081,H31
J041082,H31
J041083,H31
J041084,H31
J041085,H31
J041086,H31
J041087,H31
J041088,H31
J041089,H31
J042080,H31
J042081,H31
J042082,H31
J042083,H31
J042084,H31
J042085,H31
J042086,H31
J042087,H31
J042088,H31
J042089,H31
J043080,H31
J043081,H31
J043082,H31
J043083,H31
J043084,H31
J043085,H31
J043086,H31
J043087,H31
J043088,H31
J043089,H31
J044080,H31
J044081,H31
J044082,H31
J044083,H31
J044084,H31
J044085,H31
J044086,H31
J044087,H31
J044088,H31
J044089,H31
J045080,H31
J045081,H31
J045082,H31
J045083,H31
J045084,H31
J045085,H31
J045086,H31
J045087,H31
J045088,H31
J045089,H31
J046080,H31
J046081,H31
J046082,H31
J046083,H31
J046084,H31
J046085,H31
J046086,H31
J046087,H31
J046088,H31
J046089,H31
J047080,H31
J047081,H0+H31
J047082,H0+H31
J047083,H31
J047084,H31
J047085,H31
J047086,H31
J047087,H31
J047088,H31
J047089,H31
J048080,H0+H31
J048081,H0+H31
J048082,H0+H31
J048083,H31
J048084,H31
J048085,H31
J048086,H31
J048087,H31
J048088,H31
J048089,H31
J049080,H0+H31
J049081,H0+H31
J049082,H31
J049083,H31
J049084,H31
J049085,H31
J049086,H31
J049087,H31
J049088,H31
J049089,H31
J0409,H31
J0508,H0+H31
J050080,H0+H31
J050081,H0+H31
J050082,H0+H31
J050083,H31
J050084,H31
J050085,H31
J050086,H31
J050087,H31
J050088,H31
J050089,H31
J051080,H0+H31
J051082,H0+H31
J051083,H31
J051084,H31
J051085,H31
J051086,H31
J051087,H31
J051088,H31
J051089,H31
J052080,H0+H31
J052081,H0+H31
J052082,H0+H31
J052083,H31
J052084,H31
J052085,H31
J052086,H31
J052087,H31
J052088,H31
J052089,H31
J053080,H31
J053081,H0+H31
J053082,H0+H31
J053083,H31
J053084,H31
J053085,H31
J053086,H31
J053087,H31
J053088,H31
J053089,H31
J054080,H0+H31
J054081,H0+H31
J054082,H0+H31
J054083,H31
J054084,H31
J054085,H31
J054086,H31
J054087,H31
J054088,H31
J054089,H31
J055081,H0+H31
J055082,H31
J055083,H31
J055084,H31
J055085,H31
J055086,H31
J055087,H31
J055088,H31
J055089,H31
J056080,H0+H31
J056081,H0+H31
J056082,H31
J056083,H31
J056084,H31
J056085,H31
J056086,H31
J056087,H31
J056088,H31
J056089,H31
J057081,H0+H31
J057082,H0+H31
J057083,H31
J057084,H31
J057085,H31
J057086,H31
J057087,H31
J057088,H31
J057089,H31
J058082,H0+H31
J058083,H31
J058084,H31
J058085,H31
J058086,H31
J058087,H31
J058088,H31
J058089,H31
J059082,H0+H31
J059083,H31
J059084,H31
J059085,H31
J059086,H31
J059087,H31
J059088,H31
J059089,H31
J0509,H31
J00Q,H0+H31
J0600,H0+H31
J060000,H31
J060001,H31
J060002,H31
J060003,H31
J060004,H31
J060005,H31
J060006,H31
J060007,H31
J060008,H31
J060009,H31
J061000,H31
J061001,H31
J061002,H31
J061003,H31
J061004,H31
J061005,H31
J061006,H31
J061007,H31
J061008,H31
J061009,H31
J062000,H31
J062001,H31
J062002,H31
J062003,H31
J062004,H31
J062005,H31
J062006,H31
J062007,H31
J062008,H31
J062009,H31
J063000,H31
J063001,H31
J063002,H31
J063003,H31
J063004,H31
J063005,H31
J063006,H31
J063007,H31
J063008,H31
J063009,H31
J064000,H31
J064001,H31
J064002,H31
J064003,H31
J064004,H31
J064005,H0+H31
J064006,H0+H31
J064007,H0+H31
J064008,H0+H31
J064009,H0+H31
J065000,H31
J065001,H31
J065002,H31
J065003,H31
J065004,H31
J065005,H0+H31
J066000,H31
J066001,H31
J066002,H31
J066003,H31
J066004,H0+H31
J066005,H0+H31
J067000,H31
J067001,H31
J067002,H0+H31
J067003,H0+H31
J067004,H0+H31
J068000,H0+H31
J068001,H0+H31
J068002,H0+H31
J0601,H0+H31
J060010,H31
J060011,H31
J060012,H31
J060013,H31
J060014,H31
J060015,H31
J060016,H31
J060017,H31
J060018,H31
J060019,H31
J061010,H31
J061011,H31
J061012,H31
J061013,H31
J061014,H31
J061015,H31
J061016,H31
J061017,H31
J061018,H31
J061019,H31
J062010,H31
J062011,H31
J062012,H31
J062013,H31
J062014,H31
J062015,H31
J062016,H31
J062017,H31
J062018,H31
J062019,H31
J063010,H31
J063011,H31
J063012,H31
J063013,H31
J063014,H31
J063015,H31
J063016,H31
J063017,H31
J063018,H31
J063019,H31
J064010,H0+H31
J064011,H0+H31
J064012,H0+H31
J064013,H0+H31
J064014,H0+H31
J064015,H0+H31
J064016,H0+H31
J064017,H0+H31
J064018,H31
J064019,H31
J065016,H0+H31
J065017,H0+H31
J065018,H0+H31
J065019,H0+H31
J066017,H0+H31
J066019,H0+H31
J067019,H0+H31
J00R,H0+H31
J0602,H0+H31
J060020,H31
J060021,H31
J060022,H31
J060023,H31
J060024,H31
J060025,H31
J060026,H31
J060027,H31
J060028,H31
J060029,H31
J061020,H31
J061021,H31
J061022,H31
J061023,H31
J061024,H31
J061025,H31
J061026,H31
J061027,H31
J061028,H31
J061029,H31
J062020,H31
J062021,H31
J062022,H31
J062023,H31
J062024,H31
J062025,H31
J062026,H31
J062027,H31
J062028,H31
J062029,H31
J063020,H31
J063021,H31
J063022,H31
J063023,H31
J063024,H31
J063025,H31
J063026,H31
J063027,H31
J063028,H31
J063029,H31
J064020,H31
J064021,H31
J064022,H31
J064023,H31
J064024,H31
J064025,H31
J064026,H31
J064027,H31
J064028,H31
J064029,H31
J065020,H0+H31
J065021,H31
J065022,H31
J065023,H31
J065024,H31
J065025,H31
J065026,H31
J065027,H31
J065028,H31
J065029,H31
J066020,H0+H31
J066021,H31
J066022,H31
J066023,H31
J066024,H31
J066025,H31
J066026,H31
J066027,H31
J066028,H31
J066029,H31
J067020,H0+H31
J067021,H31
J067022,H31
J067023,H31
J067024,H31
J067025,H31
J067026,H31
J067027,H31
J067028,H31
J067029,H31
J068020,H0+H31
J068021,H31
J068022,H31
J068023,H31
J068024,H31
J068025,H31
J068026,H31
J068027,H31
J068028,H31
J068029,H31
J069020,H0+H31
J069021,H31
J069022,H31
J069023,H31
J069024,H31
J069025,H31
J069026,H31
J069027,H31
J069028,H31
J069029,H31
J0603,H31
J0702,H0+H31
J070020,H0+H31
J070021,H0+H31
J070022,H31
J070023,H31
J070024,H31
J070025,H31
J070026,H31
J070027,H31
J070028,H31
J070029,H31
J071020,H0+H31
J071021,H0+H31
J071022,H31
J071023,H31
J071024,H31
J071025,H31
J071026,H31
J071027,H31
J071028,H31
J071029,H31
J072020,H0+H31
J072021,H0+H31
J072022,H31
J072023,H0+H31
J072024,H0+H31
J072025,H0+H31
J072026,H0+H31
J072027,H0+H31
J072028,H31
J072029,H31
J073021,H0+H31
J073022,H0+H31
J073023,H0+H31
J073024,H0+H31
J073027,H0+H31
J073028,H0+H31
J073029,H31
J074028,H0+H31
J074029,H0+H31
J0703,H0+H31
J070030,H31
J070031,H31
J070032,H31
J070033,H31
J070034,H31
J070035,H31
J070036,H31
J070037,H31
J070038,H31
J070039,H31
J071030,H31
J071031,H31
J071032,H31
J071033,H31
J071034,H31
J071035,H31
J071036,H31
J071037,H31
J071038,H31
J071039,H31
J072030,H31
J072031,H31
J072032,H31
J072033,H31
J072034,H31
J072035,H31
J072036,H31
J072037,H31
J072038,H31
J072039,H31
J073030,H31
J073031,H31
J073032,H31
J073033,H31
J073034,H31
J073035,H31
J073036,H31
J073037,H31
J073038,H31
J073039,H31
J074030,H0+H31
J074031,H0+H31
J074032,H31
J074033,H31
J074034,H31
J074035,H31
J074036,H31
J074037,H31
J074038,H31
J074039,H31
J075030,H0+H31
J075031,H0+H31
J075032,H0+H31
J075033,H0+H31
J075034,H31
J075035,H0+H31
J075036,H0+H31
J075037,H0+H31
J075038,H31
J075039,H0+H31
J076033,H0+H31
J076034,H0+H31
J076035,H0+H31
J076037,H0+H31
J076038,H0+H31
J076039,H0+H31
J00S,H0+H31
J0604,H31
J0605,H31
J0704,H0+H31
J070040,H31
J070041,H31
J070042,H31
J070043,H31
J070044,H31
J070045,H31
J070046,H31
J070047,H31
J070048,H31
J070049,H31
J071040,H31
J071041,H31
J071042,H31
J071043,H31
J071044,H31
J071045,H31
J071046,H31
J071047,H31
J071048,H31
J071049,H31
J072040,H31
J072041,H31
J072042,H31
J072043,H31
J072044,H0+H31
J072045,H0+H31
J072046,H0+H31
J072047,H31
J072048,H31
J072049,H31
J073040,H31
J073041,H31
J073042,H31
J073043,H0+H31
J073044,H0+H31
J073046,H0+H31
J073047,H0+H31
J073048,H31
J073049,H31
J074040,H31
J074041,H31
J074042,H0+H31
J074043,H0+H31
J074047,H0+H31
J074048,H0+H31
J074049,H0+H31
J075040,H0+H31
J075041,H0+H31
J075042,H0+H31
J0705,H0+H31
J070050,H31
J070051,H31
J070052,H31
J070053,H31
J070054,H31
J070055,H31
J070056,H31
J070057,H31
J070058,H31
J070059,H31
J071050,H31
J071051,H31
J071052,H31
J071053,H31
J071054,H31
J071055,H31
J071056,H31
J071057,H31
J071058,H31
J071059,H31
J072050,H31
J072051,H31
J072052,H31
J072053,H31
J072054,H31
J072055,H31
J072056,H31
J072057,H31
J072058,H31
J072059,H31
J073050,H31
J073051,H31
J073052,H31
J073053,H31
J073054,H31
J073055,H31
J073056,H31
J073057,H31
J073058,H31
J073059,H31
J074050,H0+H31
J074051,H31
J074052,H31
J074053,H31
J074054,H31
J074055,H31
J074056,H31
J074057,H31
J074058,H31
J074059,H31
J075050,H0+H31
J075051,H0+H31
J075052,H31
J075053,H31
J075054,H31
J075055,H31
J075056,H31
J075057,H31
J075058,H31
J075059,H31
J076051,H0+H31
J076052,H0+H31
J076053,H31
J076054,H31
J076055,H31
J076056,H31
J076057,H31
J076058,H31
J076059,H31
J077052,H0+H31
J077053,H0+H31
J077054,H31
J077055,H31
J077056,H31
J077057,H31
J077058,H31
J077059,H31
J078053,H0+H31
J078054,H31
J078055,H31
J078056,H31
J078057,H31
J078058,H31
J078059,H31
J079053,H0+H31
J079054,H31
J079055,H31
J079056,H31
J079057,H31
J079058,H31
J079059,H31
J00T,H0+H31
J0606,H31
J0607,H0+H31
J060070,H31
J060071,H31
J060072,H31
J060073,H31
J060074,H31
J060075,H31
J060076,H31
J060077,H0+H31
J060078,H0+H31
J060079,H0+H31
J061070,H31
J061071,H31
J061072,H31
J061073,H31
J061074,H31
J061075,H31
J061076,H31
J061077,H0+H31
J061078,H0+H31
J061079,H0+H31
J062070,H31
J062071,H31
J062072,H31
J062073,H31
J062074,H31
J062075,H31
J062076,H31
J062077,H0+H31
J062078,H0+H31
J062079,H0+H31
J063070,H31
J063071,H31
J063072,H31
J063073,H31
J063074,H31
J063075,H31
J063076,H31
J063077,H0+H31
J063078,H0+H31
J063079,H0+H31
J064070,H31
J064071,H31
J064072,H31
J064073,H31
J064074,H31
J064075,H31
J064076,H31
J064077,H0+H31
J064078,H0+H31
J064079,H0+H31
J065070,H31
J065071,H31
J065072,H31
J065073,H31
J065074,H31
J065075,H31
J065076,H31
J065077,H0+H31
J065078,H0+H31
J065079,H0+H31
J066070,H31
J066071,H31
J066072,H31
J066073,H31
J066074,H31
J066075,H31
J066076,H31
J066077,H0+H31
J067070,H31
J067071,H31
J067072,H31
J067073,H31
J067074,H31
J067075,H31
J067076,H0+H31
J067077,H0+H31
J068070,H31
J068071,H31
J068072,H31
J068073,H31
J068074,H31
J068075,H31
J068076,H0+H31
J069070,H31
J069071,H31
J069072,H31
J069073,H31
J069074,H31
J069075,H31
J069076,H0+H31
J0706,H31
J0707,H0+H31
J070070,H31
J070071,H31
J070072,H31
J070073,H31
J070074,H31
J070075,H31
J070076,H0+H31
J071070,H31
J071071,H31
J071072,H31
J071073,H31
J071074,H31
J071075,H31
J071076,H0+H31
J072070,H31
J072071,H31
J072072,H31
J072073,H31
J072074,H31
J072075,H31
J072076,H0+H31
J073070,H31
J073071,H31
J073072,H31
J073073,H31
J073074,H31
J073075,H31
J073076,H0+H31
J074070,H31
J074071,H31
J074072,H31
J074073,H31
J074074,H31
J074075,H31
J074076,H0+H31
J075070,H31
J075071,H31
J075072,H31
J075073,H31
J075074,H31
J075075,H31
J075076,H0+H31
J076070,H31
J076071,H31
J076072,H31
J076073,H31
J076074,H31
J076075,H31
J076076,H0+H31
J077070,H31
J077071,H31
J077072,H31
J077073,H31
J077074,H31
J077075,H31
J077076,H0+H31
J077077,H0+H31
J078070,H31
J078071,H31
J078072,H31
J078073,H31
J078074,H31
J078075,H31
J078076,H31
J078077,H0+H31
J079070,H31
J079071,H31
J079072,H31
J079073,H31
J079074,H31
J079075,H31
J079076,H31
J079077,H0+H31
J00U,H0+H31
J0608,H0+H31
J060082,H0+H31
J060083,H31
J060084,H31
J060085,H31
J060086,H31
J060087,H31
J060088,H31
J060089,H31
J061082,H0+H31
J061083,H31
J061084,H31
J061085,H31
J061086,H31
J061087,H31
J061088,H31
J061089,H31
J062082,H0+H31
J062083,H0+H31
J062084,H31
J062085,H31
J062086,H31
J062087,H31
J062088,H31
J062089,H31
J063082,H0+H31
J063083,H0+H31
J063084,H31
J063085,H31
J063086,H31
J063087,H31
J063088,H31
J063089,H31
J064082,H0+H31
J064083,H31
J064084,H31
J064085,H31
J064086,H31
J064087,H31
J064088,H31
J064089,H31
J065082,H0+H31
J065083,H0+H31
J065084,H31
J065085,H31
J065086,H31
J065087,H31
J065088,H31
J065089,H31
J066082,H0+H31
J066083,H0+H31
J066084,H31
J066085,H31
J066086,H31
J066087,H31
J066088,H31
J066089,H31
J067082,H0+H31
J067083,H31
J067084,H31
J067085,H31
J067086,H31
J067087,H31
J067088,H31
J067089,H31
J068082,H0+H31
J068083,H31
J068084,H31
J068085,H31
J068086,H31
J068087,H31
J068088,H31
J068089,H31
J069082,H0+H31
J069083,H31
J069084,H31
J069085,H31
J069086,H31
J069087,H31
J069088,H31
J069089,H31
J0609,H0+H31
J060090,H31
J060091,H31
J060092,H31
J060093,H31
J060094,H31
J060095,H31
J060096,H31
J060097,H31
J060098,H31
J060099,H31
J061090,H31
J061091,H31
J061092,H31
J061093,H31
J061094,H31
J061095,H31
J061096,H31
J061097,H31
J061098,H31
J061099,H31
J062090,H31
J062091,H31
J062092,H31
J062093,H31
J062094,H31
J062095,H31
J062096,H31
J062097,H31
J062098,H31
J062099,H31
J063090,H31
J063091,H31
J063092,H31
J063093,H31
J063094,H31
J063095,H31
J063096,H31
J063097,H31
J063098,H31
J063099,H31
J064090,H31
J064091,H31
J064092,H31
J064093,H31
J064094,H31
J064095,H31
J064096,H31
J064097,H31
J064098,H31
J064099,H31
J065090,H31
J065091,H31
J065092,H31
J065093,H31
J065094,H31
J065095,H31
J065096,H31
J065097,H31
J065098,H31
J065099,H31
J066090,H31
J066091,H31
J066092,H31
J066093,H31
J066094,H31
J066095,H31
J066096,H31
J066097,H31
J066098,H31
J066099,H31
J067090,H31
J067091,H31
J067092,H31
J067093,H31
J067094,H31
J067095,H31
J067096,H31
J067097,H31
J067098,H31
J067099,H31
J068090,H31
J068091,H31
J068092,H31
J068093,H31
J068094,H31
J068095,H31
J068096,H31
J068097,H31
J068098,H31
J068099,H31
J069090,H31
J069091,H0+H31
J069092,H0+H31
J069093,H0+H31
J069094,H0+H31
J069095,H0+H31
J069096,H31
J069097,H31
J069098,H0+H31
J069099,H0+H31
J0708,H0+H31
J070082,H0+H31
J070083,H0+H31
J070084,H31
J070085,H31
J070086,H31
J070087,H31
J070088,H31
J070089,H31
J071083,H0+H31
J071084,H0+H31
J071085,H31
J071086,H31
J071087,H31
J071088,H31
J071089,H31
J072083,H0+H31
J072084,H0+H31
J072085,H31
J072086,H31
J072087,H31
J072088,H31
J072089,H0+H31
J073083,H0+H31
J073084,H31
J073085,H31
J073086,H31
J073087,H31
J073088,H0+H31
J073089,H0+H31
J074083,H0+H31
J074084,H0+H31
J074085,H31
J074086,H31
J074087,H0+H31
J074088,H0+H31
J075083,H0+H31
J075084,H0+H31
J075085,H0+H31
J075086,H0+H31
J075087,H0+H31
J076083,H0+H31
J076084,H0+H31
J077083,H0+H31
J078083,H0+H31
J079089,H0+H31
J0709,H0+H31
J070090,H31
J070091,H0+H31
J070092,H0+H31
J070095,H0+H31
J070096,H0+H31
J070097,H0+H31
J070098,H0+H31
J071090,H0+H31
J071091,H0+H31
J071092,H0+H31
J071096,H0+H31
J071097,H0+H31
J072090,H0+H31
J072097,H0+H31
J072098,H0+H31
J072099,H0+H31
J073096,H0+H31
J073097,H0+H31
J073098,H31
J073099,H31
J074095,H0+H31
J074096,H0+H31
J074097,H31
J074098,H31
J074099,H31
J075093,H0+H31
