M,H0+H9+H10+H15+H16+H17+H18+H24+H25+H26+H27+H28+H29
G627320,H0+H28
G627321,H28
G627322,H28
G627323,H28
G627324,H0+H28
G627325,H0+H28
G627326,H28
G627327,H28
G627328,H28
G627329,H28
G628320,H28
G628321,H28
G628322,H28
G628323,H28
G628324,H28
G628325,H28
G628326,H28
G628327,H28
G628328,H28
G628329,H28
G629320,H28
G629321,H28
G629322,H28
G629323,H28
G629324,H28
G629325,H28
G629326,H28
G629327,H28
G629328,H28
G629329,H28
G6233,H0+H28
G620331,H0+H28
G620332,H0+H28
G620333,H28
G620334,H28
G620335,H28
G620336,H28
G620337,H28
G620338,H28
G620339,H28
G621331,H0+H28
G621332,H0+H28
G621333,H28
G621334,H28
G621335,H28
G621336,H28
G621337,H28
G621338,H28
G621339,H28
G622331,H0+H28
G622332,H28
G622333,H28
G622334,H28
G622335,H28
G622336,H28
G622337,H28
G622338,H28
G622339,H28
G623330,H0+H28
G623331,H0+H28
G623332,H28
G623333,H28
G623334,H28
G623335,H28
G623336,H28
G623337,H28
G623338,H28
G623339,H28
G624330,H28
G624331,H28
G624332,H28
G624333,H28
G624334,H28
G624335,H28
G624336,H28
G624337,H28
G624338,H28
G624339,H28
G625330,H28
G625331,H28
G625332,H28
G625333,H28
G625334,H28
G625335,H28
G625336,H28
G625337,H28
G625338,H28
G625339,H28
G626330,H28
G626331,H28
G626332,H28
G626333,H28
G626334,H28
G626335,H28
G626336,H28
G626337,H28
G626338,H28
G626339,H28
G627330,H28
G627331,H28
G627332,H28
G627333,H28
G627334,H28
G627335,H28
G627336,H28
G627337,H28
G627338,H28
G627339,H28
G628330,H28
G628331,H28
G628332,H28
G628333,H28
G628334,H28
G628335,H28
G628336,H28
G628337,H28
G628338,H28
G628339,H28
G629330,H28
G629331,H28
G629332,H28
G629333,H28
G629334,H28
G629335,H28
G629336,H28
G629337,H28
G629338,H28
G629339,H28
G6332,H28
G6333,H28
G63H,H28
G63I,H0+H28
G6236,H0+H28
G620360,H28
G620361,H28
G620362,H28
G620363,H28
G620364,H28
G620365,H0+H28
G621360,H28
G621361,H28
G621362,H28
G621363,H28
G621364,H28
G621365,H0+H28
G621366,H0+H28
G622360,H28
G622361,H28
G622362,H28
G622363,H28
G622364,H28
G622365,H28
G622366,H0+H28
G623360,H28
G623361,H28
G623362,H28
G623363,H28
G623364,H28
G623365,H28
G623366,H0+H28
G623367,H0+H28
G623368,H0+H28
G624360,H28
G624361,H28
G624362,H28
G624363,H28
G624364,H28
G624365,H28
G624366,H0+H28
G624367,H0+H28
G624368,H0+H28
G625360,H28
G625361,H28
G625362,H28
G625363,H28
G625364,H28
G625365,H28
G625366,H28
G625367,H0+H28
G626360,H28
G626361,H28
G626362,H28
G626363,H28
G626364,H28
G626365,H28
G626366,H28
G626367,H0+H28
G627360,H28
G627361,H28
G627362,H28
G627363,H28
G627364,H28
G627365,H28
G627366,H0+H28
G627367,H0+H28
G628360,H28
G628361,H28
G628362,H28
G628363,H28
G628364,H0+H28
G628365,H0+H28
G628366,H0+H28
G628367,H0+H28
G629360,H28
G629361,H28
G629362,H28
G629363,H28
G629364,H0+H28
G629365,H0+H28
G6237,H0+H28
G620379,H0+H28
G6336,H0+H28
G630360,H28
G630361,H28
G630362,H28
G630363,H28
G630364,H0+H28
G630365,H0+H28
G631360,H28
G631361,H28
G631362,H28
G631363,H28
G631364,H28
G631365,H0+H28
G632360,H28
G632361,H28
G632362,H28
G632363,H28
G632364,H28
G632365,H0+H28
G633360,H28
G633361,H28
G633362,H28
G633363,H28
G633364,H0+H28
G633365,H0+H28
G634360,H28
G634361,H28
G634362,H28
G634363,H28
G634364,H28
G634365,H0+H28
G635360,H28
G635361,H28
G635362,H28
G635363,H28
G635364,H28
G635365,H0+H28
G635366,H0+H28
G636360,H28
G636361,H28
G636362,H28
G636363,H28
G636364,H28
G636365,H28
G636366,H0+H28
G637360,H28
G637361,H28
G637362,H28
G637363,H28
G637364,H28
G637365,H28
G637366,H0+H28
G637367,H0+H28
G638360,H28
G638361,H28
G638362,H28
G638363,H28
G638364,H28
G638365,H28
G638366,H28
G638367,H0+H28
G638368,H0+H28
G639360,H28
G639361,H28
G639362,H28
G639363,H28
G639364,H28
G639365,H28
G639366,H28
G639367,H28
G639368,H0+H28
G63J,H0+H28
G6238,H0+H28
G620380,H0+H28
G620381,H0+H28
G620382,H0+H28
G620383,H28
G620384,H0+H28
G620385,H0+H28
G620386,H0+H28
G620387,H0+H28
G620388,H28
G620389,H28
G621382,H0+H28
G621383,H0+H28
G621384,H0+H28
G621387,H0+H28
G621388,H0+H28
G621389,H0+H28
G622389,H0+H28
G6239,H0+H28
G620390,H28
G620391,H28
G620392,H28
G620393,H28
G620394,H28
G620395,H0+H28
G620396,H0+H28
G621390,H28
G621391,H28
G621392,H28
G621393,H28
G621394,H0+H28
G621395,H0+H28
G622390,H0+H28
G622391,H28
G622392,H28
G622393,H28
G622394,H0+H28
G623390,H0+H28
G623391,H28
G623392,H0+H28
G623393,H0+H28
G623394,H0+H28
G624390,H0+H28
G624391,H0+H28
G624392,H0+H28
G624399,H0+H28
G625391,H0+H28
G625392,H0+H28
G625398,H0+H28
G625399,H0+H28
G626392,H0+H28
G626393,H0+H28
G626397,H0+H28
G626398,H0+H28
G626399,H0+H28
G627392,H0+H28
G627393,H0+H28
G627396,H0+H28
G627397,H0+H28
G627398,H28
G627399,H28
G628392,H0+H28
G628393,H0+H28
G628394,H0+H28
G628396,H0+H28
G628397,H0+H28
G628398,H28
G628399,H28
G629392,H0+H28
G629393,H0+H28
G629394,H0+H28
G629397,H0+H28
G629398,H28
G629399,H28
G6339,H0+H28
G630392,H0+H28
G630393,H28
G630394,H0+H28
G630396,H0+H28
G630397,H0+H28
G630398,H28
G630399,H28
G631392,H0+H28
G631393,H28
G631394,H0+H28
G631396,H0+H28
G631397,H0+H28
G631398,H28
G631399,H28
G632392,H0+H28
G632393,H0+H28
G632394,H0+H28
G632396,H0+H28
G632397,H28
G632398,H28
G632399,H28
G633393,H0+H28
G633394,H0+H28
G633396,H0+H28
G633397,H28
G633398,H28
G633399,H28
G634393,H0+H28
G634394,H0+H28
G634396,H0+H28
G634397,H28
G634398,H28
G634399,H28
G635393,H0+H28
G635394,H0+H28
G635396,H0+H28
G635397,H28
G635398,H28
G635399,H28
G636393,H0+H28
G636394,H0+H28
G636396,H0+H28
G636397,H0+H28
G636398,H28
G636399,H28
G637393,H0+H28
G637394,H0+H28
G637397,H0+H28
G637398,H28
G637399,H28
G638397,H0+H28
G638398,H28
G638399,H28
G639397,H0+H28
G639398,H28
G639399,H28
G63K,H0+H28
G6430,H0+H28
G640300,H0+H28
G641300,H0+H28
G642300,H0+H28
G643300,H0+H28
G644300,H0+H28
G644305,H0+H28
G644306,H0+H28
G644308,H0+H28
G644309,H0+H28
G645300,H0+H28
G645305,H0+H28
G645306,H0+H28
G645308,H0+H28
G645309,H0+H28
G646304,H0+H28
G646305,H0+H28
G646306,H0+H28
G646308,H0+H28
G646309,H0+H28
G647303,H0+H28
G647304,H0+H28
G647305,H0+H28
G647306,H0+H28
G647307,H0+H28
G647308,H0+H28
G647309,H28
G648305,H0+H28
G648306,H28
G648307,H28
G648308,H28
G648309,H28
G649304,H0+H28
G649305,H0+H28
G649306,H0+H28
G649307,H0+H28
G649308,H0+H28
G649309,H28
G6431,H0+H28
G640312,H0+H28
G640313,H0+H28
G640314,H0+H28
G640315,H28
G640316,H28
G640317,H28
G640318,H28
G640319,H28
G641312,H0+H28
G641313,H0+H28
G641314,H0+H28
G641315,H28
G641316,H28
G641317,H28
G641318,H28
G641319,H28
G642313,H0+H28
G642314,H0+H28
G642315,H28
G642316,H28
G642317,H28
G642318,H28
G642319,H28
G643313,H0+H28
G643314,H0+H28
G643315,H28
G643316,H28
G643317,H28
G643318,H28
G643319,H28
G644313,H0+H28
G644314,H28
G644315,H28
G644316,H28
G644317,H28
G644318,H28
G644319,H28
G645312,H0+H28
G645313,H0+H28
G645314,H28
G645315,H28
G645316,H28
G645317,H28
G645318,H28
G645319,H28
G646310,H0+H28
G646311,H0+H28
G646312,H0+H28
G646313,H28
G646314,H28
G646315,H28
G646316,H28
G646317,H28
G646318,H28
G646319,H28
G647310,H28
G647311,H28
G647312,H28
G647313,H28
G647314,H28
G647315,H28
G647316,H28
G647317,H28
G647318,H28
G647319,H28
G648310,H28
G648311,H28
G648312,H28
G648313,H28
G648314,H28
G648315,H28
G648316,H28
G648317,H28
G648318,H28
G648319,H28
G649310,H28
G649311,H0+H28
G649312,H28
G649313,H28
G649314,H28
G649315,H28
G649316,H28
G649317,H28
G649318,H28
G649319,H28
G6530,H0+H28
G650304,H0+H28
G650305,H0+H28
G650306,H0+H28
G650307,H0+H28
G650308,H0+H28
G650309,H0+H28
G651304,H0+H28
G651305,H0+H28
G651306,H0+H28
G651307,H0+H28
G652308,H0+H28
G652309,H0+H28
G653306,H0+H28
G653307,H0+H28
G653308,H0+H28
G653309,H28
G654304,H0+H28
G654305,H0+H28
G654306,H0+H28
G654307,H28
G654308,H28
G654309,H28
G655304,H0+H28
G655305,H28
G655306,H28
G655307,H28
G655308,H28
G655309,H28
G656304,H0+H28
G656305,H28
G656306,H28
G656307,H28
G656308,H28
G656309,H28
G657304,H0+H28
G657305,H28
G657306,H28
G657307,H28
G657308,H28
G657309,H28
G658304,H0+H28
G658305,H28
G658306,H28
G658307,H28
G658308,H28
G658309,H28
G659303,H0+H28
G659304,H0+H28
G659305,H28
G659306,H28
G659307,H28
G659308,H28
G659309,H28
G6531,H0+H28
G650310,H0+H28
G650311,H0+H28
G650312,H28
G650313,H28
G650314,H28
G650315,H28
G650316,H28
G650317,H28
G650318,H28
G650319,H28
G651310,H0+H28
G651311,H0+H28
G651312,H28
G651313,H28
G651314,H28
G651315,H28
G651316,H28
G651317,H28
G651318,H28
G651319,H28
G652310,H0+H28
G652311,H0+H28
G652312,H0+H28
G652313,H28
G652314,H28
G652315,H28
G652316,H28
G652317,H28
G652318,H28
G652319,H28
G653310,H28
G653311,H0+H28
G653312,H0+H28
G653313,H28
G653314,H28
G653315,H28
G653316,H28
G653317,H28
G653318,H28
G653319,H28
G654310,H28
G654311,H28
G654312,H28
G654313,H28
G654314,H28
G654315,H28
G654316,H28
G654317,H28
G654318,H28
G654319,H28
G655310,H28
G655311,H28
G655312,H28
G655313,H28
G655314,H28
G655315,H28
G655316,H28
G655317,H28
G655318,H28
G655319,H28
G656310,H28
G656311,H28
G656312,H28
G656313,H28
G656314,H28
G656315,H28
G656316,H28
G656317,H28
G656318,H28
G656319,H28
G657310,H28
G657311,H28
G657312,H28
G657313,H28
G657314,H28
G657315,H28
G657316,H28
G657317,H28
G657318,H28
G657319,H28
G658310,H28
G658311,H28
G658312,H28
G658313,H28
G658314,H28
G658315,H28
G658316,H28
G658317,H28
G658318,H28
G658319,H28
G659310,H28
G659311,H28
G659312,H28
G659313,H28
G659314,H28
G659315,H28
G659316,H28
G659317,H28
G659318,H28
G659319,H28
G63L,H28
G63M,H28
G63N,H0+H28
G6436,H0+H28
G640360,H28
G640361,H28
G640362,H28
G640363,H28
G640364,H28
G640365,H28
G640366,H28
G640367,H28
G640368,H0+H28
G640369,H0+H28
G641360,H28
G641361,H28
G641362,H28
G641363,H28
G641364,H28
G641365,H28
G641366,H28
G641367,H28
G641368,H28
G641369,H0+H28
G642360,H28
G642361,H28
G642362,H28
G642363,H28
G642364,H28
G642365,H28
G642366,H28
G642367,H28
G642368,H28
G642369,H0+H28
G643360,H28
G643361,H28
G643362,H28
G643363,H28
G643364,H28
G643365,H28
G643366,H28
G643367,H28
G643368,H28
G643369,H0+H28
G644360,H28
G644361,H28
G644362,H28
G644363,H28
G644364,H28
G644365,H28
G644366,H28
G644367,H28
G644368,H28
G644369,H0+H28
G645360,H28
G645361,H28
G645362,H28
G645363,H28
G645364,H28
G645365,H28
G645366,H28
G645367,H28
G645368,H28
G645369,H0+H28
G646360,H28
G646361,H28
G646362,H28
G646363,H28
G646364,H28
G646365,H28
G646366,H28
G646367,H28
G646368,H28
G646369,H0+H28
G647360,H28
G647361,H28
G647362,H28
G647363,H28
G647364,H28
G647365,H28
G647366,H28
G647367,H28
G647368,H28
G647369,H0+H28
G648360,H28
G648361,H28
G648362,H28
G648363,H28
G648364,H28
G648365,H28
G648366,H28
G648367,H28
G648368,H28
G648369,H0+H28
G649360,H28
G649361,H28
G649362,H28
G649363,H28
G649364,H28
G649365,H28
G649366,H28
G649367,H28
G649368,H28
G649369,H0+H28
G6536,H0+H28
G650360,H28
G650361,H28
G650362,H28
G650363,H28
G650364,H28
G650365,H28
G650366,H28
G650367,H28
G650368,H28
G650369,H0+H28
G651360,H28
G651361,H28
G651362,H28
G651363,H28
G651364,H28
G651365,H28
G651366,H28
G651367,H28
G651368,H28
G651369,H0+H28
G652360,H28
G652361,H28
G652362,H28
G652363,H28
G652364,H28
G652365,H28
G652366,H28
G652367,H28
G652368,H0+H28
G652369,H0+H28
G653360,H28
G653361,H28
G653362,H28
G653363,H28
G653364,H28
G653365,H28
G653366,H28
G653367,H28
G653368,H0+H28
G654360,H28
G654361,H28
G654362,H28
G654363,H28
G654364,H28
G654365,H28
G654366,H28
G654367,H28
G654368,H0+H28
G655360,H28
G655361,H28
G655362,H28
G655363,H28
G655364,H28
G655365,H28
G655366,H28
G655367,H28
G655368,H0+H28
G656360,H28
G656361,H28
G656362,H28
G656363,H28
G656364,H28
G656365,H28
G656366,H28
G656367,H28
G656368,H0+H28
G657360,H28
G657361,H28
G657362,H28
G657363,H28
G657364,H28
G657365,H28
G657366,H28
G657367,H28
G657368,H0+H28
G658360,H28
G658361,H28
G658362,H28
G658363,H28
G658364,H28
G658365,H28
G658366,H28
G658367,H0+H28
G658368,H0+H28
G659360,H28
G659361,H28
G659362,H28
G659363,H28
G659364,H28
G659365,H28
G659366,H28
G659367,H0+H28
G63P,H0+H28
G6439,H0+H28
G640397,H0+H28
G640398,H0+H28
G640399,H28
G641396,H0+H28
G641397,H0+H28
G641398,H0+H28
G641399,H28
G642396,H0+H28
G642397,H0+H28
G642398,H0+H28
G642399,H28
G643396,H0+H28
G643397,H0+H28
G643398,H0+H28
G643399,H28
G644396,H0+H28
G644397,H0+H28
G644398,H28
G644399,H28
G645395,H0+H28
G645396,H0+H28
G645397,H28
G645398,H28
G645399,H28
G646395,H0+H28
G646396,H28
G646397,H28
G646398,H28
G646399,H28
G647395,H0+H28
G647396,H28
G647397,H28
G647398,H28
G647399,H28
G648394,H0+H28
G648395,H0+H28
G648396,H28
G648397,H28
G648398,H28
G648399,H28
G649394,H0+H28
G649395,H28
G649396,H28
G649397,H28
G649398,H28
G649399,H28
G6539,H0+H28
G650393,H0+H28
G650394,H0+H28
G650395,H28
G650396,H28
G650397,H28
G650398,H28
G650399,H28
G651393,H0+H28
G651394,H28
G651395,H28
G651396,H28
G651397,H28
G651398,H28
G651399,H28
G652393,H0+H28
G652394,H28
G652395,H28
G652396,H28
G652397,H28
G652398,H28
G652399,H28
G653393,H0+H28
G653394,H0+H28
G653395,H28
G653396,H28
G653397,H28
G653398,H28
G653399,H28
G654394,H0+H28
G654395,H28
G654396,H28
G654397,H28
G654398,H28
G654399,H28
G655394,H0+H28
G655395,H28
G655396,H28
G655397,H28
G655398,H28
G655399,H28
G656394,H0+H28
G656395,H28
G656396,H28
G656397,H28
G656398,H28
G656399,H28
G657394,H0+H28
G657395,H0+H28
G657396,H28
G657397,H28
G657398,H28
G657399,H28
G658394,H0+H28
G658395,H0+H28
G658396,H28
G658397,H28
G658398,H28
G658399,H28
G659394,H0+H28
G659395,H28
G659396,H28
G659397,H28
G659398,H28
G659399,H28
G63Q,H0+H28
G6630,H0+H28
G660302,H0+H28
G660303,H0+H28
G660304,H28
G660305,H28
G660306,H28
G660307,H28
G660308,H28
G660309,H28
G661300,H0+H28
G661303,H0+H28
G661304,H28
G661305,H28
G661306,H28
G661307,H28
G661308,H28
G661309,H28
G662300,H0+H28
G662303,H0+H28
G662304,H28
G662305,H28
G662306,H28
G662307,H28
G662308,H28
G662309,H28
G663300,H0+H28
G663303,H0+H28
G663304,H0+H28
G663305,H28
G663306,H28
G663307,H28
G663308,H28
G663309,H28
G664300,H0+H28
G664302,H0+H28
G664303,H0+H28
G664304,H0+H28
G664305,H28
G664306,H28
G664307,H28
G664308,H28
G664309,H28
G665301,H0+H28
G665302,H0+H28
G665303,H28
G665304,H0+H28
G665305,H0+H28
G665306,H28
G665307,H28
G665308,H28
G665309,H28
G666300,H0+H28
G666301,H0+H28
G666302,H28
G666303,H0+H28
G666304,H0+H28
G666305,H0+H28
G666306,H0+H28
G666307,H28
G666308,H28
G666309,H28
G667301,H0+H28
G667302,H0+H28
G667303,H28
G667304,H28
G667305,H0+H28
G667306,H0+H28
G667307,H28
G667308,H28
G667309,H28
G668301,H0+H28
G668302,H0+H28
G668303,H28
G668304,H28
G668305,H0+H28
G668306,H0+H28
G668307,H28
G668308,H28
G668309,H28
G669300,H0+H28
G669301,H0+H28
G669302,H28
G669303,H28
G669304,H0+H28
G669305,H0+H28
G669306,H28
G669307,H28
G669308,H28
G669309,H28
G6631,H28
G6730,H0+H28
G670300,H0+H28
G670301,H0+H28
G670302,H28
G670303,H0+H28
G670304,H0+H28
G670305,H0+H28
G670306,H28
G670307,H28
G670308,H28
G670309,H28
G671300,H28
G671301,H28
G671302,H28
G671303,H0+H28
G671304,H0+H28
G671305,H28
G671306,H28
G671307,H28
G671308,H28
G671309,H28
G672300,H28
G672301,H28
G672302,H28
G672303,H0+H28
G672304,H0+H28
G672305,H28
G672306,H28
G672307,H28
G672308,H28
G672309,H28
G673300,H28
G673301,H28
G673302,H28
G673303,H0+H28
G673304,H28
G673305,H28
G673306,H28
G673307,H28
G673308,H28
G673309,H28
G674300,H28
G674301,H28
G674302,H28
G674303,H28
G674304,H28
G674305,H28
G674306,H28
G674307,H28
G674308,H28
G674309,H28
G675300,H28
G675301,H28
G675302,H28
G675303,H28
G675304,H28
G675305,H28
G675306,H28
G675307,H28
G675308,H28
G675309,H28
G676300,H28
G676301,H28
G676302,H28
G676303,H28
G676304,H28
G676305,H28
G676306,H28
G676307,H28
G676308,H28
G676309,H28
G677300,H28
G677301,H28
G677302,H28
G677303,H28
G677304,H28
G677305,H28
G677306,H28
G677307,H28
G677308,H28
G677309,H28
G678300,H28
G678301,H28
G678302,H28
G678303,H28
G678304,H28
G678305,H28
G678306,H28
G678307,H28
G678308,H28
G678309,H28
G679300,H28
G679301,H28
G679302,H28
G679303,H28
G679304,H28
G679305,H28
G679306,H28
G679307,H28
G679308,H28
G679309,H28
G6731,H28
G63R,H28
G63S,H28
G63T,H0+H28
G6636,H0+H28
G660360,H28
G660361,H28
G660362,H28
G660363,H28
G660364,H28
G660365,H28
G660366,H28
G660367,H0+H28
G661360,H28
G661361,H28
G661362,H28
G661363,H28
G661364,H28
G661365,H28
G661366,H0+H28
G661367,H0+H28
G662360,H28
G662361,H28
G662362,H28
G662363,H28
G662364,H28
G662365,H0+H28
G662366,H0+H28
G663360,H28
G663361,H28
G663362,H28
G663363,H28
G663364,H28
G663365,H0+H28
G664360,H28
G664361,H28
G664362,H28
G664363,H28
G664364,H28
G664365,H0+H28
G664366,H0+H28
G665360,H28
G665361,H28
G665362,H28
G665363,H28
G665364,H28
G665365,H28
G665366,H0+H28
G665367,H0+H28
G665368,H0+H28
G666360,H28
G666361,H28
G666362,H28
G666363,H28
G666364,H28
G666365,H28
G666366,H28
G666367,H28
G666368,H0+H28
G666369,H0+H28
G667360,H28
G667361,H28
G667362,H28
G667363,H28
G667364,H28
G667365,H28
G667366,H28
G667367,H28
G667368,H28
G667369,H0+H28
G668360,H28
G668361,H28
G668362,H28
G668363,H28
G668364,H28
G668365,H28
G668366,H28
G668367,H28
G668368,H28
G668369,H28
G669360,H28
G669361,H28
G669362,H28
G669363,H28
G669364,H28
G669365,H28
G669366,H28
G669367,H28
G669368,H28
G669369,H28
G6637,H0+H28
G667370,H0+H28
G668370,H0+H28
G668371,H0+H28
G669370,H28
G669371,H0+H28
G669372,H0+H28
G6736,H28
G6737,H0+H28
G670370,H28
G670371,H28
G670372,H0+H28
G671370,H28
G671371,H28
G671372,H0+H28
G672370,H28
G672371,H28
G672372,H0+H28
G673370,H28
G673371,H0+H28
G673372,H0+H28
G674370,H28
G674371,H0+H28
G675370,H28
G675371,H0+H28
G675372,H0+H28
G675373,H0+H28
G675374,H0+H28
G676370,H28
G676371,H28
G676372,H0+H28
G676373,H0+H28
G676374,H0+H28
G676375,H0+H28
G677370,H28
G677371,H28
G677372,H28
G677373,H28
G677374,H28
G677375,H0+H28
G678370,H28
G678371,H28
G678372,H28
G678373,H0+H28
G678374,H0+H28
G678375,H0+H28
G679370,H28
G679371,H28
G679372,H0+H28
G679373,H0+H28
G63U,H0+H28
G6638,H0+H28
G666389,H0+H28
G667389,H0+H28
G668388,H0+H28
G668389,H0+H28
G669388,H0+H28
G669389,H28
G6639,H0+H28
G660393,H0+H28
G660394,H0+H28
G660395,H28
G660396,H28
G660397,H28
G660398,H28
G660399,H28
G661392,H0+H28
G661393,H0+H28
G661394,H28
G661395,H28
G661396,H28
G661397,H28
G661398,H28
G661399,H28
G662392,H0+H28
G662393,H28
G662394,H28
G662395,H28
G662396,H28
G662397,H28
G662398,H28
G662399,H28
G663391,H0+H28
G663392,H0+H28
G663393,H28
G663394,H28
G663395,H28
G663396,H28
G663397,H28
G663398,H28
G663399,H28
G664391,H0+H28
G664392,H28
G664393,H28
G664394,H28
G664395,H28
G664396,H28
G664397,H28
G664398,H28
G664399,H28
G665390,H0+H28
G665391,H0+H28
G665392,H28
G665393,H28
G665394,H28
G665395,H28
G665396,H28
G665397,H28
G665398,H28
G665399,H28
G666390,H0+H28
G666391,H28
G666392,H28
G666393,H28
G666394,H28
G666395,H28
G666396,H28
G666397,H28
G666398,H28
G666399,H28
G667390,H28
G667391,H28
G667392,H28
G667393,H28
G667394,H28
G667395,H28
G667396,H28
G667397,H28
G667398,H28
G667399,H28
G668390,H28
G668391,H28
G668392,H28
G668393,H28
G668394,H28
G668395,H28
G668396,H28
G668397,H28
G668398,H28
G668399,H28
G669390,H28
G669391,H28
G669392,H28
G669393,H28
G669394,H28
G669395,H28
G669396,H28
G669397,H28
G669398,H28
G669399,H28
G6738,H0+H28
G670387,H0+H28
G670388,H0+H28
G670389,H28
G671387,H0+H28
G671388,H28
G671389,H28
G672386,H0+H28
G672387,H0+H28
G672388,H28
G672389,H28
G673386,H0+H28
G673387,H28
G673388,H28
G673389,H28
G674385,H0+H28
G674386,H0+H28
G674387,H28
G674388,H28
G674389,H28
G675384,H0+H28
G675385,H0+H28
G675386,H28
G675387,H28
G675388,H28
G675389,H28
G676384,H0+H28
G676385,H28
G676386,H28
G676387,H28
G676388,H28
G676389,H28
G677383,H0+H28
G677384,H0+H28
G677385,H28
G677386,H28
G677387,H28
G677388,H28
G677389,H28
G678383,H0+H28
G678384,H28
G678385,H28
G678386,H28
G678387,H28
G678388,H28
G678389,H28
G679382,H0+H28
G679383,H0+H28
G679384,H28
G679385,H28
G679386,H28
G679387,H28
G679388,H28
G679389,H28
G6739,H28
G63V,H28
G63W,H28
G63X,H28
G63Y,H0+H28
G6836,H0+H28
G680360,H28
G680361,H28
G680362,H28
G680363,H28
G680364,H28
G680365,H28
G680366,H28
G680367,H28
G680368,H28
G680369,H28
G681360,H28
G681361,H28
G681362,H28
G681363,H28
G681364,H28
G681365,H28
G681366,H28
G681367,H28
G681368,H28
G681369,H0+H28
G682360,H28
G682361,H28
G682362,H28
G682363,H28
G682364,H28
G682365,H28
G682366,H28
G682367,H28
G682368,H0+H28
G682369,H0+H28
G683360,H28
G683361,H28
G683362,H28
G683363,H28
G683364,H28
G683365,H28
G683366,H28
G683367,H28
G683368,H0+H28
G683369,H0+H28
G684360,H28
G684361,H28
G684362,H28
G684363,H28
G684364,H28
G684365,H28
G684366,H28
G684367,H0+H28
G684368,H0+H28
G684369,H0+H28
G685360,H28
G685361,H28
G685362,H28
G685363,H28
G685364,H28
G685365,H28
G685366,H0+H28
G685367,H0+H28
G685368,H0+H28
G685369,H28
G686360,H28
G686361,H28
G686362,H28
G686363,H28
G686364,H28
G686365,H0+H28
G686366,H0+H28
G686367,H0+H28
G686368,H0+H28
G686369,H28
G687360,H28
G687361,H28
G687362,H28
G687363,H28
G687364,H0+H28
G687365,H0+H28
G687367,H0+H28
G687368,H28
G687369,H28
G688360,H28
G688361,H28
G688362,H28
G688363,H0+H28
G688364,H0+H28
G688365,H0+H28
G688367,H0+H28
G688368,H28
G688369,H28
G689360,H28
G689361,H28
G689362,H0+H28
G689363,H0+H28
G689364,H0+H28
G689365,H0+H28
G689367,H0+H28
G689368,H28
G689369,H28
G6837,H0+H28
G680370,H0+H28
G680371,H0+H28
G680372,H0+H28
G680374,H0+H28
G680375,H0+H28
G680376,H0+H28
G680377,H0+H28
G680378,H0+H28
G680379,H0+H28
G681370,H0+H28
G681374,H0+H28
G681375,H0+H28
G681376,H0+H28
G681377,H0+H28
G681378,H0+H28
G681379,H0+H28
G682374,H0+H28
G682375,H0+H28
G682376,H0+H28
G682377,H0+H28
G682378,H0+H28
G682379,H28
G683370,H0+H28
G683371,H0+H28
G683377,H0+H28
G683378,H0+H28
G683379,H28
G684370,H28
G684371,H0+H28
G684377,H0+H28
G684378,H28
G684379,H28
G685370,H28
G685371,H0+H28
G685377,H0+H28
G685378,H28
G685379,H28
G686370,H28
G686371,H0+H28
G686377,H0+H28
G686378,H28
G686379,H28
G687370,H28
G687371,H0+H28
G687376,H0+H28
G687377,H0+H28
G687378,H28
G687379,H28
G688370,H28
G688371,H0+H28
G688372,H0+H28
G688374,H0+H28
G688375,H0+H28
G688376,H0+H28
G688377,H28
G688378,H28
G688379,H28
G689370,H28
G689371,H28
G689372,H0+H28
G689373,H0+H28
G689374,H0+H28
G689375,H28
G689376,H28
G689377,H28
G689378,H28
G689379,H28
G6936,H0+H28
G690360,H28
G690361,H0+H28
G690362,H0+H28
G690363,H0+H28
G690364,H28
G690365,H0+H28
G690366,H0+H28
G690367,H0+H28
G690368,H28
G690369,H28
G691360,H0+H28
G691361,H0+H28
G691362,H0+H28
G691363,H0+H28
G691364,H28
G691365,H28
G691366,H28
G691367,H28
G691368,H28
G691369,H28
G692360,H28
G692361,H28
G692362,H28
G692363,H28
G692364,H28
G692365,H28
G692366,H28
G692367,H28
G692368,H28
G692369,H28
G693360,H28
G693361,H28
G693362,H28
G693363,H28
G693364,H28
G693365,H28
G693366,H28
G693367,H28
G693368,H28
G693369,H28
G694360,H28
G694361,H28
G694362,H28
G694363,H28
G694364,H28
G694365,H28
G694366,H28
G694367,H28
G694368,H28
G694369,H28
G695360,H28
G695361,H28
G695362,H28
G695363,H28
G695364,H28
G695365,H28
G695366,H28
G695367,H28
G695368,H28
G695369,H28
G696360,H28
G696361,H28
G696362,H28
G696363,H28
G696364,H28
G696365,H28
G696366,H28
G696367,H28
G696368,H28
G696369,H28
G697360,H28
G697361,H28
G697362,H28
G697363,H28
G697364,H28
G697365,H28
G697366,H28
G697367,H28
G697368,H28
G697369,H28
G698360,H28
G698361,H28
G698362,H28
G698363,H28
G698364,H28
G698365,H28
G698366,H28
G698367,H28
G698368,H28
G698369,H28
G699360,H28
G699361,H28
G699362,H28
G699363,H28
G699364,H28
G699365,H28
G699366,H28
G699367,H28
G699368,H28
G699369,H28
G6937,H0+H28
G690370,H28
G690371,H28
G690372,H0+H28
G690373,H28
G690374,H28
G690375,H28
G690376,H28
G690377,H28
G690378,H28
G690379,H28
G691370,H28
G691371,H28
G691372,H28
G691373,H28
G691374,H28
G691375,H28
G691376,H28
G691377,H28
