T,H0+H12+H13+H20
S768363,H12+H13
S768364,H12+H13
S768365,H13
S768366,H13
S768367,H13
S768368,H13
S768369,H13
S769364,H12+H13
S769365,H12+H13
S769366,H13
S769367,H13
S769368,H13
S769369,H13
S7637,H13
S7736,H12+H13
S770365,H12+H13
S770366,H12+H13
S770367,H13
S770368,H13
S770369,H13
S771366,H12+H13
S771367,H12+H13
S771368,H12+H13
S771369,H13
S772368,H12+H13
S772369,H12+H13
S7737,H12+H13
S770370,H13
S770371,H13
S770372,H13
S770373,H13
S770374,H13
S770375,H13
S770376,H13
S770377,H13
S770378,H13
S770379,H13
S771370,H13
S771371,H13
S771372,H13
S771373,H13
S771374,H13
S771375,H13
S771376,H13
S771377,H13
S771378,H13
S771379,H13
S772370,H12+H13
S772371,H13
S772372,H13
S772373,H13
S772374,H13
S772375,H13
S772376,H13
S772377,H13
S772378,H13
S772379,H13
S773370,H12+H13
S773371,H12+H13
S773372,H12+H13
S773373,H12+H13
S773374,H13
S773375,H13
S773376,H13
S773377,H13
S773378,H13
S773379,H13
S774373,H12+H13
S774374,H12+H13
S774375,H12+H13
S774376,H12+H13
S774377,H12+H13
S774378,H13
S774379,H13
S775377,H12+H13
S775378,H12+H13
S775379,H12+H13
S73U,H12+H13
S7638,H13
S7639,H13
S7738,H12+H13
S770380,H13
S770381,H13
S770382,H13
S770383,H13
S770384,H13
S770385,H13
S770386,H13
S770387,H13
S770388,H13
S770389,H13
S771380,H13
S771381,H13
S771382,H13
S771383,H13
S771384,H13
S771385,H13
S771386,H13
S771387,H13
S771388,H13
S771389,H13
S772380,H13
S772381,H13
S772382,H13
S772383,H13
S772384,H13
S772385,H13
S772386,H13
S772387,H13
S772388,H13
S772389,H13
S773380,H13
S773381,H13
S773382,H13
S773383,H13
S773384,H13
S773385,H13
S773386,H13
S773387,H13
S773388,H13
S773389,H13
S774380,H13
S774381,H13
S774382,H13
S774383,H13
S774384,H13
S774385,H13
S774386,H13
S774387,H13
S774388,H13
S774389,H13
S775380,H12+H13
S775381,H12+H13
S775382,H13
S775383,H13
S775384,H13
S775385,H13
S775386,H13
S775387,H13
S775388,H13
S775389,H13
S776381,H12+H13
S776382,H12+H13
S776383,H12+H13
S776384,H12+H13
S776385,H13
S776386,H13
S776387,H13
S776388,H13
S776389,H13
S777384,H12+H13
S777385,H12+H13
S777386,H12+H13
S777387,H12+H13
S777388,H12+H13
S777389,H13
S778388,H12+H13
S778389,H12+H13
S7739,H12+H13
S770390,H13
S770391,H13
S770392,H13
S770393,H13
S770394,H13
S770395,H13
S770396,H13
S770397,H13
S770398,H13
S770399,H13
S771390,H13
S771391,H13
S771392,H13
S771393,H13
S771394,H13
S771395,H13
S771396,H13
S771397,H13
S771398,H13
S771399,H13
S772390,H13
S772391,H13
S772392,H13
S772393,H13
S772394,H13
S772395,H13
S772396,H13
S772397,H13
S772398,H13
S772399,H13
S773390,H13
S773391,H13
S773392,H13
S773393,H13
S773394,H13
S773395,H13
S773396,H13
S773397,H13
S773398,H13
S773399,H13
S774390,H13
S774391,H13
S774392,H13
S774393,H13
S774394,H13
S774395,H13
S774396,H13
S774397,H13
S774398,H13
S774399,H13
S775390,H13
S775391,H13
S775392,H13
S775393,H13
S775394,H13
S775395,H13
S775396,H13
S775397,H13
S775398,H13
S775399,H13
S776390,H13
S776391,H13
S776392,H13
S776393,H13
S776394,H13
S776395,H13
S776396,H13
S776397,H13
S776398,H13
S776399,H13
S777390,H13
S777391,H13
S777392,H13
S777393,H13
S777394,H13
S777395,H13
S777396,H13
S777397,H13
S777398,H13
S777399,H13
S778390,H12+H13
S778391,H12+H13
S778392,H13
S778393,H13
S778394,H13
S778395,H13
S778396,H13
S778397,H13
S778398,H13
S778399,H13
S779391,H12+H13
S779392,H12+H13
S779393,H12+H13
S779394,H13
S779395,H13
S779396,H13
S779397,H13
S779398,H13
S779399,H13
S73Z,H12+H13
S7839,H12+H13
S780393,H12+H13
S780394,H12+H13
S780395,H13
S780396,H13
S780397,H13
S780398,H13
S780399,H13
S781394,H12+H13
S781395,H12+H13
S781396,H13
S781397,H13
S781398,H13
S781399,H13
S782395,H12+H13
S782396,H12+H13
S782397,H12+H13
S782398,H13
S782399,H13
S783397,H12+H13
S783398,H12+H13
S783399,H13
S784398,H12+H13
S784399,H12+H13
S785399,H12+H13
S74,H11+H12+H13
S74SW,H11+H13
S74NW,H11+H13
S74SE,H12+H13
S74NE,H13
S74B,H11+H13
S7042,H11+H13
S707429,H11+H13
S708426,H11+H13
S708427,H11+H13
S708428,H11+H13
S708429,H11+H13
S709426,H11+H13
S709427,H13
S709428,H13
S709429,H13
S7043,H11+H13
S706430,H11+H13
S706431,H11+H13
S706432,H11+H13
S706433,H11+H13
S707430,H11+H13
S707431,H13
S707432,H13
S707433,H11+H13
S707434,H11+H13
S708430,H13
S708431,H13
S708432,H13
S708433,H13
S708434,H11+H13
S709430,H13
S709431,H13
S709432,H13
S709433,H13
S709434,H11+H13
S709435,H11+H13
S7142,H11+H13
S710425,H11+H13
S710426,H11+H13
S710427,H13
S710428,H13
S710429,H13
S711424,H11+H13
S711425,H11+H13
S711426,H13
S711427,H13
S711428,H13
S711429,H13
S712424,H11+H13
S712425,H13
S712426,H13
S712427,H13
S712428,H13
S712429,H13
S713424,H11+H13
S713425,H13
S713426,H13
S713427,H13
S713428,H13
S713429,H13
S714423,H11+H13
S714424,H11+H13
S714425,H13
S714426,H13
S714427,H13
S714428,H13
S714429,H13
S715423,H11+H13
S715424,H13
S715425,H13
S715426,H13
S715427,H13
S715428,H13
S715429,H13
S716423,H11+H13
S716424,H13
S716425,H13
S716426,H13
S716427,H13
S716428,H13
S716429,H13
S717423,H11+H13
S717424,H13
S717425,H13
S717426,H13
S717427,H13
S717428,H13
S717429,H13
S718423,H11+H13
S718424,H13
S718425,H13
S718426,H13
S718427,H13
S718428,H13
S718429,H13
S719423,H11+H13
S719424,H13
S719425,H13
S719426,H13
S719427,H13
S719428,H13
S719429,H13
S7143,H11+H13
S710430,H13
S710431,H13
S710432,H13
S710433,H13
S710434,H13
S710435,H11+H13
S710436,H11+H13
S711430,H13
S711431,H13
S711432,H13
S711433,H13
S711434,H13
S711435,H13
S711436,H11+H13
S712430,H13
S712431,H13
S712432,H13
S712433,H13
S712434,H13
S712435,H13
S712436,H11+H13
S712437,H11+H13
S713430,H13
S713431,H13
S713432,H13
S713433,H13
S713434,H13
S713435,H13
S713436,H13
S713437,H11+H13
S714430,H13
S714431,H13
S714432,H13
S714433,H13
S714434,H13
S714435,H13
S714436,H13
S714437,H11+H13
S715430,H13
S715431,H13
S715432,H13
S715433,H13
S715434,H13
S715435,H13
S715436,H13
S715437,H11+H13
S715438,H11+H13
S715439,H11+H13
S716430,H13
S716431,H13
S716432,H13
S716433,H13
S716434,H13
S716435,H13
S716436,H13
S716437,H13
S716438,H13
S716439,H13
S717430,H13
S717431,H13
S717432,H13
S717433,H13
S717434,H13
S717435,H13
S717436,H13
S717437,H13
S717438,H13
S717439,H13
S718430,H13
S718431,H13
S718432,H13
S718433,H13
S718434,H13
S718435,H13
S718436,H13
S718437,H13
S718438,H13
S718439,H13
S719430,H13
S719431,H13
S719432,H13
S719433,H13
S719434,H13
S719435,H13
S719436,H13
S719437,H13
S719438,H13
S719439,H13
S74C,H11+H13
S7144,H11+H13
S715440,H11+H13
S715441,H11+H13
S715442,H11+H13
S715443,H11+H13
S716440,H13
S716441,H13
S716442,H13
S716443,H11+H13
S716444,H11+H13
S717440,H13
S717441,H13
S717442,H13
S717443,H13
S717444,H11+H13
S718440,H13
S718441,H13
S718442,H13
S718443,H13
S718444,H11+H13
S719440,H13
S719441,H13
S719442,H13
S719443,H13
S719444,H11+H13
S719445,H11+H13
S74E,H11+H13
S7149,H11+H13
S714499,H11+H13
S715498,H11+H13
S715499,H11+H13
S716497,H11+H13
S716498,H11+H13
S716499,H13
S717495,H11+H13
S717496,H11+H13
S717497,H11+H13
S717498,H13
S717499,H13
S718493,H11+H13
S718494,H11+H13
S718495,H11+H13
S718496,H13
S718497,H13
S718498,H13
S718499,H13
S719492,H11+H13
S719493,H11+H13
S719494,H13
S719495,H13
S719496,H13
S719497,H13
S719498,H13
S719499,H13
S74F,H11+H13
S7240,H11+H13
S722400,H11+H13
S722401,H11+H13
S722402,H11+H13
S722403,H11+H13
S722404,H11+H13
S722405,H11+H13
S723400,H13
S723401,H13
S723402,H13
S723403,H13
S723404,H13
S723405,H11+H13
S723406,H11+H13
S723407,H11+H13
S724400,H13
S724401,H13
S724402,H13
S724403,H13
S724404,H13
S724405,H13
S724406,H13
S724407,H11+H13
S724408,H11+H13
S724409,H11+H13
S725400,H13
S725401,H13
S725402,H13
S725403,H13
S725404,H13
S725405,H13
S725406,H13
S725407,H13
S725408,H13
S725409,H13
S726400,H13
S726401,H13
S726402,H13
S726403,H13
S726404,H13
S726405,H13
S726406,H13
S726407,H13
S726408,H13
S726409,H13
S727400,H13
S727401,H13
S727402,H13
S727403,H13
S727404,H13
S727405,H13
S727406,H13
S727407,H13
S727408,H13
S727409,H13
S728400,H13
S728401,H13
S728402,H13
S728403,H13
S728404,H13
S728405,H13
S728406,H13
S728407,H13
S728408,H13
S728409,H13
S729400,H13
S729401,H13
S729402,H13
S729403,H13
S729404,H13
S729405,H13
S729406,H13
S729407,H13
S729408,H13
S729409,H13
S7241,H11+H13
S723415,H11+H13
S723416,H11+H13
S723417,H11+H13
S723418,H11+H13
S723419,H11+H13
S724410,H11+H13
S724411,H11+H13
S724412,H11+H13
S724413,H11+H13
S724414,H11+H13
S724415,H11+H13
S724416,H13
S724417,H13
S724418,H13
S724419,H13
S725410,H13
S725411,H13
S725412,H13
S725413,H13
S725414,H13
S725415,H13
S725416,H13
S725417,H13
S725418,H13
S725419,H13
S726410,H13
S726411,H13
S726412,H13
S726413,H13
S726414,H13
S726415,H13
S726416,H13
S726417,H13
S726418,H13
S726419,H13
S727410,H13
S727411,H13
S727412,H13
S727413,H13
S727414,H13
S727415,H13
S727416,H13
S727417,H13
S727418,H13
S727419,H13
S728410,H13
S728411,H13
S728412,H13
S728413,H13
S728414,H13
S728415,H13
S728416,H13
S728417,H13
S728418,H13
S728419,H13
S729410,H13
S729411,H13
S729412,H13
S729413,H13
S729414,H13
S729415,H13
S729416,H13
S729417,H13
S729418,H13
S729419,H13
S7340,H13
S7341,H13
S74G,H11+H13
S7242,H11+H13
S720423,H11+H13
S720424,H13
S720425,H13
S720426,H13
S720427,H13
S720428,H13
S720429,H13
S721423,H11+H13
S721424,H13
S721425,H13
S721426,H13
S721427,H13
S721428,H13
S721429,H13
S722423,H11+H13
S722424,H13
S722425,H13
S722426,H13
S722427,H13
S722428,H13
S722429,H13
S723420,H11+H13
S723421,H11+H13
S723422,H11+H13
S723423,H11+H13
S723424,H13
S723425,H13
S723426,H13
S723427,H13
S723428,H13
S723429,H13
S724420,H13
S724421,H13
S724422,H13
S724423,H13
S724424,H13
S724425,H13
S724426,H13
S724427,H13
S724428,H13
S724429,H13
S725420,H13
S725421,H13
S725422,H13
S725423,H13
S725424,H13
S725425,H13
S725426,H13
S725427,H13
S725428,H13
S725429,H13
S726420,H13
S726421,H13
S726422,H13
S726423,H13
S726424,H13
S726425,H13
S726426,H13
S726427,H13
S726428,H13
S726429,H13
S727420,H13
S727421,H13
S727422,H13
S727423,H13
S727424,H13
S727425,H13
S727426,H13
S727427,H13
S727428,H13
S727429,H13
S728420,H13
S728421,H13
S728422,H13
S728423,H13
S728424,H13
S728425,H13
S728426,H13
S728427,H13
S728428,H13
S728429,H13
S729420,H13
S729421,H13
S729422,H13
S729423,H13
S729424,H13
S729425,H13
S729426,H13
S729427,H13
S729428,H13
S729429,H13
S7243,H13
S7342,H13
S7343,H13
S74H,H11+H13
S7244,H11+H13
S720440,H13
S720441,H13
S720442,H13
S720443,H13
S720444,H13
S720445,H11+H13
S721440,H13
S721441,H13
S721442,H13
S721443,H13
S721444,H13
S721445,H11+H13
S721446,H11+H13
S722440,H13
S722441,H13
S722442,H13
S722443,H13
S722444,H13
S722445,H13
S722446,H11+H13
S723440,H13
S723441,H13
S723442,H13
S723443,H13
S723444,H13
S723445,H13
S723446,H11+H13
S723447,H11+H13
S723448,H11+H13
S723449,H11+H13
S724440,H13
S724441,H13
S724442,H13
S724443,H13
S724444,H13
S724445,H13
S724446,H13
S724447,H13
S724448,H13
S724449,H11+H13
S725440,H13
S725441,H13
S725442,H13
S725443,H13
S725444,H13
S725445,H13
S725446,H13
S725447,H13
S725448,H13
S725449,H13
S726440,H13
S726441,H13
S726442,H13
S726443,H13
S726444,H13
S726445,H13
S726446,H13
S726447,H13
S726448,H13
S726449,H13
S727440,H13
S727441,H13
S727442,H13
S727443,H13
S727444,H13
S727445,H13
S727446,H13
S727447,H13
S727448,H13
S727449,H13
S728440,H13
S728441,H13
S728442,H13
S728443,H13
S728444,H13
S728445,H13
S728446,H13
S728447,H13
S728448,H13
S728449,H13
S729440,H13
S729441,H13
S729442,H13
S729443,H13
S729444,H13
S729445,H13
S729446,H13
S729447,H13
S729448,H13
S729449,H13
S7245,H11+H13
S724450,H11+H13
S724451,H11+H13
S725450,H13
S725451,H11+H13
S725452,H11+H13
S726450,H13
S726451,H13
S726452,H11+H13
S726453,H11+H13
S727450,H13
S727451,H13
S727452,H13
S727453,H11+H13
S727454,H11+H13
S728450,H13
S728451,H13
S728452,H13
S728453,H13
S728454,H11+H13
S728455,H11+H13
S729450,H13
S729451,H13
S729452,H13
S729453,H13
S729454,H13
S729455,H11+H13
S729456,H11+H13
S7344,H13
S7345,H11+H13
S730450,H13
S730451,H13
S730452,H13
S730453,H13
S730454,H13
S730455,H13
S730456,H11+H13
S731450,H13
S731451,H13
S731452,H13
S731453,H13
S731454,H13
S731455,H13
S731456,H11+H13
S731457,H11+H13
S732450,H13
S732451,H13
S732452,H13
S732453,H13
S732454,H13
S732455,H13
S732456,H11+H13
S732457,H11+H13
S733450,H13
S733451,H13
S733452,H13
S733453,H13
S733454,H13
S733455,H13
S733456,H13
S733457,H11+H13
S733458,H11+H13
S734450,H13
S734451,H13
S734452,H13
S734453,H13
S734454,H13
S734455,H13
S734456,H13
S734457,H13
S734458,H11+H13
S734459,H11+H13
S735450,H13
S735451,H13
S735452,H13
S735453,H13
S735454,H13
S735455,H13
S735456,H13
S735457,H13
S735458,H13
S735459,H13
S736450,H13
S736451,H13
S736452,H13
S736453,H13
S736454,H13
S736455,H13
S736456,H13
S736457,H13
S736458,H13
S736459,H13
S737450,H13
S737451,H13
S737452,H13
S737453,H13
S737454,H13
S737455,H13
S737456,H13
S737457,H13
S737458,H13
S737459,H13
S738450,H13
S738451,H13
S738452,H13
S738453,H13
S738454,H13
S738455,H13
S738456,H13
S738457,H13
S738458,H13
S738459,H13
S739450,H13
S739451,H13
S739452,H13
S739453,H13
S739454,H13
S739455,H13
S739456,H13
S739457,H13
S739458,H13
S739459,H13
S74I,H11+H13
S7346,H11+H13
S731467,H11+H13
S731468,H11+H13
S731469,H11+H13
S732467,H11+H13
S732468,H13
S732469,H13
S733465,H11+H13
S733466,H11+H13
S733467,H11+H13
S733468,H13
S733469,H13
S734460,H11+H13
S734464,H11+H13
S734465,H11+H13
S734466,H13
S734467,H13
S734468,H13
S734469,H13
S735460,H11+H13
S735463,H11+H13
S735464,H11+H13
S735465,H13
S735466,H13
S735467,H13
S735468,H13
S735469,H13
S736460,H11+H13
S736461,H11+H13
S736462,H11+H13
S736463,H11+H13
S736464,H13
S736465,H13
S736466,H13
S736467,H13
S736468,H13
S736469,H13
S737460,H13
S737461,H13
S737462,H13
S737463,H13
S737464,H13
S737465,H13
S737466,H13
S737467,H13
S737468,H13
S737469,H13
S738460,H13
S738461,H13
S738462,H13
S738463,H13
S738464,H13
S738465,H13
S738466,H13
S738467,H13
S738468,H13
S738469,H13
S739460,H13
S739461,H13
S739462,H13
S739463,H13
S739464,H13
S739465,H13
S739466,H13
S739467,H13
S739468,H13
S739469,H13
S7347,H11+H13
S731470,H11+H13
S731471,H11+H13
S731472,H11+H13
S732470,H13
S732471,H13
S732472,H11+H13
S732473,H11+H13
S732474,H11+H13
S732478,H11+H13
S732479,H11+H13
S733470,H13
S733471,H13
S733472,H13
S733473,H13
S733474,H11+H13
S733475,H11+H13
S733476,H11+H13
S733477,H11+H13
S733478,H11+H13
S733479,H13
S734470,H13
S734471,H13
S734472,H13
S734473,H13
S734474,H13
S734475,H13
S734476,H13
S734477,H13
S734478,H13
S734479,H13
S735470,H13
S735471,H13
S735472,H13
S735473,H13
S735474,H13
S735475,H13
S735476,H13
S735477,H13
S735478,H13
S735479,H13
S736470,H13
S736471,H13
S736472,H13
S736473,H13
S736474,H13
S736475,H13
S736476,H13
S736477,H13
S736478,H13
S736479,H13
S737470,H13
S737471,H13
S737472,H13
S737473,H13
S737474,H13
S737475,H13
S737476,H13
S737477,H13
S737478,H13
S737479,H13
S738470,H13
S738471,H13
S738472,H13
S738473,H13
S738474,H13
S738475,H13
S738476,H13
S738477,H13
S738478,H13
S738479,H13
S739470,H13
S739471,H13
S739472,H13
S739473,H13
S739474,H13
S739475,H13
S739476,H13
S739477,H13
S739478,H13
S739479,H13
S74J,H11+H13
S7248,H11+H13
S727489,H11+H13
S728487,H11+H13
S728488,H11+H13
S728489,H11+H13
S729485,H11+H13
S729486,H11+H13
S729487,H11+H13
S729488,H13
S729489,H13
S7249,H11+H13
S720492,H11+H13
S720493,H13
S720494,H13
S720495,H13
S720496,H13
S720497,H13
S720498,H13
S720499,H13
S721491,H11+H13
S721492,H11+H13
S721493,H13
S721494,H13
S721495,H13
S721496,H13
S721497,H13
S721498,H13
S721499,H13
S722491,H11+H13
S722492,H13
S722493,H13
S722494,H13
S722495,H13
S722496,H13
S722497,H13
S722498,H13
S722499,H13
S723490,H11+H13
S723491,H11+H13
S723492,H13
S723493,H13
S723494,H13
S723495,H13
S723496,H13
S723497,H13
S723498,H13
S723499,H13
S724490,H11+H13
S724491,H13
S724492,H13
S724493,H13
S724494,H13
S724495,H13
S724496,H13
S724497,H13
S724498,H13
S724499,H13
S725490,H11+H13
S725491,H11+H13
S725492,H13
S725493,H13
S725494,H13
S725495,H13
S725496,H13
S725497,H13
S725498,H13
S725499,H13
S726490,H11+H13
S726491,H13
S726492,H13
S726493,H13
S726494,H13
S726495,H13
S726496,H13
S726497,H13
S726498,H13
S726499,H13
S727490,H11+H13
S727491,H13
S727492,H13
S727493,H13
S727494,H13
S727495,H13
S727496,H13
S727497,H13
S727498,H13
S727499,H13
S728490,H13
S728491,H13
S728492,H13
S728493,H13
S728494,H13
S728495,H13
S728496,H13
S728497,H13
S728498,H13
S728499,H13
S729490,H13
S729491,H13
S729492,H13
S729493,H13
S729494,H13
S729495,H13
S729496,H13
S729497,H13
S729498,H13
S729499,H13
S7348,H11+H13
S730482,H11+H13
S730483,H11+H13
S730484,H11+H13
S730485,H11+H13
S730486,H13
S730487,H13
S730488,H13
S730489,H13
S731480,H11+H13
S731481,H11+H13
S731482,H11+H13
S731483,H13
S731484,H13
S731485,H13
S731486,H13
S731487,H13
S731488,H13
S731489,H13
S732480,H11+H13
S732481,H13
S732482,H13
S732483,H13
S732484,H13
S732485,H13
S732486,H13
S732487,H13
S732488,H13
S732489,H13
S733480,H13
S733481,H13
S733482,H13
S733483,H13
S733484,H13
S733485,H13
S733486,H13
S733487,H13
S733488,H13
S733489,H13
S734480,H13
S734481,H13
S734482,H13
S734483,H13
S734484,H13
S734485,H13
S734486,H13
S734487,H13
S734488,H13
S734489,H13
S735480,H13
S735481,H13
S735482,H13
S735483,H13
S735484,H13
S735485,H13
S735486,H13
S735487,H13
S735488,H13
S735489,H13
S736480,H13
S736481,H13
S736482,H13
S736483,H13
S736484,H13
S736485,H13
S736486,H13
S736487,H13
S736488,H13
S736489,H13
S737480,H13
S737481,H13
S737482,H13
S737483,H13
S737484,H13
S737485,H13
S737486,H13
S737487,H13
S737488,H13
S737489,H13
S738480,H13
S738481,H13
S738482,H13
S738483,H13
S738484,H13
S738485,H13
S738486,H13
S738487,H13
S738488,H13
S738489,H13
S739480,H13
S739481,H13
S739482,H13
S739483,H13
S739484,H13
S739485,H13
S739486,H13
S739487,H13
S739488,H13
S739489,H13
S7349,H13
S74K,H13
S74L,H13
S74M,H13
S74N,H13
S74P,H13
S74Q,H13
S74R,H13
S74S,H13
S74T,H13
S74U,H13
S74V,H12+H13
S7840,H12+H13
S780400,H13
S780401,H13
S780402,H13
S780403,H13
S780404,H13
S780405,H13
S780406,H13
S780407,H13
S780408,H13
S780409,H13
S781400,H13
S781401,H13
S781402,H13
S781403,H13
S781404,H13
S781405,H13
S781406,H13
S781407,H13
S781408,H13
S781409,H13
S782400,H13
S782401,H13
S782402,H13
S782403,H13
S782404,H13
S782405,H13
S782406,H13
S782407,H13
S782408,H13
S782409,H13
S783400,H13
S783401,H13
S783402,H13
S783403,H13
S783404,H13
S783405,H13
S783406,H13
S783407,H13
S783408,H13
S783409,H13
S784400,H13
S784401,H13
S784402,H13
S784403,H13
S784404,H13
S784405,H13
S784406,H13
S784407,H13
S784408,H13
S784409,H13
S785400,H12+H13
S785401,H13
S785402,H13
S785403,H13
S785404,H13
S785405,H13
S785406,H13
S785407,H13
S785408,H13
S785409,H13
S786400,H12+H13
S786401,H12+H13
S786402,H13
S786403,H13
S786404,H13
S786405,H13
S786406,H13
S786407,H13
S786408,H13
S786409,H13
S787401,H12+H13
S787402,H12+H13
S787403,H12+H13
S787404,H13
S787405,H13
S787406,H13
S787407,H13
S787408,H13
S787409,H13
S788403,H12+H13
S788404,H12+H13
S788405,H13
S788406,H13
S788407,H13
S788408,H13
S788409,H13
S789404,H12+H13
S789405,H12+H13
S789406,H12+H13
S789407,H13
S789408,H13
S789409,H13
S7841,H13
S7940,H12+H13
S790406,H12+H13
S790407,H12+H13
S790408,H12+H13
S790409,H13
S791408,H12+H13
S791409,H12+H13
S792409,H12+H13
S7941,H12+H13
S790410,H13
S790411,H13
S790412,H13
S790413,H13
S790414,H13
S790415,H13
S790416,H13
S790417,H13
S790418,H13
S790419,H13
S791410,H13
S791411,H13
S791412,H13
S791413,H13
S791414,H13
S791415,H13
S791416,H13
S791417,H12+H13
S791418,H12+H13
S791419,H12+H13
S792410,H12+H13
S792411,H12+H13
S792412,H12+H13
S792413,H12+H13
S792414,H13
S792415,H12+H13
S792416,H12+H13
S792417,H12+H13
S793413,H12+H13
S793414,H12+H13
S793415,H12+H13
S74W,H12+H13
S7842,H12+H13
S780420,H13
S780421,H13
S780422,H13
S780423,H13
S780424,H13
S780425,H13
S780426,H13
S780427,H13
S780428,H13
S780429,H13
S781420,H13
S781421,H13
S781422,H13
S781423,H13
S781424,H13
S781425,H13
S781426,H13
S781427,H13
S781428,H13
S781429,H13
S782420,H13
S782421,H13
S782422,H13
S782423,H13
S782424,H13
S782425,H13
S782426,H13
S782427,H13
S782428,H13
S782429,H13
S783420,H13
S783421,H13
S783422,H13
S783423,H13
S783424,H13
S783425,H13
S783426,H13
S783427,H13
S783428,H13
S783429,H13
S784420,H13
S784421,H13
S784422,H13
S784423,H13
S784424,H13
S784425,H13
S784426,H13
S784427,H13
S784428,H13
S784429,H13
S785420,H13
S785421,H13
S785422,H13
S785423,H13
S785424,H13
S785425,H13
S785426,H13
S785427,H13
S785428,H13
S785429,H13
S786420,H13
S786421,H13
S786422,H13
S786423,H13
S786424,H13
S786425,H13
S786426,H13
S786427,H13
S786428,H13
S786429,H13
S787420,H13
S787421,H13
S787422,H13
S787423,H13
S787424,H13
S787425,H13
S787426,H13
S787427,H13
S787428,H13
S787429,H13
S788420,H13
S788421,H13
S788422,H13
S788423,H13
S788424,H13
S788425,H13
S788426,H13
S788427,H13
S788428,H13
S788429,H13
S789420,H13
S789421,H13
S789422,H13
S789423,H13
S789424,H13
S789425,H12+H13
S789426,H12+H13
S789427,H12+H13
S789428,H13
S789429,H13
S7843,H13
S7942,H12+H13
S790420,H12+H13
S790421,H12+H13
S790422,H12+H13
S790423,H12+H13
S790424,H12+H13
S790425,H12+H13
S790427,H12+H13
S790428,H13
S790429,H13
S791420,H12+H13
S791427,H12+H13
S791428,H12+H13
S791429,H13
S792428,H12+H13
S792429,H13
S793428,H12+H13
S793429,H12+H13
S794429,H12+H13
S7943,H12+H13
S790430,H13
S790431,H13
S790432,H13
S790433,H13
S790434,H13
S790435,H13
S790436,H13
S790437,H13
S790438,H13
S790439,H13
S791430,H13
S791431,H13
S791432,H13
S791433,H13
S791434,H13
S791435,H13
S791436,H13
S791437,H13
S791438,H13
S791439,H13
S792430,H13
S792431,H13
S792432,H13
S792433,H13
S792434,H13
S792435,H13
S792436,H13
S792437,H13
S792438,H13
S792439,H13
S793430,H13
S793431,H13
S793432,H13
S793433,H13
S793434,H13
S793435,H13
S793436,H13
S793437,H13
S793438,H13
S793439,H13
S794430,H12+H13
S794431,H13
S794432,H13
S794433,H13
S794434,H13
S794435,H13
S794436,H13
S794437,H13
S794438,H13
S794439,H13
S795430,H12+H13
S795431,H12+H13
S795432,H13
S795433,H13
S795434,H13
S795435,H13
S795436,H13
S795437,H13
S795438,H13
S795439,H13
S796431,H12+H13
S796432,H12+H13
S796433,H12+H13
S796434,H13
S796435,H13
S796436,H13
S796437,H13
S796438,H13
S796439,H13
S797433,H12+H13
S797434,H12+H13
S797435,H13
S797436,H13
S797437,H13
S797438,H13
S797439,H13
S798434,H12+H13
S798435,H12+H13
S798436,H13
S798437,H13
S798438,H13
S798439,H13
S799435,H12+H13
S799436,H12+H13
S799437,H13
S799438,H13
S799439,H13
S74X,H13
S74Y,H13
S74Z,H13
S75,H11+H13
S75SW,H11+H13
S75NW,H13
S75SE,H13
S75NE,H13
S75A,H11+H13
S7050,H11+H13
S700506,H11+H13
S700507,H13
S700508,H13
S700509,H13
S701505,H11+H13
S701506,H11+H13
S701507,H13
S701508,H13
S701509,H13
S702505,H11+H13
S702506,H13
S702507,H13
S702508,H13
S702509,H13
S703505,H11+H13
S703506,H13
S703507,H13
S703508,H13
S703509,H13
S704504,H11+H13
S704505,H11+H13
S704506,H13
S704507,H13
S704508,H13
S704509,H13
S705504,H11+H13
S705505,H13
S705506,H13
S705507,H13
S705508,H13
S705509,H13
S706504,H11+H13
S706505,H13
S706506,H13
S706507,H13
S706508,H13
S706509,H13
S707504,H11+H13
S707505,H13
S707506,H13
S707507,H13
S707508,H13
S707509,H13
S708504,H11+H13
S708505,H13
S708506,H13
S708507,H13
S708508,H13
S708509,H13
S709504,H11+H13
S709505,H13
S709506,H13
S709507,H13
S709508,H13
S709509,H13
S7051,H13
S7150,H11+H13
S710503,H11+H13
S710504,H11+H13
S710505,H13
S710506,H13
S710507,H13
S710508,H13
S710509,H13
S711503,H11+H13
S711504,H13
S711505,H13
S711506,H13
S711507,H13
S711508,H13
S711509,H13
S712501,H11+H13
S712502,H11+H13
S712503,H11+H13
S712504,H13
S712505,H13
S712506,H13
S712507,H13
S712508,H13
S712509,H13
S713500,H11+H13
S713501,H11+H13
S713502,H13
S713503,H13
S713504,H13
S713505,H13
S713506,H13
S713507,H13
S713508,H13
S713509,H13
S714500,H11+H13
S714501,H13
S714502,H13
S714503,H13
S714504,H13
S714505,H13
S714506,H13
S714507,H13
S714508,H13
S714509,H13
S715500,H13
S715501,H13
S715502,H13
S715503,H13
S715504,H13
S715505,H13
S715506,H13
S715507,H13
S715508,H13
S715509,H13
S716500,H13
S716501,H13
S716502,H13
S716503,H13
S716504,H13
S716505,H13
S716506,H13
S716507,H13
S716508,H13
S716509,H13
S717500,H13
S717501,H13
S717502,H13
S717503,H13
S717504,H13
S717505,H13
S717506,H13
S717507,H13
S717508,H13
S717509,H13
S718500,H13
S718501,H13
S718502,H13
S718503,H13
