T,H0+H12+H13+H20
S821484,H13
S821485,H13
S821486,H13
S821487,H13
S821488,H13
S821489,H13
S822480,H13
S822481,H13
S822482,H13
S822483,H13
S822484,H13
S822485,H13
S822486,H13
S822487,H13
S822488,H13
S822489,H13
S823480,H13
S823481,H13
S823482,H13
S823483,H13
S823484,H13
S823485,H13
S823486,H13
S823487,H13
S823488,H13
S823489,H13
S824480,H13
S824481,H13
S824482,H13
S824483,H13
S824484,H13
S824485,H13
S824486,H13
S824487,H13
S824488,H13
S824489,H13
S825480,H13
S825481,H13
S825482,H13
S825483,H13
S825484,H13
S825485,H13
S825486,H13
S825487,H13
S825488,H13
S825489,H13
S826480,H13
S826481,H13
S826482,H13
S826483,H13
S826484,H13
S826485,H13
S826486,H13
S826487,H12+H13
S826488,H12+H13
S826489,H12+H13
S827480,H13
S827481,H13
S827482,H13
S827483,H13
S827484,H13
S827485,H12+H13
S827486,H12+H13
S827487,H12+H13
S828480,H12+H13
S828481,H12+H13
S828482,H12+H13
S828483,H12+H13
S828484,H12+H13
S828485,H12+H13
S8249,H12+H13
S820490,H13
S820491,H13
S820492,H13
S820493,H13
S820494,H13
S820495,H13
S820496,H13
S820497,H13
S820498,H13
S820499,H13
S821490,H13
S821491,H13
S821492,H13
S821493,H13
S821494,H13
S821495,H13
S821496,H13
S821497,H13
S821498,H13
S821499,H13
S822490,H13
S822491,H13
S822492,H13
S822493,H13
S822494,H13
S822495,H13
S822496,H13
S822497,H13
S822498,H13
S822499,H13
S823490,H13
S823491,H13
S823492,H13
S823493,H13
S823494,H13
S823495,H13
S823496,H13
S823497,H13
S823498,H13
S823499,H13
S824490,H13
S824491,H13
S824492,H13
S824493,H13
S824494,H13
S824495,H13
S824496,H13
S824497,H13
S824498,H13
S824499,H13
S825490,H13
S825491,H13
S825492,H13
S825493,H13
S825494,H13
S825495,H13
S825496,H13
S825497,H13
S825498,H13
S825499,H13
S826490,H12+H13
S826491,H12+H13
S826492,H12+H13
S826493,H12+H13
S826494,H12+H13
S826495,H12+H13
S826496,H12+H13
S826497,H12+H13
S826498,H12+H13
S826499,H12+H13
S85,H12+H13
S85SW,H12+H13
S85NW,H13
S85SE,H12+H13
S85NE,H12+H13
S85A,H13
S85B,H13
S85C,H13
S85D,H13
S85E,H13
S85F,H12+H13
S8250,H12+H13
S820500,H13
S820501,H13
S820502,H13
S820503,H13
S820504,H13
S820505,H13
S820506,H13
S820507,H13
S820508,H13
S820509,H13
S821500,H13
S821501,H13
S821502,H13
S821503,H13
S821504,H13
S821505,H13
S821506,H13
S821507,H13
S821508,H13
S821509,H13
S822500,H13
S822501,H13
S822502,H13
S822503,H13
S822504,H13
S822505,H13
S822506,H13
S822507,H13
S822508,H13
S822509,H13
S823500,H13
S823501,H13
S823502,H13
S823503,H13
S823504,H13
S823505,H13
S823506,H13
S823507,H13
S823508,H13
S823509,H13
S824500,H13
S824501,H13
S824502,H13
S824503,H13
S824504,H13
S824505,H13
S824506,H13
S824507,H13
S824508,H13
S824509,H13
S825500,H13
S825501,H13
S825502,H12+H13
S825503,H12+H13
S825504,H12+H13
S825505,H13
S825506,H13
S825507,H13
S825508,H13
S825509,H13
S826500,H12+H13
S826501,H12+H13
S826502,H12+H13
S826504,H12+H13
S826505,H12+H13
S826506,H12+H13
S826507,H12+H13
S826508,H12+H13
S826509,H13
S827508,H12+H13
S827509,H12+H13
S8251,H12+H13
S820510,H13
S820511,H13
S820512,H13
S820513,H13
S820514,H13
S820515,H13
S820516,H13
S820517,H13
S820518,H13
S820519,H13
S821510,H13
S821511,H13
S821512,H13
S821513,H13
S821514,H13
S821515,H13
S821516,H13
S821517,H13
S821518,H13
S821519,H13
S822510,H13
S822511,H13
S822512,H13
S822513,H13
S822514,H13
S822515,H13
S822516,H13
S822517,H13
S822518,H13
S822519,H13
S823510,H13
S823511,H13
S823512,H13
S823513,H13
S823514,H13
S823515,H13
S823516,H13
S823517,H13
S823518,H13
S823519,H13
S824510,H13
S824511,H13
S824512,H13
S824513,H13
S824514,H13
S824515,H13
S824516,H13
S824517,H13
S824518,H13
S824519,H13
S825510,H13
S825511,H13
S825512,H13
S825513,H13
S825514,H13
S825515,H13
S825516,H13
S825517,H13
S825518,H13
S825519,H13
S826510,H13
S826511,H13
S826512,H13
S826513,H13
S826514,H13
S826515,H13
S826516,H13
S826517,H13
S826518,H13
S826519,H13
S827510,H12+H13
S827511,H12+H13
S827512,H12+H13
S827513,H12+H13
S827514,H12+H13
S827515,H12+H13
S827516,H13
S827517,H13
S827518,H13
S827519,H13
S828515,H12+H13
S828516,H12+H13
S828517,H12+H13
S828518,H12+H13
S828519,H12+H13
S829519,H12+H13
S85G,H12+H13
S8252,H12+H13
S820520,H13
S820521,H13
S820522,H13
S820523,H13
S820524,H13
S820525,H13
S820526,H13
S820527,H13
S820528,H13
S820529,H13
S821520,H13
S821521,H13
S821522,H13
S821523,H13
S821524,H13
S821525,H13
S821526,H13
S821527,H13
S821528,H13
S821529,H13
S822520,H13
S822521,H13
S822522,H13
S822523,H13
S822524,H13
S822525,H13
S822526,H13
S822527,H13
S822528,H13
S822529,H13
S823520,H13
S823521,H13
S823522,H13
S823523,H13
S823524,H13
S823525,H13
S823526,H13
S823527,H13
S823528,H13
S823529,H13
S824520,H13
S824521,H13
S824522,H13
S824523,H13
S824524,H13
S824525,H13
S824526,H13
S824527,H13
S824528,H13
S824529,H13
S825520,H13
S825521,H13
S825522,H13
S825523,H13
S825524,H13
S825525,H13
S825526,H13
S825527,H13
S825528,H13
S825529,H13
S826520,H13
S826521,H13
S826522,H13
S826523,H13
S826524,H13
S826525,H12+H13
S826526,H12+H13
S826527,H13
S826528,H13
S826529,H13
S827520,H13
S827521,H13
S827522,H13
S827523,H13
S827524,H12+H13
S827525,H12+H13
S827526,H12+H13
S827527,H12+H13
S827528,H13
S827529,H13
S828520,H13
S828521,H13
S828522,H13
S828523,H12+H13
S828524,H12+H13
S828527,H12+H13
S828528,H12+H13
S828529,H13
S829520,H12+H13
S829521,H12+H13
S829522,H12+H13
S829523,H12+H13
S829528,H12+H13
S829529,H12+H13
S8253,H12+H13
S820530,H13
S820531,H13
S820532,H13
S820533,H13
S820534,H13
S820535,H13
S820536,H13
S820537,H13
S820538,H13
S820539,H13
S821530,H13
S821531,H13
S821532,H13
S821533,H13
S821534,H13
S821535,H13
S821536,H13
S821537,H13
S821538,H13
S821539,H13
S822530,H13
S822531,H13
S822532,H13
S822533,H13
S822534,H13
S822535,H13
S822536,H13
S822537,H13
S822538,H13
S822539,H13
S823530,H13
S823531,H13
S823532,H13
S823533,H13
S823534,H13
S823535,H13
S823536,H13
S823537,H13
S823538,H13
S823539,H13
S824530,H13
S824531,H13
S824532,H13
S824533,H13
S824534,H13
S824535,H13
S824536,H13
S824537,H13
S824538,H13
S824539,H13
S825530,H13
S825531,H13
S825532,H13
S825533,H13
S825534,H13
S825535,H13
S825536,H13
S825537,H13
S825538,H13
S825539,H13
S826530,H13
S826531,H13
S826532,H13
S826533,H13
S826534,H13
S826535,H13
S826536,H13
S826537,H13
S826538,H13
S826539,H13
S827530,H13
S827531,H13
S827532,H13
S827533,H13
S827534,H13
S827535,H13
S827536,H13
S827537,H13
S827538,H13
S827539,H13
S828530,H13
S828531,H13
S828532,H13
S828533,H13
S828534,H13
S828535,H13
S828536,H13
S828537,H13
S828538,H13
S828539,H13
S829530,H12+H13
S829531,H13
S829532,H13
S829533,H13
S829534,H13
S829535,H13
S829536,H13
S829537,H13
S829538,H13
S829539,H13
S8353,H12+H13
S830530,H12+H13
S830531,H12+H13
S830532,H13
S830533,H13
S830534,H13
S830535,H13
S830536,H13
S830537,H13
S830538,H13
S830539,H13
S831531,H12+H13
S831532,H12+H13
S831533,H13
S831534,H13
S831535,H13
S831536,H13
S831537,H13
S831538,H13
S831539,H13
S832532,H12+H13
S832533,H12+H13
S832534,H12+H13
S832535,H13
S832536,H13
S832537,H13
S832538,H13
S832539,H13
S833534,H12+H13
S833535,H13
S833536,H13
S833537,H13
S833538,H13
S833539,H13
S834534,H12+H13
S834535,H12+H13
S834536,H12+H13
S834537,H13
S834538,H13
S834539,H13
S835536,H12+H13
S835537,H13
S835538,H13
S835539,H13
S836536,H12+H13
S836537,H12+H13
S836538,H13
S836539,H13
S837537,H12+H13
S837538,H13
S837539,H13
S838537,H12+H13
S838538,H12+H13
S838539,H13
S839538,H12+H13
S839539,H12+H13
S85H,H13
S85I,H13
S85J,H13
S85L,H12+H13
S8453,H12+H13
S840539,H12+H13
S85M,H12+H13
S8454,H12+H13
S840540,H12+H13
S840541,H13
S840542,H13
S840543,H13
S840544,H13
S840545,H13
S840546,H13
S840547,H13
S840548,H13
S840549,H13
S841540,H12+H13
S841541,H12+H13
S841542,H13
S841543,H13
S841544,H13
S841545,H13
S841546,H13
S841547,H13
S841548,H13
S841549,H13
S842541,H12+H13
S842542,H12+H13
S842543,H13
S842544,H13
S842545,H13
S842546,H13
S842547,H13
S842548,H13
S842549,H13
S843542,H12+H13
S843543,H12+H13
S843544,H12+H13
S843545,H13
S843546,H13
S843547,H13
S843548,H13
S843549,H13
S844544,H12+H13
S844545,H13
S844546,H13
S844547,H13
S844548,H13
S844549,H13
S845544,H12+H13
S845545,H12+H13
S845546,H12+H13
S845547,H12+H13
S845548,H13
S845549,H13
S846547,H12+H13
S846548,H13
S846549,H13
S847547,H12+H13
S847548,H13
S847549,H13
S848547,H12+H13
S848548,H12+H13
S848549,H13
S849548,H12+H13
S849549,H12+H13
S8455,H13
S8554,H12+H13
S850549,H12+H13
S851549,H12+H13
S852549,H12+H13
S8555,H12+H13
S850550,H13
S850551,H13
S850552,H13
S850553,H13
S850554,H13
S850555,H13
S850556,H13
S850557,H13
S850558,H13
S850559,H13
S851550,H13
S851551,H13
S851552,H13
S851553,H13
S851554,H13
S851555,H13
S851556,H13
S851557,H13
S851558,H13
S851559,H13
S852550,H12+H13
S852551,H13
S852552,H13
S852553,H13
S852554,H13
S852555,H13
S852556,H13
S852557,H13
S852558,H13
S852559,H13
S853550,H12+H13
S853551,H13
S853552,H13
S853553,H13
S853554,H13
S853555,H13
S853556,H13
S853557,H13
S853558,H13
S853559,H13
S854550,H12+H13
S854551,H12+H13
S854552,H13
S854553,H13
S854554,H13
S854555,H13
S854556,H13
S854557,H13
S854558,H13
S854559,H13
S855551,H12+H13
S855552,H13
S855553,H13
S855554,H13
S855555,H13
S855556,H13
S855557,H13
S855558,H13
S855559,H13
S856551,H12+H13
S856552,H13
S856553,H13
S856554,H13
S856555,H13
S856556,H13
S856557,H13
S856558,H13
S856559,H13
S857551,H12+H13
S857552,H13
S857553,H13
S857554,H13
S857555,H13
S857556,H13
S857557,H13
S857558,H13
S857559,H13
S858551,H12+H13
S858552,H13
S858553,H13
S858554,H13
S858555,H13
S858556,H13
S858557,H13
S858558,H13
S858559,H13
S859551,H12+H13
S859552,H12+H13
S859553,H13
S859554,H13
S859555,H13
S859556,H13
S859557,H13
S859558,H13
S859559,H13
S85N,H13
S85P,H13
S85S,H12+H13
S8654,H12+H13
S867549,H12+H13
S868549,H12+H13
S8655,H12+H13
S860552,H12+H13
S860553,H13
S860554,H13
S860555,H13
S860556,H13
S860557,H13
S860558,H13
S860559,H13
S861552,H12+H13
S861553,H13
S861554,H13
S861555,H13
S861556,H13
S861557,H13
S861558,H13
S861559,H13
S862551,H12+H13
S862552,H12+H13
S862553,H13
S862554,H13
S862555,H13
S862556,H13
S862557,H13
S862558,H13
S862559,H13
S863551,H12+H13
S863552,H13
S863553,H13
S863554,H13
S863555,H13
S863556,H13
S863557,H13
S863558,H13
S863559,H13
S864551,H12+H13
S864552,H13
S864553,H13
S864554,H13
S864555,H13
S864556,H13
S864557,H13
S864558,H13
S864559,H13
S865550,H12+H13
S865551,H12+H13
S865552,H13
S865553,H13
S865554,H13
S865555,H13
S865556,H13
S865557,H13
S865558,H13
S865559,H13
S866550,H12+H13
S866551,H13
S866552,H13
S866553,H13
S866554,H13
S866555,H13
S866556,H13
S866557,H13
S866558,H13
S866559,H13
S867550,H12+H13
S867551,H13
S867552,H13
S867553,H13
S867554,H13
S867555,H13
S867556,H13
S867557,H13
S867558,H13
S867559,H13
S868550,H12+H13
S868551,H13
S868552,H13
S868553,H13
S868554,H13
S868555,H13
S868556,H13
S868557,H13
S868558,H13
S868559,H13
S869550,H12+H13
S869551,H13
S869552,H13
S869553,H13
S869554,H13
S869555,H13
S869556,H13
S869557,H13
S869558,H13
S869559,H13
S8754,H12+H13
S870549,H12+H13
S871549,H12+H13
S876549,H12+H13
S877549,H12+H13
S878549,H12+H13
S879549,H12+H13
S8755,H12+H13
S870550,H12+H13
S870551,H13
S870552,H13
S870553,H13
S870554,H13
S870555,H13
S870556,H13
S870557,H13
S870558,H13
S870559,H13
S871550,H12+H13
S871551,H13
S871552,H13
S871553,H13
S871554,H13
S871555,H13
S871556,H13
S871557,H13
S871558,H13
S871559,H13
S872550,H12+H13
S872551,H13
S872552,H13
S872553,H13
S872554,H13
S872555,H13
S872556,H13
S872557,H13
S872558,H13
S872559,H13
S873550,H12+H13
S873551,H13
S873552,H13
S873553,H13
S873554,H13
S873555,H13
S873556,H13
S873557,H13
S873558,H13
S873559,H13
S874550,H12+H13
S874551,H13
S874552,H13
S874553,H13
S874554,H13
S874555,H13
S874556,H13
S874557,H13
S874558,H13
S874559,H13
S875550,H12+H13
S875551,H13
S875552,H13
S875553,H13
S875554,H13
S875555,H13
S875556,H13
S875557,H13
S875558,H13
S875559,H13
S876550,H12+H13
S876551,H13
S876552,H13
S876553,H13
S876554,H13
S876555,H13
S876556,H13
S876557,H13
S876558,H13
S876559,H13
S877550,H13
S877551,H13
S877552,H13
S877553,H13
S877554,H13
S877555,H13
S877556,H13
S877557,H13
S877558,H13
S877559,H13
S878550,H13
S878551,H13
S878552,H13
S878553,H13
S878554,H13
S878555,H13
S878556,H13
S878557,H13
S878558,H13
S878559,H13
S879550,H13
S879551,H13
S879552,H13
S879553,H13
S879554,H13
S879555,H13
S879556,H13
S879557,H13
S879558,H13
S879559,H13
S85T,H13
S85U,H13
S85X,H12+H13
S8854,H12+H13
S880548,H12+H13
S880549,H12+H13
S881547,H12+H13
S881548,H12+H13
S881549,H13
S882547,H12+H13
S882548,H12+H13
S882549,H13
S883547,H12+H13
S883548,H12+H13
S883549,H13
S884546,H12+H13
S884547,H12+H13
S884548,H13
S884549,H13
S885546,H12+H13
S885547,H13
S885548,H13
S885549,H13
S886546,H12+H13
S886547,H13
S886548,H13
S886549,H13
S887546,H12+H13
S887547,H13
S887548,H13
S887549,H13
S888546,H12+H13
S888547,H13
S888548,H13
S888549,H13
S889546,H12+H13
S889547,H13
S889548,H13
S889549,H13
S8855,H13
S8954,H12+H13
S890545,H12+H13
S890546,H12+H13
S890547,H13
S890548,H13
S890549,H13
S891545,H12+H13
S891546,H12+H13
S891547,H13
S891548,H13
S891549,H13
S892546,H12+H13
S892547,H12+H13
S892548,H13
S892549,H13
S893547,H12+H13
S893548,H13
S893549,H13
S894547,H12+H13
S894548,H13
S894549,H13
S895547,H12+H13
S895548,H12+H13
S895549,H13
S896548,H12+H13
S896549,H12+H13
S897549,H12+H13
S8955,H12+H13
S890550,H13
S890551,H13
S890552,H13
S890553,H13
S890554,H13
S890555,H13
S890556,H13
S890557,H13
S890558,H13
S890559,H13
S891550,H13
S891551,H13
S891552,H13
S891553,H13
S891554,H13
S891555,H13
S891556,H13
S891557,H13
S891558,H13
S891559,H13
S892550,H13
S892551,H13
S892552,H13
S892553,H13
S892554,H13
S892555,H13
S892556,H13
S892557,H13
S892558,H13
S892559,H13
S893550,H13
S893551,H13
S893552,H13
S893553,H13
S893554,H13
S893555,H13
S893556,H13
S893557,H13
S893558,H13
S893559,H13
S894550,H13
S894551,H13
S894552,H13
S894553,H13
S894554,H13
S894555,H13
S894556,H13
S894557,H13
S894558,H13
S894559,H13
S895550,H13
S895551,H13
S895552,H13
S895553,H13
S895554,H13
S895555,H13
S895556,H13
S895557,H13
S895558,H13
S895559,H13
S896550,H13
S896551,H13
S896552,H13
S896553,H13
S896554,H13
S896555,H13
S896556,H13
S896557,H13
S896558,H13
S896559,H13
S897550,H12+H13
S897551,H13
S897552,H13
S897553,H13
S897554,H13
S897555,H13
S897556,H13
S897557,H13
S897558,H13
S897559,H13
S898550,H12+H13
S898551,H12+H13
S898552,H12+H13
S898553,H12+H13
S898554,H12+H13
S898555,H13
S898556,H13
S898557,H13
S898558,H13
S898559,H13
S899554,H12+H13
S899555,H12+H13
S899556,H13
S899557,H13
S899558,H13
S899559,H13
S85Y,H12+H13
S8856,H13
S8857,H13
S8956,H13
S8957,H12+H13
S890570,H13
S890571,H13
S890572,H13
S890573,H13
S890574,H13
S890575,H13
S890576,H13
S890577,H13
S890578,H13
S890579,H13
S891570,H13
S891571,H13
S891572,H13
S891573,H13
S891574,H13
S891575,H13
S891576,H13
S891577,H13
S891578,H13
S891579,H13
S892570,H13
S892571,H13
S892572,H13
S892573,H13
S892574,H13
S892575,H13
S892576,H13
S892577,H13
S892578,H13
S892579,H13
S893570,H13
S893571,H13
S893572,H13
S893573,H13
S893574,H13
S893575,H13
S893576,H13
S893577,H13
S893578,H13
S893579,H13
S894570,H13
S894571,H13
S894572,H13
S894573,H13
S894574,H13
S894575,H13
S894576,H13
S894577,H13
S894578,H13
S894579,H13
S895570,H13
S895571,H13
S895572,H13
S895573,H13
S895574,H13
S895575,H13
S895576,H13
S895577,H13
S895578,H13
S895579,H13
S896570,H13
S896571,H13
S896572,H13
S896573,H13
S896574,H13
S896575,H13
S896576,H13
S896577,H13
S896578,H13
S896579,H12+H13
S897570,H13
S897571,H13
S897572,H13
S897573,H13
S897574,H13
S897575,H13
S897576,H13
S897577,H13
S897578,H12+H13
S897579,H12+H13
S898570,H13
S898571,H13
S898572,H13
S898573,H13
S898574,H13
S898575,H13
S898576,H13
S898577,H12+H13
S898578,H12+H13
S899570,H13
S899571,H13
S899572,H13
S899573,H13
S899574,H13
S899575,H13
S899576,H13
S899577,H12+H13
S85Z,H12+H13
S8858,H13
S8859,H13
S8958,H12+H13
S890580,H13
S890581,H13
S890582,H13
S890583,H13
S890584,H13
S890585,H13
S890586,H13
S890587,H13
S890588,H13
S890589,H13
S891580,H13
S891581,H13
S891582,H13
S891583,H13
S891584,H13
S891585,H13
S891586,H13
S891587,H13
S891588,H13
S891589,H13
S892580,H13
S892581,H13
S892582,H13
S892583,H13
S892584,H13
S892585,H13
S892586,H13
S892587,H13
S892588,H13
S892589,H13
S893580,H13
S893581,H13
S893582,H12+H13
S893583,H12+H13
S893584,H12+H13
S893585,H13
S893586,H13
S893587,H13
S893588,H13
S893589,H13
S894580,H13
S894581,H12+H13
S894582,H12+H13
S894584,H12+H13
S894585,H12+H13
S894586,H12+H13
S894587,H12+H13
S894588,H13
S894589,H13
S895580,H12+H13
S895581,H12+H13
S895587,H12+H13
S895588,H12+H13
S895589,H12+H13
S896580,H12+H13
S896589,H12+H13
S8959,H12+H13
S890590,H13
S890591,H13
S890592,H13
S890593,H13
S890594,H13
S890595,H13
S890596,H13
S890597,H13
S890598,H13
S890599,H13
S891590,H13
S891591,H13
S891592,H13
S891593,H13
S891594,H13
S891595,H13
S891596,H13
S891597,H13
S891598,H13
S891599,H13
S892590,H13
S892591,H13
S892592,H13
S892593,H13
S892594,H13
S892595,H13
S892596,H13
S892597,H13
S892598,H13
S892599,H13
S893590,H13
S893591,H13
S893592,H13
S893593,H13
S893594,H13
S893595,H13
S893596,H13
S893597,H13
S893598,H13
S893599,H13
S894590,H13
S894591,H13
S894592,H13
S894593,H13
S894594,H13
S894595,H13
S894596,H13
S894597,H13
S894598,H13
S894599,H13
S895590,H13
S895591,H13
S895592,H13
S895593,H13
S895594,H13
S895595,H13
S895596,H13
S895597,H13
S895598,H13
S895599,H13
S896590,H12+H13
S896591,H12+H13
S896592,H12+H13
S896593,H12+H13
S896594,H13
S896595,H13
S896596,H13
S896597,H13
S896598,H13
S896599,H13
S897593,H12+H13
S897594,H12+H13
S897595,H12+H13
S897596,H13
S897597,H13
S897598,H13
S897599,H13
S898595,H12+H13
S898596,H12+H13
S898597,H13
S898598,H13
S898599,H13
S899596,H12+H13
S899597,H12+H13
S899598,H13
S899599,H13
S86,H13+H20
S86SW,H13
S86NW,H13
S86SE,H13
S86NE,H13+H20
S86A,H13
S86B,H13
S86C,H13
S86D,H13
S86E,H13
S86F,H13
S86G,H13
S86H,H13
S86I,H13
S86J,H13
S86K,H13
S86L,H13
S86M,H13
S86N,H13
S86P,H13
S86Q,H13
S86R,H13
S86S,H13
S86T,H13
S86U,H13+H20
S8668,H13
S8669,H13
S8768,H13
S8769,H13+H20
S870690,H13
S870691,H13
S870692,H13
S870693,H13
S870694,H13
S870695,H13
S870696,H13
S870697,H13
S870698,H13
S870699,H13
S871690,H13
S871691,H13
S871692,H13
S871693,H13
S871694,H13
S871695,H13
S871696,H13
S871697,H13
S871698,H13
S871699,H13
S872690,H13
S872691,H13
S872692,H13
S872693,H13
S872694,H13
S872695,H13
S872696,H13
S872697,H13
S872698,H13
S872699,H13
S873690,H13
S873691,H13
S873692,H13
S873693,H13
S873694,H13
S873695,H13
S873696,H13
S873697,H13
S873698,H13
S873699,H13
S874690,H13
S874691,H13
S874692,H13
S874693,H13
S874694,H13
S874695,H13
S874696,H13
S874697,H13
S874698,H13
S874699,H13
S875690,H13
S875691,H13
S875692,H13
S875693,H13
S875694,H13
S875695,H13
S875696,H13
S875697,H13
S875698,H13
S875699,H13
S876690,H13
S876691,H13
S876692,H13
S876693,H13
S876694,H13
S876695,H13
S876696,H13
S876697,H13
S876698,H13
S876699,H13
S877690,H13
S877691,H13
S877692,H13
S877693,H13
S877694,H13
S877695,H13
S877696,H13
S877697,H13
S877698,H13
S877699,H13
S878690,H13
S878691,H13
S878692,H13
S878693,H13
S878694,H13
S878695,H13
S878696,H13
S878697,H13
S878698,H13+H20
S878699,H13+H20
S879690,H13
S879691,H13
S879692,H13
S879693,H13
S879694,H13
S879695,H13
S879696,H13
S879697,H13
S879698,H13+H20
S86V,H13
S86W,H13
S86X,H13
S86Y,H13
S86Z,H13+H20
S8868,H13
S8869,H13+H20
S880690,H13
S880691,H13
S880692,H13
S880693,H13
S880694,H13
S880695,H13
S880696,H13
S880697,H13
S880698,H13+H20
S880699,H13+H20
S881690,H13
S881691,H13
S881692,H13
S881693,H13
S881694,H13
S881695,H13
S881696,H13
S881697,H13
S881698,H13
S881699,H13+H20
S882690,H13
S882691,H13
S882692,H13
S882693,H13
S882694,H13
S882695,H13
S882696,H13
S882697,H13
S882698,H13
S882699,H13
S883690,H13
S883691,H13
S883692,H13
S883693,H13
S883694,H13
S883695,H13
S883696,H13
S883697,H13
S883698,H13
S883699,H13
S884690,H13
S884691,H13
S884692,H13
S884693,H13
S884694,H13
S884695,H13
S884696,H13
S884697,H13
S884698,H13
S884699,H13
S885690,H13
S885691,H13
S885692,H13
S885693,H13
S885694,H13
S885695,H13
S885696,H13
S885697,H13
S885698,H13
S885699,H13
S886690,H13
S886691,H13
S886692,H13
S886693,H13
S886694,H13
S886695,H13
S886696,H13
S886697,H13
S886698,H13
S886699,H13
S887690,H13
S887691,H13
S887692,H13
S887693,H13
S887694,H13
S887695,H13
S887696,H13
S887697,H13
S887698,H13
S887699,H13
S888690,H13
S888691,H13
S888692,H13
S888693,H13
S888694,H13
S888695,H13
S888696,H13
S888697,H13
S888698,H13
S888699,H13
S889690,H13
S889691,H13
S889692,H13
S889693,H13
S889694,H13
S889695,H13
S889696,H13
S889697,H13
S889698,H13
S889699,H13
S8968,H13
S8969,H13+H20
S890690,H13
S890691,H13
S890692,H13
S890693,H13
S890694,H13
S890695,H13
S890696,H13
S890697,H13
S890698,H13
S890699,H13
S891690,H13
S891691,H13
S891692,H13
S891693,H13
S891694,H13
S891695,H13
S891696,H13
S891697,H13
S891698,H13
S891699,H13
S892690,H13
S892691,H13
S892692,H13
S892693,H13
S892694,H13
S892695,H13
S892696,H13
S892697,H13
S892698,H13
S892699,H13
S893690,H13
S893691,H13
S893692,H13
S893693,H13
S893694,H13
S893695,H13
S893696,H13
S893697,H13
S893698,H13
S893699,H13
S894690,H13
S894691,H13
S894692,H13
S894693,H13
S894694,H13
S894695,H13
S894696,H13
S894697,H13
S894698,H13
S894699,H13
S895690,H13
S895691,H13
S895692,H13
S895693,H13
S895694,H13
S895695,H13
S895696,H13
S895697,H13
S895698,H13
S895699,H13
S896690,H13
S896691,H13
S896692,H13
S896693,H13
S896694,H13
S896695,H13
S896696,H13
S896697,H13
S896698,H13
S896699,H13
S897690,H13
S897691,H13
S897692,H13
S897693,H13
S897694,H13
S897695,H13
S897696,H13
S897697,H13
S897698,H13
S897699,H13
S898690,H13
S898691,H13
S898692,H13
S898693,H13
S898694,H13
S898695,H13
S898696,H13
S898697,H13
S898698,H13
S898699,H13+H20
S899690,H13
S899691,H13
S899692,H13
S899693,H13
S899694,H13
S899695,H13
S899696,H13+H20
S899697,H13+H20
S899698,H13+H20
S899699,H13+H20
S87,H13+H20
S87SW,H13
S87NW,H13
S87SE,H13+H20
S87NE,H13+H20
S87A,H13
S87B,H13
S87C,H13
S87D,H13
S87E,H13
S87F,H13
S87G,H13
S87H,H13
S87I,H13
S87J,H13
S87K,H13
S87L,H13
S87M,H13
S87N,H13
S87P,H13
S87Q,H13+H20
S8670,H13+H20
S860700,H13
S860701,H13
S860702,H13
S860703,H13
S860704,H13
S860705,H13
S860706,H13
S860707,H13
S860708,H13
S860709,H13
S861700,H13
S861701,H13
S861702,H13
S861703,H13
S861704,H13
S861705,H13
S861706,H13
S861707,H13
S861708,H13
S861709,H13
S862700,H13
S862701,H13
S862702,H13
S862703,H13
S862704,H13
S862705,H13
S862706,H13
S862707,H13
S862708,H13
S862709,H13
S863700,H13
S863701,H13
S863702,H13
S863703,H13
S863704,H13
S863705,H13
S863706,H13
S863707,H13
S863708,H13
S863709,H13
S864700,H13
S864701,H13
S864702,H13
S864703,H13
S864704,H13
S864705,H13
S864706,H13
S864707,H13
S864708,H13
S864709,H13
S865700,H13
S865701,H13
S865702,H13
S865703,H13
S865704,H13
S865705,H13
S865706,H13
S865707,H13
S865708,H13
S865709,H13
S866700,H13
S866701,H13
S866702,H13
S866703,H13
S866704,H13
S866705,H13
S866706,H13
S866707,H13
S866708,H13
S866709,H13
S867700,H13
S867701,H13
S867702,H13
S867703,H13
S867704,H13
S867705,H13
S867706,H13
S867707,H13
S867708,H13
S867709,H13
S868700,H13
S868701,H13
S868702,H13
S868703,H13
S868704,H13
S868705,H13
S868706,H13
S868707,H13
S868708,H13
S868709,H13
S869700,H13
S869701,H13
S869702,H13
S869703,H13
S869704,H13+H20
S869705,H13+H20
S869706,H13
S869707,H13+H20
S869708,H13+H20
S869709,H13
S8671,H13
S8770,H13+H20
S870700,H13
S870701,H13
S870702,H13+H20
S870703,H13+H20
S870704,H13+H20
S870705,H13+H20
S870706,H13+H20
S870707,H13+H20
S870708,H13+H20
S870709,H13
S871700,H13
S871701,H13
S871702,H13+H20
S871707,H13+H20
S871708,H13+H20
S871709,H13
S872700,H13
S872701,H13
S872702,H13+H20
S872703,H13+H20
S872707,H13+H20
S872708,H13+H20
S872709,H13+H20
S873700,H13
S873701,H13
S873702,H13
S873703,H13+H20
S874700,H13
S874701,H13
S874702,H13
S874703,H13+H20
S875700,H13
S875701,H13
S875702,H13
S875703,H13+H20
S876700,H13
S876701,H13
S876702,H13+H20
S876703,H13+H20
S877700,H13+H20
S877701,H13+H20
S877702,H13+H20
S877703,H13+H20
S878700,H13+H20
S878701,H13+H20
S878702,H13+H20
S8771,H13+H20
S870710,H13
S870711,H13
S870712,H13
S870713,H13
S870714,H13
