R,H0+H2+H4+H5+H6+H7+H8+H9+H10+H15+H18
S143151,H6+H7
S143152,H6+H7
S143153,H6
S143154,H6
S143155,H6
S143156,H6
S143157,H6
S143158,H6
S143159,H6
S144150,H6+H7
S144151,H6+H7
S144152,H6
S144153,H6
S144154,H6
S144155,H6
S144156,H6
S144157,H6
S144158,H6
S144159,H6
S145150,H6+H7
S145151,H6
S145152,H6
S145153,H6
S145154,H6
S145155,H6
S145156,H6
S145157,H6
S145158,H6
S145159,H6
S146150,H6
S146151,H6
S146152,H6
S146153,H6
S146154,H6
S146155,H6
S146156,H6
S146157,H6
S146158,H6
S146159,H6
S147150,H6
S147151,H6
S147152,H6
S147153,H6
S147154,H6
S147155,H6
S147156,H6
S147157,H6
S147158,H6
S147159,H6
S148150,H6
S148151,H6
S148152,H6
S148153,H6
S148154,H6
S148155,H6
S148156,H6
S148157,H6
S148158,H6
S148159,H6
S149150,H6
S149151,H6
S149152,H6
S149153,H6
S149154,H6
S149155,H6
S149156,H6
S149157,H6
S149158,H6
S149159,H6
S1514,H6
S1515,H6
S11N,H6+H7
S1416,H6+H7
S140160,H6+H7
S140161,H6+H7
S140162,H6
S140163,H6
S140164,H6
S140165,H6
S140166,H6+H7
S140167,H6+H7
S140168,H6+H7
S141160,H6
S141161,H6
S141162,H6
S141163,H6
S141164,H6
S141165,H6
S141166,H6
S141167,H6
S141168,H6+H7
S141169,H6+H7
S142160,H6
S142161,H6
S142162,H6
S142163,H6
S142164,H6
S142165,H6
S142166,H6
S142167,H6
S142168,H6
S142169,H6
S143160,H6
S143161,H6
S143162,H6
S143163,H6
S143164,H6
S143165,H6
S143166,H6
S143167,H6
S143168,H6
S143169,H6
S144160,H6
S144161,H6
S144162,H6
S144163,H6
S144164,H6
S144165,H6
S144166,H6
S144167,H6
S144168,H6
S144169,H6
S145160,H6
S145161,H6
S145162,H6
S145163,H6
S145164,H6
S145165,H6
S145166,H6
S145167,H6
S145168,H6
S145169,H6
S146160,H6
S146161,H6
S146162,H6
S146163,H6
S146164,H6
S146165,H6
S146166,H6
S146167,H6
S146168,H6
S146169,H6
S147160,H6
S147161,H6
S147162,H6
S147163,H6
S147164,H6
S147165,H6
S147166,H6
S147167,H6
S147168,H6
S147169,H6
S148160,H6
S148161,H6
S148162,H6
S148163,H6
S148164,H6
S148165,H6
S148166,H6
S148167,H6
S148168,H6
S148169,H6
S149160,H6
S149161,H6
S149162,H6
S149163,H6
S149164,H6
S149165,H6
S149166,H6
S149167,H6
S149168,H6
S149169,H6
S1417,H6+H7
S141170,H6+H7
S141171,H6+H7
S141172,H6+H7
S141173,H6+H7
S141174,H6+H7
S141175,H6+H7
S141176,H6+H7
S141177,H6+H7
S141178,H6+H7
S141179,H6+H7
S142170,H6
S142171,H6
S142172,H6
S142173,H6
S142174,H6
S142175,H6
S142176,H6
S142177,H6
S142178,H6
S142179,H6+H7
S143170,H6
S143171,H6
S143172,H6
S143173,H6
S143174,H6
S143175,H6
S143176,H6
S143177,H6
S143178,H6
S143179,H6
S144170,H6
S144171,H6
S144172,H6
S144173,H6
S144174,H6
S144175,H6
S144176,H6
S144177,H6
S144178,H6
S144179,H6
S145170,H6
S145171,H6
S145172,H6
S145173,H6
S145174,H6
S145175,H6
S145176,H6
S145177,H6
S145178,H6
S145179,H6
S146170,H6
S146171,H6
S146172,H6
S146173,H6
S146174,H6
S146175,H6
S146176,H6
S146177,H6
S146178,H6
S146179,H6
S147170,H6
S147171,H6
S147172,H6
S147173,H6
S147174,H6
S147175,H6
S147176,H6
S147177,H6
S147178,H6
S147179,H6
S148170,H6
S148171,H6
S148172,H6
S148173,H6
S148174,H6
S148175,H6
S148176,H6
S148177,H6
S148178,H6
S148179,H6
S149170,H6
S149171,H6
S149172,H6
S149173,H6
S149174,H6
S149175,H6
S149176,H6
S149177,H6
S149178,H6
S149179,H6
S1516,H6
S1517,H6
S11P,H6+H7
S1418,H6+H7
S142180,H6+H7
S142181,H6+H7
S142182,H6+H7
S142183,H6+H7
S142184,H6+H7
S142189,H6+H7
S143180,H6
S143181,H6
S143182,H6
S143183,H6
S143184,H6+H7
S143185,H6+H7
S143186,H6+H7
S143187,H6+H7
S143188,H6+H7
S143189,H6+H7
S144180,H6
S144181,H6
S144182,H6
S144183,H6
S144184,H6
S144185,H6
S144186,H6
S144187,H6
S144188,H6
S144189,H6
S145180,H6
S145181,H6
S145182,H6
S145183,H6
S145184,H6
S145185,H6
S145186,H6
S145187,H6
S145188,H6
S145189,H6
S146180,H6
S146181,H6
S146182,H6
S146183,H6
S146184,H6
S146185,H6
S146186,H6
S146187,H6
S146188,H6
S146189,H6
S147180,H6
S147181,H6
S147182,H6
S147183,H6
S147184,H6
S147185,H6
S147186,H6
S147187,H6
S147188,H6
S147189,H6
S148180,H6
S148181,H6
S148182,H6
S148183,H6
S148184,H6
S148185,H6
S148186,H6
S148187,H6
S148188,H6
S148189,H6
S149180,H6
S149181,H6
S149182,H6
S149183,H6
S149184,H6
S149185,H6
S149186,H6
S149187,H6
S149188,H6
S149189,H6
S1419,H6+H7
S141194,H6+H7
S141195,H6+H7
S141196,H6+H7
S142190,H6+H7
S142191,H6+H7
S142192,H6+H7
S142193,H6+H7
S142194,H6+H7
S142195,H6
S142196,H6+H7
S143190,H6
S143191,H6
S143192,H6
S143193,H6
S143194,H6
S143195,H6
S143196,H6+H7
S143197,H6+H7
S144190,H6
S144191,H6
S144192,H6
S144193,H6
S144194,H6
S144195,H6
S144196,H6
S144197,H6+H7
S145190,H6
S145191,H6
S145192,H6
S145193,H6
S145194,H6
S145195,H6
S145196,H6
S145197,H6+H7
S145198,H6+H7
S145199,H6+H7
S146190,H6
S146191,H6
S146192,H6
S146193,H6
S146194,H6
S146195,H6
S146196,H6
S146197,H6
S146198,H6
S146199,H6
S147190,H6
S147191,H6
S147192,H6
S147193,H6
S147194,H6
S147195,H6
S147196,H6
S147197,H6
S147198,H6
S147199,H6
S148190,H6
S148191,H6
S148192,H6
S148193,H6
S148194,H6
S148195,H6
S148196,H6
S148197,H6
S148198,H6
S148199,H6
S149190,H6
S149191,H6
S149192,H6
S149193,H6
S149194,H6
S149195,H6
S149196,H6
S149197,H6
S149198,H6
S149199,H6
S1518,H6
S1519,H6
S11Q,H6+H7
S1611,H6+H7
S167119,H6+H7
S168116,H6+H7
S168117,H6+H7
S168118,H6+H7
S168119,H6+H7
S169114,H6+H7
S169115,H6+H7
S169116,H6+H7
S169117,H6
S169118,H6
S169119,H6
S1710,H6+H7
S171100,H6+H7
S171101,H6+H7
S171109,H6+H7
S172100,H6
S172101,H6+H7
S172102,H6+H7
S172103,H6+H7
S172104,H6+H7
S172105,H6+H7
S172106,H6+H7
S172107,H6+H7
S172108,H6+H7
S172109,H6+H7
S173100,H6
S173101,H6
S173102,H6
S173103,H6
S173104,H6
S173105,H6
S173106,H6+H7
S173107,H6
S173108,H6
S173109,H6
S174100,H6
S174101,H6
S174102,H6
S174103,H6
S174104,H6
S174105,H6
S174106,H6
S174107,H6
S174108,H6
S174109,H6
S175100,H6
S175101,H6
S175102,H6
S175103,H6
S175104,H6
S175105,H6
S175106,H6
S175107,H6
S175108,H6
S175109,H6
S176100,H6
S176101,H6
S176102,H6
S176103,H6
S176104,H6
S176105,H6
S176106,H6
S176107,H6
S176108,H6
S176109,H6
S177100,H6
S177101,H6
S177102,H6
S177103,H6
S177104,H6
S177105,H6
S177106,H6
S177107,H6
S177108,H6
S177109,H6
S178100,H6
S178101,H6
S178102,H6
S178103,H6
S178104,H6
S178105,H6
S178106,H6
S178107,H6
S178108,H6
S178109,H6
S179100,H6
S179101,H6
S179102,H6
S179103,H6
S179104,H6
S179105,H6
S179106,H6
S179107,H6
S179108,H6
S179109,H6
S1711,H6+H7
S170111,H6+H7
S170112,H6+H7
S170113,H6+H7
S170114,H6+H7
S170115,H6
S170116,H6
S170117,H6
S170118,H6
S170119,H6
S171110,H6+H7
S171111,H6+H7
S171112,H6
S171113,H6
S171114,H6
S171115,H6
S171116,H6
S171117,H6
S171118,H6
S171119,H6
S172110,H6
S172111,H6
S172112,H6
S172113,H6
S172114,H6
S172115,H6
S172116,H6
S172117,H6
S172118,H6
S172119,H6
S173110,H6
S173111,H6
S173112,H6
S173113,H6
S173114,H6
S173115,H6
S173116,H6
S173117,H6
S173118,H6
S173119,H6
S174110,H6
S174111,H6
S174112,H6
S174113,H6
S174114,H6
S174115,H6
S174116,H6
S174117,H6
S174118,H6
S174119,H6
S175110,H6
S175111,H6
S175112,H6
S175113,H6
S175114,H6
S175115,H6
S175116,H6
S175117,H6
S175118,H6
S175119,H6
S176110,H6
S176111,H6
S176112,H6
S176113,H6
S176114,H6
S176115,H6
S176116,H6
S176117,H6
S176118,H6
S176119,H6
S177110,H6
S177111,H6
S177112,H6
S177113,H6
S177114,H6
S177115,H6
S177116,H6
S177117,H6
S177118,H6
S177119,H6
S178110,H6
S178111,H6
S178112,H6
S178113,H6
S178114,H6
S178115,H6
S178116,H6
S178117,H6
S178118,H6
S178119,H6
S179110,H6
S179111,H6
S179112,H6
S179113,H6
S179114,H6
S179115,H6
S179116,H6
S179117,H6
S179118,H6
S179119,H6
S11R,H6+H7
S1612,H6+H7
S163128,H6+H7
S163129,H6+H7
S164126,H6+H7
S164127,H6+H7
S164128,H6+H7
S164129,H6
S165123,H6+H7
S165124,H6+H7
S165125,H6+H7
S165126,H6+H7
S165127,H6
S165128,H6
S165129,H6
S166121,H6+H7
S166122,H6+H7
S166123,H6+H7
S166124,H6
S166125,H6
S166126,H6
S166127,H6
S166128,H6
S166129,H6
S167120,H6+H7
S167121,H6+H7
S167122,H6
S167123,H6
S167124,H6
S167125,H6
S167126,H6
S167127,H6
S167128,H6
S167129,H6
S168120,H6
S168121,H6
S168122,H6
S168123,H6
S168124,H6
S168125,H6
S168126,H6
S168127,H6
S168128,H6
S168129,H6
S169120,H6
S169121,H6
S169122,H6
S169123,H6
S169124,H6
S169125,H6
S169126,H6
S169127,H6
S169128,H6
S169129,H6
S1613,H6+H7
S160131,H6+H7
S160132,H6
S160133,H6
S160134,H6
S160135,H6
S160136,H6
S160137,H6
S160138,H6
S160139,H6
S161131,H6+H7
S161132,H6
S161133,H6
S161134,H6
S161135,H6
S161136,H6
S161137,H6
S161138,H6
S161139,H6
S162131,H6+H7
S162132,H6
S162133,H6
S162134,H6
S162135,H6
S162136,H6
S162137,H6
S162138,H6
S162139,H6
S163130,H6+H7
S163131,H6+H7
S163132,H6
S163133,H6
S163134,H6
S163135,H6
S163136,H6
S163137,H6
S163138,H6
S163139,H6
S164130,H6
S164131,H6
S164132,H6
S164133,H6
S164134,H6
S164135,H6
S164136,H6
S164137,H6
S164138,H6
S164139,H6
S165130,H6
S165131,H6
S165132,H6
S165133,H6
S165134,H6
S165135,H6
S165136,H6
S165137,H6
S165138,H6
S165139,H6
S166130,H6
S166131,H6
S166132,H6
S166133,H6
S166134,H6
S166135,H6
S166136,H6
S166137,H6
S166138,H6
S166139,H6
S167130,H6
S167131,H6
S167132,H6
S167133,H6
S167134,H6
S167135,H6
S167136,H6
S167137,H6
S167138,H6
S167139,H6
S168130,H6
S168131,H6
S168132,H6
S168133,H6
S168134,H6
S168135,H6
S168136,H6
S168137,H6
S168138,H6
S168139,H6
S169130,H6
S169131,H6
S169132,H6
S169133,H6
S169134,H6
S169135,H6
S169136,H6
S169137,H6
S169138,H6
S169139,H6
S1712,H6
S1713,H6
S11S,H6
S11T,H6
S11U,H6
S11V,H6
S11W,H6
S11X,H6
S11Y,H6
S11Z,H6
S12,H6+H7
S12SW,H6+H7
S12SE,H6+H7
S12K,H6+H7
S1420,H6+H7
S143207,H6+H7
S143208,H6+H7
S143209,H6+H7
S144203,H6+H7
S144204,H6+H7
S144205,H6+H7
S144206,H6+H7
S144207,H6+H7
S144208,H6
S144209,H6
S145200,H6+H7
S145201,H6+H7
S145202,H6+H7
S145203,H6+H7
S145204,H6
S145205,H6
S145206,H6
S145207,H6
S145208,H6
S145209,H6
S146200,H6
S146201,H6
S146202,H6
S146203,H6
S146204,H6
S146205,H6
S146206,H6
S146207,H6
S146208,H6
S146209,H6
S147200,H6
S147201,H6
S147202,H6
S147203,H6
S147204,H6
S147205,H6
S147206,H6
S147207,H6
S147208,H6
S147209,H6
S148200,H6
S148201,H6
S148202,H6
S148203,H6
S148204,H6
S148205,H6
S148206,H6
S148207,H6
S148208,H6
S148209,H6
S149200,H6
S149201,H6
S149202,H6
S149203,H6
S149204,H6
S149205,H6
S149206,H6
S149207,H6
S149208,H6
S149209,H6
S1421,H6+H7
S143210,H6+H7
S144210,H6+H7
S144211,H6+H7
S145210,H6
S145211,H6+H7
S146210,H6
S146211,H6+H7
S147210,H6
S147211,H6+H7
S147212,H6+H7
S148210,H6
S148211,H6
S148212,H6+H7
S149210,H6
S149211,H6
S149212,H6+H7
S1520,H6
S1521,H6+H7
S150210,H6
S150211,H6
S150212,H6+H7
S151210,H6
S151211,H6
S151212,H6+H7
S152210,H6
S152211,H6
S152212,H6+H7
S153210,H6
S153211,H6
S153212,H6+H7
S154210,H6
S154211,H6
S154212,H6+H7
S155210,H6
S155211,H6
S155212,H6+H7
S156210,H6
S156211,H6+H7
S156212,H6+H7
S157210,H6
S157211,H6+H7
S158210,H6
S158211,H6+H7
S159210,H6
S159211,H6+H7
S12Q,H6+H7
S1620,H6
S1621,H6+H7
S160210,H6
S160211,H6+H7
S161210,H6
S161211,H6+H7
S162210,H6
S162211,H6+H7
S163210,H6
S163211,H6+H7
S164210,H6
S164211,H6+H7
S165210,H6
S165211,H6+H7
S166210,H6
S166211,H6+H7
S167210,H6+H7
S167211,H6+H7
S168210,H6+H7
S169210,H6+H7
S1720,H6
S1721,H6+H7
S170210,H6+H7
S171210,H6+H7
S172210,H6+H7
S173210,H6+H7
S173211,H6+H7
S174210,H6
S174211,H6+H7
S175210,H6
S175211,H6+H7
S175212,H6+H7
S176210,H6
S176211,H6
S176212,H6+H7
S177210,H6
S177211,H6
S177212,H6+H7
S177213,H6+H7
S178210,H6
S178211,H6
S178212,H6
S178213,H6+H7
S179210,H6
S179211,H6
S179212,H6
S179213,H6+H7
S179214,H6+H7
S179215,H6+H7
S179216,H6+H7
S179217,H6+H7
S12V,H6+H7
S1820,H6
S1821,H6+H7
S180210,H6
S180211,H6
S180212,H6
S180213,H6
S180214,H6
S180215,H6
S180216,H6
S180217,H6+H7
S181210,H6
S181211,H6
S181212,H6
S181213,H6
S181214,H6
S181215,H6
S181216,H6
S181217,H6+H7
S182210,H6
S182211,H6
S182212,H6
S182213,H6
S182214,H6
S182215,H6
S182216,H6
S182217,H6+H7
S182218,H6+H7
S183210,H6
S183211,H6
S183212,H6
S183213,H6
S183214,H6
S183215,H6
S183216,H6
S183217,H6
S183218,H6+H7
S184210,H6
S184211,H6
S184212,H6
S184213,H6
S184214,H6
S184215,H6
S184216,H6
S184217,H6
S184218,H6+H7
S185210,H6
S185211,H6
S185212,H6
S185213,H6
S185214,H6
S185215,H6
S185216,H6
S185217,H6
S185218,H6+H7
S186210,H6
S186211,H6
S186212,H6
S186213,H6
S186214,H6
S186215,H6
S186216,H6
S186217,H6
S186218,H6+H7
S186219,H6+H7
S187210,H6
S187211,H6
S187212,H6
S187213,H6
S187214,H6
S187215,H6
S187216,H6
S187217,H6
S187218,H6
S187219,H6+H7
S188210,H6
S188211,H6
S188212,H6
S188213,H6
S188214,H6
S188215,H6
S188216,H6
S188217,H6
S188218,H6
S188219,H6+H7
S189210,H6
S189211,H6
S189212,H6
S189213,H6
S189214,H6
S189215,H6
S189216,H6
S189217,H6
S189218,H6
S189219,H6+H7
S1920,H6
S1921,H6+H7
S190210,H6
S190211,H6
S190212,H6
S190213,H6
S190214,H6
S190215,H6
S190216,H6
S190217,H6
S190218,H6
S190219,H6+H7
S191210,H6
S191211,H6
S191212,H6
S191213,H6
S191214,H6
S191215,H6
S191216,H6
S191217,H6
S191218,H6
S191219,H6+H7
S192210,H6
S192211,H6
S192212,H6
S192213,H6
S192214,H6
S192215,H6
S192216,H6
S192217,H6
S192218,H6
S192219,H6+H7
S193210,H6
S193211,H6
S193212,H6
S193213,H6
S193214,H6
S193215,H6
S193216,H6
S193217,H6
S193218,H6
S193219,H6+H7
S194210,H6
S194211,H6
S194212,H6
S194213,H6
S194214,H6
S194215,H6+H7
S194216,H6+H7
S194217,H6+H7
S194218,H6+H7
S194219,H6+H7
S195210,H6
S195211,H6
S195212,H6
S195213,H6
S195214,H6
S195215,H6+H7
S195216,H6+H7
S195217,H6+H7
S195218,H6+H7
S195219,H6+H7
S196210,H6
S196211,H6
S196212,H6
S196213,H6
S196214,H6
S196215,H6+H7
S196216,H6+H7
S196217,H6+H7
S196218,H6+H7
S196219,H6+H7
S197210,H6
S197211,H6
S197212,H6
S197213,H6
S197214,H6
S197215,H6
S197216,H6+H7
S197217,H6+H7
S197218,H6+H7
S197219,H6+H7
S198210,H6
S198211,H6
S198212,H6
S198213,H6
S198214,H6
S198215,H6
S198216,H6+H7
S198217,H6+H7
S198218,H6+H7
S198219,H6+H7
S199210,H6
S199211,H6
S199212,H6
S199213,H6
S199214,H6
S199215,H6
S199216,H6+H7
S199217,H6+H7
S199218,H6+H7
S199219,H6+H7
S12W,H6+H7
S1822,H6+H7
S189220,H6+H7
S1922,H6+H7
S190220,H6+H7
S193220,H6+H7
S194220,H6+H7
S195220,H6+H7
S196220,H6+H7
S196221,H6+H7
S197220,H6+H7
S197221,H6+H7
S198220,H6+H7
S198221,H6+H7
S199220,H6+H7
S199221,H6+H7
S20,H6
S21,H6
S22,H6+H7
S22SW,H6+H7
S22SE,H6+H7
S22A,H6+H7
S2020,H6
S2021,H6+H7
S200210,H6
S200211,H6
S200212,H6
S200213,H6
S200214,H6
S200215,H6
S200216,H6
S200217,H6+H7
S200218,H6+H7
S200219,H6+H7
S201210,H6
S201211,H6
S201212,H6
S201213,H6
S201214,H6
S201215,H6
S201216,H6
S201217,H6+H7
S201218,H6+H7
S201219,H6+H7
S202210,H6
S202211,H6
S202212,H6
S202213,H6
S202214,H6
S202215,H6
S202216,H6
S202217,H6+H7
S202218,H6+H7
S202219,H6+H7
S203210,H6
S203211,H6
S203212,H6
S203213,H6
S203214,H6
S203215,H6
S203216,H6
S203217,H6
S203218,H6+H7
S203219,H6+H7
S204210,H6
S204211,H6
S204212,H6
S204213,H6
S204214,H6
S204215,H6
S204216,H6
S204217,H6
S204218,H6+H7
S204219,H6+H7
S205210,H6
S205211,H6
S205212,H6
S205213,H6
S205214,H6
S205215,H6
S205216,H6
S205217,H6
S205218,H6+H7
S205219,H6+H7
S206210,H6
S206211,H6
S206212,H6
S206213,H6
S206214,H6
S206215,H6
S206216,H6
S206217,H6
S206218,H6
S206219,H6+H7
S207210,H6
S207211,H6
S207212,H6
S207213,H6
S207214,H6
S207215,H6
S207216,H6
S207217,H6
S207218,H6
S207219,H6+H7
S208210,H6
S208211,H6
S208212,H6
S208213,H6
S208214,H6
S208215,H6
S208216,H6
S208217,H6
S208218,H6
S208219,H6+H7
S209210,H6
S209211,H6
S209212,H6
S209213,H6
S209214,H6
S209215,H6
S209216,H6
S209217,H6
S209218,H6
S209219,H6+H7
S2120,H6
S2121,H6
S22B,H6+H7
S2022,H6+H7
S200220,H6+H7
S200221,H6+H7
S201220,H6+H7
S201221,H6+H7
S201222,H6+H7
S202220,H6+H7
S202221,H6+H7
S202222,H6+H7
S203220,H6+H7
S203221,H6+H7
S203222,H6+H7
S204220,H6+H7
S204221,H6+H7
S204222,H6+H7
S205220,H6+H7
S205221,H6+H7
S205222,H6+H7
S206220,H6+H7
S206221,H6+H7
S206222,H6+H7
S207220,H6+H7
S207221,H6+H7
S207222,H6+H7
S208220,H6+H7
S208221,H6+H7
S208222,H6+H7
S209220,H6+H7
S209221,H6+H7
S209222,H6+H7
S2122,H6+H7
S210220,H6+H7
S210221,H6+H7
S210222,H6+H7
S210223,H6+H7
S211220,H6+H7
S211221,H6+H7
S211222,H6+H7
S211223,H6+H7
S212220,H6+H7
S212221,H6+H7
S212222,H6+H7
S212223,H6+H7
S212224,H6+H7
S213220,H6+H7
S213221,H6+H7
S213222,H6+H7
S213223,H6+H7
S213224,H6+H7
S214220,H6
S214221,H6+H7
S214222,H6+H7
S214223,H6+H7
S214224,H6+H7
S215220,H6
S215221,H6+H7
S215222,H6+H7
S215223,H6+H7
S215224,H6+H7
S215225,H6+H7
S216220,H6
S216221,H6+H7
S216222,H6+H7
S216223,H6+H7
S216224,H6+H7
S216225,H6+H7
S217220,H6
S217221,H6+H7
S217222,H6+H7
S217223,H6+H7
S217224,H6+H7
S217225,H6+H7
S218220,H6
S218221,H6
S218222,H6+H7
S218223,H6+H7
S218224,H6+H7
S218225,H6+H7
S218226,H6+H7
S219220,H6
S219221,H6
S219222,H6+H7
S219223,H6+H7
S219224,H6+H7
S219225,H6+H7
S219226,H6+H7
S22F,H6
S22G,H6+H7
S2222,H6+H7
S220220,H6
S220221,H6
S220222,H6+H7
S220223,H6+H7
S220224,H6+H7
S220225,H6+H7
S220226,H6+H7
S220227,H6+H7
S221220,H6
S221221,H6
S221222,H6
S221223,H6+H7
S221224,H6+H7
S221225,H6+H7
S221226,H6+H7
S221227,H6+H7
S222220,H6
S222221,H6
S222222,H6
S222223,H6+H7
S222224,H6+H7
S222225,H6+H7
S222226,H6+H7
S222227,H6+H7
S223220,H6
S223221,H6
S223222,H6
S223223,H6
S223224,H6
S223225,H6
S223226,H6
S223227,H6+H7
S224220,H6
S224221,H6
S224222,H6
S224223,H6
S224224,H6
S224225,H6
S224226,H6
S224227,H6+H7
S224228,H6+H7
S225220,H6
S225221,H6
S225222,H6
S225223,H6
S225224,H6
S225225,H6
S225226,H6
S225227,H6
S225228,H6+H7
S226220,H6
S226221,H6
S226222,H6
S226223,H6
S226224,H6
S226225,H6
S226226,H6
S226227,H6
S226228,H6+H7
S226229,H6+H7
S227220,H6
S227221,H6
S227222,H6
S227223,H6
S227224,H6
S227225,H6
S227226,H6
S227227,H6
S227228,H6
S227229,H6+H7
S228220,H6
S228221,H6
S228222,H6
S228223,H6
S228224,H6
S228225,H6
S228226,H6
S228227,H6
S228228,H6
S228229,H6+H7
S229220,H6
S229221,H6
S229222,H6
S229223,H6
S229224,H6
S229225,H6
S229226,H6
S229227,H6
S229228,H6
S229229,H6
S2223,H6+H7
S228230,H6+H7
S229230,H6+H7
S2322,H6+H7
S230220,H6
S230221,H6
S230222,H6
S230223,H6
S230224,H6
S230225,H6
S230226,H6
S230227,H6
S230228,H6
S230229,H6
S231220,H6
S231221,H6
S231222,H6
S231223,H6
S231224,H6
S231225,H6
S231226,H6
S231227,H6
S231228,H6
S231229,H6
S232220,H6
S232221,H6
S232222,H6
S232223,H6
S232224,H6
S232225,H6
S232226,H6
S232227,H6
S232228,H6
S232229,H6
S233220,H6
S233221,H6
S233222,H6
S233223,H6
S233224,H6
S233225,H6
S233226,H6
S233227,H6
S233228,H6
S233229,H6
S234220,H6
S234221,H6
S234222,H6
S234223,H6
S234224,H6
S234225,H6
S234226,H6
S234227,H6
S234228,H6
S234229,H6+H7
S235220,H6
S235221,H6
S235222,H6
S235223,H6
S235224,H6
S235225,H6
S235226,H6
S235227,H6
S235228,H6+H7
S235229,H6+H7
S236220,H6
S236221,H6
S236222,H6
S236223,H6
S236224,H6
S236225,H6
S236226,H6
S236227,H6
S236228,H6+H7
S237220,H6
S237221,H6
S237222,H6
S237223,H6
S237224,H6
S237225,H6
S237226,H6
S237227,H6
S237228,H6+H7
S238220,H6
S238221,H6
S238222,H6
S238223,H6
S238224,H6
S238225,H6
S238226,H6
S238227,H6
S238228,H6+H7
S239220,H6
S239221,H6
S239222,H6
S239223,H6
S239224,H6
S239225,H6
S239226,H6
S239227,H6
S239228,H6+H7
S2323,H6+H7
S230230,H6+H7
S231230,H6+H7
S232230,H6+H7
S233230,H6+H7
S234230,H6+H7
S22K,H6
S22L,H6+H7
S2422,H6+H7
S240220,H6
S240221,H6
S240222,H6
S240223,H6
S240224,H6
S240225,H6
S240226,H6
S240227,H6
S240228,H6+H7
S241220,H6
S241221,H6
S241222,H6
S241223,H6
S241224,H6
S241225,H6
S241226,H6
S241227,H6
S241228,H6+H7
S242220,H6
S242221,H6
S242222,H6
S242223,H6
S242224,H6
S242225,H6
S242226,H6
S242227,H6
S242228,H6+H7
S242229,H6+H7
S243220,H6
S243221,H6
S243222,H6
S243223,H6
S243224,H6
S243225,H6
S243226,H6
S243227,H6
S243228,H6
S243229,H6+H7
S244220,H6
S244221,H6
S244222,H6
S244223,H6
S244224,H6
S244225,H6
S244226,H6
S244227,H6
S244228,H6
S244229,H6+H7
S245220,H6
S245221,H6
S245222,H6
S245223,H6
S245224,H6
S245225,H6
S245226,H6
S245227,H6
S245228,H6
S245229,H6
S246220,H6
S246221,H6
S246222,H6
S246223,H6
S246224,H6
S246225,H6
S246226,H6
S246227,H6
S246228,H6
S246229,H6
S247220,H6
S247221,H6
S247222,H6
S247223,H6
S247224,H6
S247225,H6
S247226,H6
S247227,H6
S247228,H6
S247229,H6
S248220,H6
S248221,H6
S248222,H6
S248223,H6
S248224,H6
S248225,H6
S248226,H6
S248227,H6
S248228,H6
S248229,H6
S249220,H6
S249221,H6
S249222,H6
S249223,H6
S249224,H6
S249225,H6
S249226,H6
S249227,H6
S249228,H6
S249229,H6+H7
S2423,H6+H7
S244230,H6+H7
S245230,H6+H7
S246230,H6+H7
S247230,H6+H7
S248230,H6+H7
S249230,H6+H7
S2522,H6+H7
S250220,H6
S250221,H6
S250222,H6
S250223,H6
S250224,H6
S250225,H6
S250226,H6
S250227,H6
S250228,H6
S250229,H6+H7
S251220,H6
S251221,H6
S251222,H6
S251223,H6
S251224,H6
S251225,H6
S251226,H6
S251227,H6
S251228,H6
S251229,H6+H7
S252220,H6
S252221,H6
S252222,H6
S252223,H6
S252224,H6
S252225,H6
S252226,H6
S252227,H6
S252228,H6
S252229,H6+H7
S253220,H6
S253221,H6
S253222,H6
S253223,H6
S253224,H6
S253225,H6
S253226,H6
S253227,H6
S253228,H6
S253229,H6+H7
S254220,H6
S254221,H6
S254222,H6
S254223,H6
S254224,H6
S254225,H6
S254226,H6
S254227,H6
S254228,H6
S254229,H6
S255220,H6
S255221,H6
S255222,H6
S255223,H6
S255224,H6
S255225,H6
S255226,H6
S255227,H6
S255228,H6
S255229,H6
S256220,H6
S256221,H6
S256222,H6
S256223,H6
S256224,H6
S256225,H6
S256226,H6
S256227,H6
S256228,H6
S256229,H6
S257220,H6
S257221,H6
S257222,H6
S257223,H6
S257224,H6
S257225,H6
S257226,H6
S257227,H6
S257228,H6
S257229,H6
S258220,H6
S258221,H6
S258222,H6
S258223,H6
S258224,H6
S258225,H6
S258226,H6
S258227,H6
S258228,H6
S258229,H6
S259220,H6
S259221,H6
S259222,H6
S259223,H6
S259224,H6
S259225,H6
S259226,H6
S259227,H6
S259228,H6
S259229,H6
S2523,H6+H7
S253230,H6+H7
S254230,H6+H7
S255230,H6+H7
S255231,H6+H7
S256230,H6
S256231,H6+H7
S256232,H6+H7
S257230,H6
S257231,H6
S257232,H6+H7
S257233,H6+H7
S257234,H6+H7
S258230,H6
S258231,H6
S258232,H6
S258233,H6
S258234,H6+H7
S259230,H6
S259231,H6
S259232,H6
S259233,H6
S259234,H6+H7
S22Q,H6
S22R,H6+H7
S2622,H6
S2623,H6+H7
S260230,H6
S260231,H6
S260232,H6
S260233,H6
S260234,H6+H7
S261230,H6
S261231,H6
S261232,H6
S261233,H6
S261234,H6+H7
S262230,H6
S262231,H6
S262232,H6
S262233,H6
S262234,H6+H7
S263230,H6
S263231,H6
S263232,H6
S263233,H6
S263234,H6+H7
S264230,H6
S264231,H6
