N,H10+H14+H15+H18+H19+H20+H21+H22+H23+H24+H25+H29+H30+H31+H32
N258014,H14
N258015,H14
N258016,H14
N258017,H14
N258018,H14
N258019,H14
N259010,H14
N259011,H14
N259012,H14
N259013,H14
N259014,H14
N259015,H14
N259016,H14
N259017,H14
N259018,H14
N259019,H14
N20L,H14+H18
N2502,H14+H18
N255020,H14+H18
N256020,H14+H18
N256021,H14+H18
N257020,H14
N257021,H14+H18
N257022,H14+H18
N258020,H14
N258021,H14
N258022,H14+H18
N258023,H14+H18
N259020,H14
N259021,H14
N259022,H14
N259023,H14+H18
N259024,H14+H18
N20N,H14+H18
N2506,H14+H18
N259067,H14+H18
N259068,H14+H18
N2507,H14+H18
N258078,H14+H18
N258079,H14+H18
N259077,H14+H18
N259078,H14+H18
N259079,H14
N20P,H14+H18
N2408,H14+H18
N246089,H14+H18
N247088,H14+H18
N247089,H14+H18
N248088,H14+H18
N248089,H14
N249088,H14+H18
N249089,H14
N2409,H14+H18
N240099,H14+H18
N241098,H14+H18
N241099,H14+H18
N242097,H14+H18
N242098,H14+H18
N242099,H14
N243095,H14+H18
N243096,H14+H18
N243097,H14+H18
N243098,H14
N243099,H14
N244094,H14+H18
N244095,H14+H18
N244096,H14
N244097,H14
N244098,H14
N244099,H14
N245091,H14+H18
N245092,H14+H18
N245093,H14+H18
N245094,H14+H18
N245095,H14
N245096,H14
N245097,H14
N245098,H14
N245099,H14
N246090,H14+H18
N246091,H14+H18
N246092,H14
N246093,H14
N246094,H14
N246095,H14
N246096,H14
N246097,H14
N246098,H14
N246099,H14
N247090,H14
N247091,H14
N247092,H14
N247093,H14
N247094,H14
N247095,H14
N247096,H14
N247097,H14
N247098,H14
N247099,H14
N248090,H14
N248091,H14
N248092,H14
N248093,H14
N248094,H14
N248095,H14
N248096,H14
N248097,H14
N248098,H14
N248099,H14
N249090,H14
N249091,H14
N249092,H14
N249093,H14
N249094,H14
N249095,H14
N249096,H14
N249097,H14
N249098,H14
N249099,H14
N2508,H14+H18
N250088,H14+H18
N250089,H14
N251087,H14+H18
N251088,H14+H18
N251089,H14
N252086,H14+H18
N252087,H14+H18
N252088,H14
N252089,H14
N253085,H14+H18
N253086,H14+H18
N253087,H14
N253088,H14
N253089,H14
N254083,H14+H18
N254084,H14+H18
N254085,H14+H18
N254086,H14
N254087,H14
N254088,H14
N254089,H14
N255081,H14+H18
N255082,H14+H18
N255083,H14+H18
N255084,H14
N255085,H14
N255086,H14
N255087,H14
N255088,H14
N255089,H14
N256080,H14+H18
N256081,H14+H18
N256082,H14
N256083,H14
N256084,H14
N256085,H14
N256086,H14
N256087,H14
N256088,H14
N256089,H14
N257080,H14+H18
N257081,H14
N257082,H14
N257083,H14
N257084,H14
N257085,H14
N257086,H14
N257087,H14
N257088,H14
N257089,H14
N258080,H14+H18
N258081,H14
N258082,H14
N258083,H14
N258084,H14
N258085,H14
N258086,H14
N258087,H14
N258088,H14
N258089,H14
N259080,H14
N259081,H14
N259082,H14
N259083,H14
N259084,H14
N259085,H14
N259086,H14
N259087,H14
N259088,H14
N259089,H14
N2509,H14
N20Q,H14
N20R,H14+H18
N2602,H14+H18
N260020,H14
N260021,H14
N260022,H14
N260023,H14
N260024,H14+H18
N260025,H14+H18
N261020,H14
N261021,H14
N261022,H14
N261023,H14
N261024,H14
N261025,H14+H18
N261026,H14+H18
N262020,H14
N262021,H14
N262022,H14
N262023,H14
N262024,H14
N262025,H14
N262026,H14+H18
N262027,H14+H18
N263020,H14
N263021,H14
N263022,H14
N263023,H14
N263024,H14
N263025,H14
N263026,H14
N263027,H14+H18
N263028,H14+H18
N264020,H14
N264021,H14
N264022,H14
N264023,H14
N264024,H14
N264025,H14
N264026,H14
N264027,H14
N264028,H14+H18
N264029,H14+H18
N265020,H14
N265021,H14
N265022,H14
N265023,H14
N265024,H14
N265025,H14
N265026,H14
N265027,H14
N265028,H14
N265029,H14
N266020,H14
N266021,H14
N266022,H14
N266023,H14
N266024,H14
N266025,H14
N266026,H14
N266027,H14
N266028,H14
N266029,H14
N267020,H14
N267021,H14
N267022,H14
N267023,H14
N267024,H14
N267025,H14
N267026,H14
N267027,H14
N267028,H14
N267029,H14
N268020,H14
N268021,H14
N268022,H14
N268023,H14
N268024,H14
N268025,H14
N268026,H14
N268027,H14
N268028,H14
N268029,H14
N269020,H14
N269021,H14
N269022,H14
N269023,H14
N269024,H14
N269025,H14
N269026,H14
N269027,H14
N269028,H14
N269029,H14
N2603,H14+H18
N264030,H14+H18
N265030,H14+H18
N265031,H14+H18
N265032,H14+H18
N266030,H14
N266031,H14
N266032,H14+H18
N266033,H14+H18
N266034,H14+H18
N266038,H14+H18
N266039,H14+H18
N267030,H14
N267031,H14
N267032,H14
N267033,H14
N267034,H14+H18
N267035,H14+H18
N267036,H14+H18
N267037,H14+H18
N267038,H14+H18
N267039,H14
N268030,H14
N268031,H14
N268032,H14
N268033,H14
N268034,H14
N268035,H14
N268036,H14+H18
N268037,H14+H18
N268038,H14
N268039,H14
N269030,H14
N269031,H14
N269032,H14
N269033,H14
N269034,H14
N269035,H14
N269036,H14
N269037,H14
N269038,H14
N269039,H14
N2702,H14
N2703,H14
N20S,H14+H18
N2604,H14+H18
N265040,H14+H18
N266040,H14+H18
N266041,H14+H18
N267040,H14
N267041,H14+H18
N267042,H14+H18
N267043,H14+H18
N268040,H14
N268041,H14
N268042,H14
N268043,H14+H18
N268044,H14+H18
N269040,H14
N269041,H14
N269042,H14
N269043,H14
N269044,H14+H18
N2704,H14+H18
N270040,H14
N270041,H14
N270042,H14
N270043,H14
N270044,H14+H18
N270045,H14+H18
N271040,H14
N271041,H14
N271042,H14
N271043,H14
N271044,H14
N271045,H14+H18
N271046,H14+H18
N272040,H14
N272041,H14
N272042,H14
N272043,H14
N272044,H14
N272045,H14
N272046,H14+H18
N272047,H14+H18
N272048,H14+H18
N273040,H14
N273041,H14
N273042,H14
N273043,H14
N273044,H14
N273045,H14
N273046,H14
N273047,H14
N273048,H14+H18
N273049,H14+H18
N274040,H14
N274041,H14
N274042,H14
N274043,H14
N274044,H14
N274045,H14
N274046,H14
N274047,H14
N274048,H14
N274049,H14
N275040,H14
N275041,H14
N275042,H14
N275043,H14
N275044,H14
N275045,H14
N275046,H14
N275047,H14
N275048,H14
N275049,H14
N276040,H14
N276041,H14
N276042,H14
N276043,H14
N276044,H14
N276045,H14
N276046,H14
N276047,H14
N276048,H14
N276049,H14
N277040,H14
N277041,H14
N277042,H14
N277043,H14
N277044,H14
N277045,H14
N277046,H14
N277047,H14
N277048,H14
N277049,H14
N278040,H14
N278041,H14
N278042,H14
N278043,H14
N278044,H14
N278045,H14
N278046,H14
N278047,H14
N278048,H14
N278049,H14
N279040,H14
N279041,H14
N279042,H14
N279043,H14
N279044,H14
N279045,H14
N279046,H14
N279047,H14
N279048,H14
N279049,H14
N2705,H14+H18
N273050,H14+H18
N274050,H14+H18
N274051,H14+H18
N274052,H14+H18
N275050,H14
N275051,H14
N275052,H14+H18
N275053,H14+H18
N276050,H14
N276051,H14
N276052,H14
N276053,H14+H18
N276054,H14+H18
N276055,H14+H18
N276056,H14+H18
N276059,H14+H18
N277050,H14
N277051,H14
N277052,H14
N277053,H14
N277054,H14
N277055,H14
N277056,H14+H18
N277057,H14+H18
N277058,H14+H18
N277059,H14+H18
N278050,H14
N278051,H14
N278052,H14
N278053,H14
N278054,H14
N278055,H14
N278056,H14
N278057,H14
N278058,H14
N278059,H14
N279050,H14
N279051,H14
N279052,H14
N279053,H14
N279054,H14
N279055,H14
N279056,H14
N279057,H14
N279058,H14
N279059,H14
N20T,H14+H18
N2606,H14+H18
N260067,H14+H18
N260068,H14+H18
N260069,H14+H18
N261066,H14+H18
N261067,H14+H18
N261068,H14
N261069,H14
N262066,H14+H18
N262067,H14
N262068,H14
N262069,H14
N263066,H14+H18
N263067,H14
N263068,H14
N263069,H14
N264065,H14+H18
N264066,H14+H18
N264067,H14
N264068,H14
N264069,H14
N265065,H14+H18
N265066,H14
N265067,H14
N265068,H14
N265069,H14
N266064,H14+H18
N266065,H14+H18
N266066,H14
N266067,H14
N266068,H14
N266069,H14
N267064,H14+H18
N267065,H14
N267066,H14
N267067,H14
N267068,H14
N267069,H14
N268063,H14+H18
N268064,H14+H18
N268065,H14
N268066,H14
N268067,H14
N268068,H14
N268069,H14
N269063,H14+H18
N269064,H14
N269065,H14
N269066,H14
N269067,H14
N269068,H14
N269069,H14
N2607,H14+H18
N260070,H14+H18
N260071,H14+H18
N260073,H14+H18
N260075,H14+H18
N260076,H14+H18
N260077,H14+H18
N260078,H14
N260079,H14
N261070,H14+H18
N261071,H14+H18
N261072,H14+H18
N261073,H14+H18
N261074,H14+H18
N261075,H14+H18
N261076,H14+H18
N261077,H14
N261078,H14
N261079,H14
N262070,H14
N262071,H14
N262072,H14
N262073,H14
N262074,H14
N262075,H14
N262076,H14
N262077,H14
N262078,H14
N262079,H14
N263070,H14
N263071,H14
N263072,H14
N263073,H14
N263074,H14
N263075,H14
N263076,H14
N263077,H14
N263078,H14
N263079,H14
N264070,H14
N264071,H14
N264072,H14
N264073,H14
N264074,H14
N264075,H14
N264076,H14
N264077,H14
N264078,H14
N264079,H14
N265070,H14
N265071,H14
N265072,H14
N265073,H14
N265074,H14
N265075,H14
N265076,H14
N265077,H14
N265078,H14
N265079,H14
N266070,H14
N266071,H14
N266072,H14
N266073,H14
N266074,H14
N266075,H14
N266076,H14
N266077,H14
N266078,H14
N266079,H14
N267070,H14
N267071,H14
N267072,H14
N267073,H14
N267074,H14
N267075,H14
N267076,H14
N267077,H14
N267078,H14
N267079,H14
N268070,H14
N268071,H14
N268072,H14
N268073,H14
N268074,H14
N268075,H14
N268076,H14
N268077,H14
N268078,H14
N268079,H14
N269070,H14
N269071,H14
N269072,H14
N269073,H14
N269074,H14
N269075,H14
N269076,H14
N269077,H14
N269078,H14
N269079,H14
N2706,H14+H18
N270063,H14+H18
N270064,H14
N270065,H14
N270066,H14
N270067,H14
N270068,H14
N270069,H14
N271062,H14+H18
N271063,H14+H18
N271064,H14
N271065,H14
N271066,H14
N271067,H14
N271068,H14
N271069,H14
N272062,H14+H18
N272063,H14
N272064,H14
N272065,H14
N272066,H14
N272067,H14
N272068,H14
N272069,H14
N273062,H14+H18
N273063,H14
N273064,H14
N273065,H14
N273066,H14
N273067,H14
N273068,H14
N273069,H14
N274061,H14+H18
N274062,H14+H18
N274063,H14
N274064,H14
N274065,H14
N274066,H14
N274067,H14
N274068,H14
N274069,H14
N275060,H14+H18
N275061,H14+H18
N275062,H14
N275063,H14
N275064,H14
N275065,H14
N275066,H14
N275067,H14
N275068,H14
N275069,H14
N276060,H14+H18
N276061,H14
N276062,H14
N276063,H14
N276064,H14
N276065,H14
N276066,H14
N276067,H14
N276068,H14
N276069,H14
N277060,H14
N277061,H14
N277062,H14
N277063,H14
N277064,H14
N277065,H14
N277066,H14
N277067,H14
N277068,H14
N277069,H14
N278060,H14
N278061,H14
N278062,H14
N278063,H14
N278064,H14
N278065,H14
N278066,H14
N278067,H14
N278068,H14
N278069,H14
N279060,H14
N279061,H14
N279062,H14
N279063,H14
N279064,H14
N279065,H14
N279066,H14
N279067,H14
N279068,H14
N279069,H14
N2707,H14
N20U,H14
N20V,H14
N20W,H14
N20X,H14
N20Y,H14
N20Z,H14
N21,H14+H18
N21SW,H14+H18
N21SE,H14+H18
N21F,H14+H18
N2310,H14+H18
N236107,H14+H18
N236108,H14+H18
N236109,H14+H18
N237103,H14+H18
N237104,H14+H18
N237105,H14+H18
N237106,H14+H18
N237107,H14+H18
N237108,H14
N237109,H14+H18
N238101,H14+H18
N238102,H14+H18
N238103,H14+H18
N238104,H14
N238105,H14
N238106,H14
N238107,H14
N238108,H14
N238109,H14
N239100,H14+H18
N239101,H14+H18
N239102,H14
N239103,H14
N239104,H14
N239105,H14
N239106,H14
N239107,H14
N239108,H14
N239109,H14
N2311,H14+H18
N237110,H14+H18
N237111,H14+H18
N237112,H14+H18
N237113,H14+H18
N238110,H14
N238111,H14
N238112,H14
N238113,H14+H18
N238114,H14+H18
N239110,H14
N239111,H14
N239112,H14
N239113,H14
N239114,H14+H18
N239115,H14+H18
N21K,H14+H18
N2410,H14+H18
N240100,H14+H18
N240101,H14
N240102,H14
N240103,H14
N240104,H14
N240105,H14
N240106,H14
N240107,H14
N240108,H14
N240109,H14
N241100,H14
N241101,H14
N241102,H14
N241103,H14
N241104,H14
N241105,H14
N241106,H14
N241107,H14
N241108,H14
N241109,H14
N242100,H14
N242101,H14
N242102,H14
N242103,H14
N242104,H14
N242105,H14
N242106,H14
N242107,H14
N242108,H14
N242109,H14
N243100,H14
N243101,H14
N243102,H14
N243103,H14
N243104,H14
N243105,H14
N243106,H14
N243107,H14
N243108,H14
N243109,H14
N244100,H14
N244101,H14
N244102,H14
N244103,H14
N244104,H14
N244105,H14
N244106,H14
N244107,H14
N244108,H14
N244109,H14
N245100,H14
N245101,H14
N245102,H14
N245103,H14
N245104,H14
N245105,H14
N245106,H14
N245107,H14
N245108,H14
N245109,H14
N246100,H14
N246101,H14
N246102,H14
N246103,H14
N246104,H14
N246105,H14
N246106,H14
N246107,H14
N246108,H14
N246109,H14
N247100,H14
N247101,H14
N247102,H14
N247103,H14
N247104,H14
N247105,H14
N247106,H14
N247107,H14
N247108,H14
N247109,H14
N248100,H14
N248101,H14
N248102,H14
N248103,H14
N248104,H14
N248105,H14
N248106,H14
N248107,H14
N248108,H14
N248109,H14
N249100,H14
N249101,H14
N249102,H14
N249103,H14
N249104,H14
N249105,H14
N249106,H14
N249107,H14
N249108,H14
N249109,H14
N2411,H14+H18
N240110,H14
N240111,H14
N240112,H14
N240113,H14
N240114,H14
N240115,H14+H18
N240116,H14+H18
N241110,H14
N241111,H14
N241112,H14
N241113,H14
N241114,H14
N241115,H14
N241116,H14+H18
N242110,H14
N242111,H14
N242112,H14
N242113,H14
N242114,H14
N242115,H14
N242116,H14+H18
N242117,H14+H18
N243110,H14
N243111,H14
N243112,H14
N243113,H14
N243114,H14
N243115,H14
N243116,H14
N243117,H14+H18
N244110,H14
N244111,H14
N244112,H14
N244113,H14
N244114,H14
N244115,H14
N244116,H14
N244117,H14+H18
N244118,H14+H18
N244119,H14+H18
N245110,H14
N245111,H14
N245112,H14
N245113,H14
N245114,H14
N245115,H14
N245116,H14
N245117,H14
N245118,H14
N245119,H14+H18
N246110,H14
N246111,H14
N246112,H14
N246113,H14
N246114,H14
N246115,H14
N246116,H14
N246117,H14
N246118,H14
N246119,H14
N247110,H14
N247111,H14
N247112,H14
N247113,H14
N247114,H14
N247115,H14
N247116,H14
N247117,H14
N247118,H14
N247119,H14
N248110,H14
N248111,H14
N248112,H14
N248113,H14
N248114,H14
N248115,H14
N248116,H14
N248117,H14
N248118,H14
N248119,H14
N249110,H14
N249111,H14
N249112,H14
N249113,H14
N249114,H14
N249115,H14
N249116,H14
N249117,H14
N249118,H14
N249119,H14
N2510,H14
N2511,H14
N21L,H14+H18
N2412,H14+H18
N244120,H14+H18
N244121,H14+H18
N245120,H14
N245121,H14+H18
N245122,H14+H18
N246120,H14
N246121,H14
N246122,H14+H18
N246123,H14+H18
N247120,H14
N247121,H14
N247122,H14
N247123,H14+H18
N247125,H14+H18
N247126,H14+H18
N247127,H14+H18
N247128,H14+H18
N247129,H14+H18
N248120,H14
N248121,H14
N248122,H14
N248123,H14+H18
N248124,H14+H18
N248125,H14+H18
N248126,H14+H18
N248127,H14+H18
N248128,H14
N248129,H14
N249120,H14
N249121,H14
N249122,H14
N249123,H14
N249124,H14
N249125,H14
N249126,H14
N249127,H14
N249128,H14
N249129,H14
N2413,H14+H18
N246130,H14+H18
N247130,H14+H18
N247131,H14+H18
N248130,H14
N248131,H14+H18
N249130,H14
N249131,H14+H18
N249132,H14+H18
N2512,H14
N2513,H14+H18
N250130,H14
N250131,H14
N250132,H14+H18
N251130,H14
N251131,H14
N251132,H14+H18
N252130,H14
N252131,H14
N252132,H14+H18
N253130,H14
N253131,H14
N253132,H14+H18
N254130,H14
N254131,H14
N254132,H14+H18
N255130,H14
N255131,H14
N255132,H14+H18
N255133,H14+H18
N256130,H14
N256131,H14
N256132,H14
N256133,H14+H18
N257130,H14
N257131,H14
N257132,H14
N257133,H14+H18
N257134,H14+H18
N258130,H14
N258131,H14
N258132,H14
N258133,H14
N258134,H14+H18
N259130,H14
N259131,H14
N259132,H14
N259133,H14
N259134,H14+H18
N259135,H14+H18
N21Q,H14
N21R,H14+H18
N2612,H14
N2613,H14+H18
N260130,H14
N260131,H14
N260132,H14
N260133,H14
N260134,H14
N260135,H14+H18
N261130,H14
N261131,H14
N261132,H14
N261133,H14
N261134,H14
N261135,H14+H18
N261136,H14+H18
N262130,H14
N262131,H14
N262132,H14
N262133,H14
N262134,H14
N262135,H14
N262136,H14+H18
N263130,H14
N263131,H14
N263132,H14
N263133,H14
N263134,H14
N263135,H14
N263136,H14+H18
N264130,H14
N264131,H14
N264132,H14
N264133,H14
N264134,H14
N264135,H14
N264136,H14+H18
N265130,H14
N265131,H14
N265132,H14
N265133,H14
N265134,H14
N265135,H14
N265136,H14+H18
N266130,H14
N266131,H14
N266132,H14
N266133,H14
N266134,H14
N266135,H14+H18
N266136,H14+H18
N267130,H14
N267131,H14
N267132,H14
N267133,H14
N267134,H14
N267135,H14+H18
N268130,H14
N268131,H14
N268132,H14
N268133,H14
N268134,H14
N268135,H14+H18
N269130,H14
N269131,H14
N269132,H14
N269133,H14
N269134,H14
N269135,H14+H18
N2712,H14
N2713,H14+H18
N270130,H14
N270131,H14
N270132,H14
N270133,H14
N270134,H14
N270135,H14+H18
N271130,H14
N271131,H14
N271132,H14
N271133,H14
N271134,H14
N271135,H14+H18
N272130,H14
N272131,H14
N272132,H14
N272133,H14
N272134,H14
N272135,H14+H18
N273130,H14
N273131,H14
N273132,H14
N273133,H14
N273134,H14
N273135,H14+H18
N274130,H14
N274131,H14
N274132,H14
N274133,H14
N274134,H14
N274135,H14+H18
N274136,H14+H18
N275130,H14
N275131,H14
N275132,H14
N275133,H14
N275134,H14
N275135,H14
N275136,H14+H18
N276130,H14
N276131,H14
N276132,H14
N276133,H14
N276134,H14
N276135,H14
N276136,H14+H18
N276137,H14+H18
N277130,H14
N277131,H14
N277132,H14
N277133,H14
N277134,H14
N277135,H14
N277136,H14
N277137,H14+H18
N278130,H14
N278131,H14
N278132,H14
N278133,H14
N278134,H14
N278135,H14
N278136,H14
N278137,H14+H18
N279130,H14
N279131,H14
N279132,H14
N279133,H14
N279134,H14
N279135,H14
N279136,H14
N279137,H14+H18
N279138,H14+H18
N21V,H14
N21W,H14+H18
N2812,H14
N2813,H14+H18
N280130,H14
N280131,H14
N280132,H14
N280133,H14
N280134,H14
N280135,H14
N280136,H14
N280137,H14
N280138,H14+H18
N280139,H14+H18
N281130,H14
N281131,H14
N281132,H14
N281133,H14
N281134,H14
N281135,H14
N281136,H14
N281137,H14
N281138,H14
N281139,H14+H18
N282130,H14
N282131,H14
N282132,H14
N282133,H14
N282134,H14
N282135,H14
N282136,H14
N282137,H14
N282138,H14
N282139,H14+H18
N283130,H14
N283131,H14
N283132,H14
N283133,H14
N283134,H14
N283135,H14
N283136,H14
N283137,H14
N283138,H14
N283139,H14+H18
N284130,H14
N284131,H14
N284132,H14
N284133,H14
N284134,H14
N284135,H14
N284136,H14
N284137,H14
N284138,H14
N284139,H14+H18
N285130,H14
N285131,H14
N285132,H14
N285133,H14
N285134,H14
N285135,H14
N285136,H14
N285137,H14
N285138,H14+H18
N285139,H14+H18
N286130,H14
N286131,H14
N286132,H14
N286133,H14
N286134,H14
N286135,H14
N286136,H14
N286137,H14
N286138,H14+H18
N287130,H14
N287131,H14
N287132,H14
N287133,H14
N287134,H14
N287135,H14
N287136,H14
N287137,H14
N287138,H14+H18
N288130,H14
N288131,H14
N288132,H14
N288133,H14
N288134,H14
N288135,H14
N288136,H14
N288137,H14
N288138,H14+H18
N288139,H14+H18
N289130,H14
N289131,H14
N289132,H14
N289133,H14
N289134,H14
N289135,H14
N289136,H14
N289137,H14
N289138,H14
N289139,H14+H18
N2912,H14
N2913,H14+H18
N290130,H14
N290131,H14
N290132,H14
N290133,H14
N290134,H14
N290135,H14
N290136,H14
N290137,H14
N290138,H14
N290139,H14+H18
N291130,H14
N291131,H14
N291132,H14
N291133,H14
N291134,H14
N291135,H14
N291136,H14
N291137,H14
N291138,H14
N291139,H14+H18
N292130,H14
N292131,H14
N292132,H14
N292133,H14
N292134,H14
N292135,H14
N292136,H14
N292137,H14
N292138,H14
N292139,H14
N293130,H14
N293131,H14
N293132,H14
N293133,H14
N293134,H14
N293135,H14
N293136,H14
N293137,H14
N293138,H14
N293139,H14
N294130,H14
N294131,H14
N294132,H14
N294133,H14
N294134,H14
N294135,H14
N294136,H14
N294137,H14
N294138,H14
N294139,H14+H18
N295130,H14
N295131,H14
N295132,H14
N295133,H14
N295134,H14
N295135,H14
N295136,H14
N295137,H14
N295138,H14
N295139,H14+H18
N296130,H14
N296131,H14
N296132,H14
N296133,H14
N296134,H14
N296135,H14
N296136,H14
N296137,H14
N296138,H14
N296139,H14
N297130,H14
N297131,H14
N297132,H14
N297133,H14
N297134,H14
N297135,H14
N297136,H14
N297137,H14
N297138,H14
N297139,H14
N298130,H14
N298131,H14
N298132,H14
N298133,H14
N298134,H14
N298135,H14
N298136,H14
N298137,H14
N298138,H14
N298139,H14
N299130,H14
N299131,H14
N299132,H14
N299133,H14
N299134,H14
N299135,H14
N299136,H14
N299137,H14
N299138,H14
N299139,H14
N21X,H14+H18
N2914,H14+H18
N291140,H14+H18
N292140,H14+H18
N293140,H14+H18
N294140,H14+H18
N295140,H14+H18
N296140,H14+H18
N297140,H14+H18
N298140,H14+H18
N299140,H14+H18
N30,H14
N31,H14+H18
N31SW,H14+H18
N31NW,H14+H18
N31SE,H14
N31NE,H14+H18
N31A,H14
N31B,H14
N31C,H14+H18
N3014,H14+H18
N300140,H14+H18
N301140,H14+H18
N302140,H14+H18
N303140,H14+H18
N303141,H14+H18
N304140,H14
N304141,H14+H18
N304142,H14+H18
N305140,H14
N305141,H14
N305142,H14+H18
N305143,H14+H18
N306140,H14
N306141,H14
N306142,H14
N306143,H14+H18
N306144,H14+H18
N306145,H14+H18
N307140,H14
N307141,H14
N307142,H14
N307143,H14
N307144,H14
N307145,H14+H18
N307146,H14+H18
N308140,H14
N308141,H14
N308142,H14
N308143,H14
N308144,H14
N308145,H14
N308146,H14+H18
N308147,H14+H18
N309140,H14
N309141,H14
N309142,H14
N309143,H14
N309144,H14
N309145,H14
N309146,H14
N309147,H14+H18
N309148,H14+H18
N3114,H14+H18
N310140,H14
N310141,H14
N310142,H14
N310143,H14
N310144,H14
N310145,H14
N310146,H14
N310147,H14
N310148,H14+H18
N311140,H14
N311141,H14
N311142,H14
N311143,H14
N311144,H14
N311145,H14
N311146,H14
N311147,H14
N311148,H14+H18
N312140,H14
N312141,H14
N312142,H14
N312143,H14
N312144,H14
N312145,H14
N312146,H14
N312147,H14
N312148,H14+H18
N312149,H14+H18
N313140,H14
N313141,H14
N313142,H14
N313143,H14
N313144,H14
N313145,H14
N313146,H14
N313147,H14
N313148,H14
N313149,H14+H18
N314140,H14
N314141,H14
N314142,H14
N314143,H14
N314144,H14
N314145,H14
