R,H0+H2+H4+H5+H6+H7+H8+H9+H10+H15+H18
R136096,H4
R136097,H4
R136098,H4
R136099,H4
R137090,H4
R137091,H4
R137092,H4
R137093,H4
R137094,H4
R137095,H4
R137096,H4
R137097,H4
R137098,H4
R137099,H4
R138090,H4
R138091,H4
R138092,H4
R138093,H4
R138094,H4
R138095,H4
R138096,H4
R138097,H4
R138098,H4
R138099,H4
R139090,H4
R139091,H4
R139092,H4
R139093,H4
R139094,H4
R139095,H4
R139096,H4
R139097,H4
R139098,H4
R139099,H4
R10K,H2+H4
R1500,H2+H4
R151000,H2+H4
R151001,H2+H4
R151002,H2+H4
R152000,H4
R152001,H4
R152002,H2+H4
R152003,H2+H4
R152004,H2+H4
R152005,H2+H4
R152006,H2+H4
R152007,H2+H4
R152008,H2+H4
R153000,H4
R153001,H4
R153002,H4
R153003,H4
R153004,H4
R153005,H2+H4
R153006,H2+H4
R153007,H2+H4
R153008,H2+H4
R153009,H2+H4
R154000,H4
R154001,H4
R154002,H4
R154003,H4
R154004,H4
R154005,H4
R154006,H4
R154007,H4
R154008,H4
R154009,H2+H4
R155000,H4
R155001,H4
R155002,H4
R155003,H4
R155004,H4
R155005,H4
R155006,H4
R155007,H4
R155008,H4
R155009,H4
R156000,H4
R156001,H4
R156002,H4
R156003,H4
R156004,H4
R156005,H4
R156006,H4
R156007,H4
R156008,H4
R156009,H4
R157000,H4
R157001,H4
R157002,H4
R157003,H4
R157004,H4
R157005,H4
R157006,H4
R157007,H4
R157008,H4
R157009,H4
R158000,H4
R158001,H4
R158002,H4
R158003,H4
R158004,H4
R158005,H4
R158006,H4
R158007,H4
R158008,H4
R158009,H4
R159000,H4
R159001,H4
R159002,H4
R159003,H4
R159004,H4
R159005,H4
R159006,H4
R159007,H4
R159008,H4
R159009,H4
R1501,H2+H4
R154010,H2+H4
R154011,H2+H4
R155010,H4
R155011,H2+H4
R155012,H2+H4
R155013,H2+H4
R155014,H2+H4
R155015,H2+H4
R155016,H2+H4
R156010,H4
R156011,H4
R156012,H4
R156013,H2+H4
R156014,H4
R156015,H4
R156016,H2+H4
R156017,H2+H4
R156018,H2+H4
R157010,H4
R157011,H4
R157012,H4
R157013,H4
R157014,H4
R157015,H4
R157016,H4
R157017,H4
R157018,H2+H4
R157019,H2+H4
R158010,H4
R158011,H4
R158012,H4
R158013,H4
R158014,H4
R158015,H4
R158016,H4
R158017,H4
R158018,H4
R158019,H4
R159010,H4
R159011,H4
R159012,H4
R159013,H4
R159014,H4
R159015,H4
R159016,H4
R159017,H4
R159018,H4
R159019,H4
R10L,H2+H4
R1403,H2+H4
R149039,H2+H4
R1502,H2+H4
R155024,H2+H4
R155025,H2+H4
R155026,H2+H4
R155027,H2+H4
R155028,H2+H4
R156023,H2+H4
R156024,H2+H4
R156025,H2+H4
R156026,H4
R156027,H4
R156028,H2+H4
R156029,H2+H4
R157020,H2+H4
R157022,H2+H4
R157023,H2+H4
R157024,H4
R157025,H4
R157026,H4
R157027,H4
R157028,H4
R157029,H4
R158020,H2+H4
R158021,H2+H4
R158022,H2+H4
R158023,H4
R158024,H4
R158025,H4
R158026,H4
R158027,H4
R158028,H4
R158029,H4
R159020,H4
R159021,H4
R159022,H4
R159023,H4
R159024,H4
R159025,H4
R159026,H4
R159027,H4
R159028,H4
R159029,H4
R1503,H2+H4
R150038,H2+H4
R150039,H2+H4
R151037,H2+H4
R151038,H2+H4
R151039,H4
R152036,H2+H4
R152037,H2+H4
R152038,H4
R152039,H4
R153036,H2+H4
R153037,H4
R153038,H4
R153039,H4
R154035,H2+H4
R154036,H2+H4
R154037,H4
R154038,H4
R154039,H4
R155035,H2+H4
R155036,H4
R155037,H4
R155038,H4
R155039,H4
R156030,H2+H4
R156031,H2+H4
R156035,H2+H4
R156036,H4
R156037,H4
R156038,H4
R156039,H4
R157030,H2+H4
R157031,H2+H4
R157032,H2+H4
R157033,H2+H4
R157034,H2+H4
R157035,H2+H4
R157036,H4
R157037,H4
R157038,H4
R157039,H4
R158030,H4
R158031,H4
R158032,H4
R158033,H2+H4
R158034,H2+H4
R158035,H4
R158036,H4
R158037,H4
R158038,H4
R158039,H4
R159030,H4
R159031,H4
R159032,H4
R159033,H4
R159034,H4
R159035,H4
R159036,H4
R159037,H4
R159038,H4
R159039,H4
R10M,H2+H4
R1404,H2+H4
R146044,H2+H4
R146045,H2+H4
R146046,H2+H4
R146047,H2+H4
R146048,H2+H4
R146049,H2+H4
R147041,H2+H4
R147043,H2+H4
R147044,H2+H4
R147045,H2+H4
R147046,H4
R147047,H2+H4
R147048,H2+H4
R147049,H2+H4
R148040,H2+H4
R148041,H2+H4
R148042,H2+H4
R148043,H2+H4
R148044,H4
R148045,H4
R148046,H4
R148047,H4
R148048,H4
R148049,H4
R149040,H2+H4
R149041,H2+H4
R149042,H4
R149043,H4
R149044,H4
R149045,H4
R149046,H4
R149047,H4
R149048,H4
R149049,H4
R1405,H2+H4
R146055,H2+H4
R146056,H2+H4
R146057,H2+H4
R146058,H2+H4
R146059,H2+H4
R147050,H2+H4
R147051,H2+H4
R147054,H2+H4
R147055,H2+H4
R147056,H2+H4
R147057,H2+H4
R147058,H2+H4
R147059,H2+H4
R148050,H4
R148051,H2+H4
R148052,H2+H4
R148053,H2+H4
R148054,H2+H4
R148055,H4
R148056,H4
R148057,H4
R148058,H4
R148059,H4
R149050,H4
R149051,H4
R149052,H2+H4
R149053,H2+H4
R149054,H4
R149055,H4
R149056,H4
R149057,H4
R149058,H4
R149059,H4
R1504,H4
R1505,H4
R10N,H2+H4
R1406,H2+H4
R143067,H2+H4
R143068,H2+H4
R143069,H2+H4
R144061,H2+H4
R144062,H2+H4
R144063,H2+H4
R144064,H2+H4
R144065,H2+H4
R144066,H2+H4
R144067,H2+H4
R144068,H2+H4
R144069,H4
R145060,H2+H4
R145061,H2+H4
R145062,H2+H4
R145063,H4
R145064,H2+H4
R145065,H4
R145066,H4
R145067,H4
R145068,H4
R145069,H4
R146060,H2+H4
R146061,H4
R146062,H4
R146063,H4
R146064,H4
R146065,H4
R146066,H4
R146067,H4
R146068,H4
R146069,H4
R147060,H4
R147061,H4
R147062,H4
R147063,H4
R147064,H4
R147065,H4
R147066,H4
R147067,H4
R147068,H4
R147069,H4
R148060,H4
R148061,H4
R148062,H4
R148063,H4
R148064,H4
R148065,H4
R148066,H4
R148067,H4
R148068,H4
R148069,H4
R149060,H4
R149061,H4
R149062,H4
R149063,H4
R149064,H4
R149065,H4
R149066,H4
R149067,H4
R149068,H4
R149069,H4
R1407,H2+H4
R140073,H2+H4
R140074,H4
R140075,H4
R140076,H4
R140077,H4
R140078,H4
R140079,H4
R141071,H2+H4
R141072,H2+H4
R141073,H2+H4
R141074,H4
R141075,H4
R141076,H4
R141077,H4
R141078,H4
R141079,H4
R142070,H2+H4
R142071,H2+H4
R142072,H4
R142073,H4
R142074,H4
R142075,H4
R142076,H4
R142077,H4
R142078,H4
R142079,H4
R143070,H2+H4
R143071,H4
R143072,H4
R143073,H4
R143074,H4
R143075,H4
R143076,H4
R143077,H4
R143078,H4
R143079,H4
R144070,H4
R144071,H4
R144072,H4
R144073,H4
R144074,H4
R144075,H4
R144076,H4
R144077,H4
R144078,H4
R144079,H4
R145070,H4
R145071,H4
R145072,H4
R145073,H4
R145074,H4
R145075,H4
R145076,H4
R145077,H4
R145078,H4
R145079,H4
R146070,H4
R146071,H4
R146072,H4
R146073,H4
R146074,H4
R146075,H4
R146076,H4
R146077,H4
R146078,H4
R146079,H4
R147070,H4
R147071,H4
R147072,H4
R147073,H4
R147074,H4
R147075,H4
R147076,H4
R147077,H4
R147078,H4
R147079,H4
R148070,H4
R148071,H4
R148072,H4
R148073,H4
R148074,H4
R148075,H4
R148076,H4
R148077,H4
R148078,H4
R148079,H4
R149070,H4
R149071,H4
R149072,H4
R149073,H4
R149074,H4
R149075,H4
R149076,H4
R149077,H4
R149078,H4
R149079,H4
R1506,H4
R1507,H4
R10P,H4
R10Q,H4
R10R,H4
R10S,H4
R10T,H4
R10U,H4
R10V,H4
R10W,H4
R10X,H4
R10Y,H4
R10Z,H4
R11,H2+H4+H8
R11SW,H2+H4
R11SE,H2+H4
R11NE,H2+H4+H8
R11F,H2+H4
R1310,H2+H4
R130100,H2+H4
R130101,H2+H4
R130102,H2+H4
R130103,H2+H4
R131100,H4
R131101,H4
R131102,H4
R131103,H2+H4
R131104,H2+H4
R131105,H2+H4
R131106,H2+H4
R131107,H2+H4
R131108,H2+H4
R131109,H2+H4
R132100,H4
R132101,H4
R132102,H4
R132103,H4
R132104,H4
R132105,H4
R132106,H4
R132107,H4
R132108,H4
R132109,H4
R133100,H4
R133101,H4
R133102,H4
R133103,H4
R133104,H4
R133105,H4
R133106,H4
R133107,H4
R133108,H4
R133109,H4
R134100,H4
R134101,H4
R134102,H4
R134103,H4
R134104,H4
R134105,H4
R134106,H4
R134107,H4
R134108,H4
R134109,H4
R135100,H4
R135101,H4
R135102,H4
R135103,H4
R135104,H4
R135105,H4
R135106,H4
R135107,H4
R135108,H4
R135109,H4
R136100,H4
R136101,H4
R136102,H4
R136103,H4
R136104,H4
R136105,H4
R136106,H4
R136107,H4
R136108,H4
R136109,H4
R137100,H4
R137101,H4
R137102,H4
R137103,H4
R137104,H4
R137105,H4
R137106,H4
R137107,H4
R137108,H4
R137109,H4
R138100,H4
R138101,H4
R138102,H4
R138103,H4
R138104,H4
R138105,H4
R138106,H4
R138107,H4
R138108,H4
R138109,H4
R139100,H4
R139101,H4
R139102,H4
R139103,H4
R139104,H4
R139105,H4
R139106,H4
R139107,H4
R139108,H4
R139109,H4
R1311,H2+H4
R130119,H2+H4
R131110,H2+H4
R131111,H2+H4
R131112,H2+H4
R131116,H2+H4
R131117,H2+H4
R131118,H2+H4
R131119,H2+H4
R132110,H4
R132111,H4
R132112,H2+H4
R132113,H2+H4
R132114,H2+H4
R132115,H2+H4
R132116,H2+H4
R132117,H4
R132118,H4
R132119,H4
R133110,H4
R133111,H4
R133112,H4
R133113,H4
R133114,H4
R133115,H4
R133116,H4
R133117,H4
R133118,H4
R133119,H4
R134110,H4
R134111,H4
R134112,H4
R134113,H4
R134114,H4
R134115,H4
R134116,H4
R134117,H4
R134118,H4
R134119,H4
R135110,H4
R135111,H4
R135112,H4
R135113,H4
R135114,H4
R135115,H4
R135116,H4
R135117,H4
R135118,H4
R135119,H4
R136110,H4
R136111,H4
R136112,H4
R136113,H4
R136114,H4
R136115,H4
R136116,H4
R136117,H4
R136118,H4
R136119,H4
R137110,H4
R137111,H4
R137112,H4
R137113,H4
R137114,H4
R137115,H4
R137116,H4
R137117,H4
R137118,H4
R137119,H4
R138110,H4
R138111,H4
R138112,H4
R138113,H4
R138114,H4
R138115,H4
R138116,H4
R138117,H4
R138118,H4
R138119,H4
R139110,H4
R139111,H4
R139112,H4
R139113,H4
R139114,H4
R139115,H4
R139116,H4
R139117,H4
R139118,H4
R139119,H4
R11G,H2+H4
R1312,H2+H4
R130120,H2+H4
R130121,H2+H4
R130122,H2+H4
R131120,H4
R131121,H4
R131122,H2+H4
R132120,H4
R132121,H4
R132122,H2+H4
R132123,H2+H4
R133120,H4
R133121,H4
R133122,H4
R133123,H2+H4
R134120,H4
R134121,H4
R134122,H4
R134123,H2+H4
R134124,H2+H4
R135120,H4
R135121,H4
R135122,H4
R135123,H4
R135124,H2+H4
R136120,H4
R136121,H4
R136122,H4
R136123,H4
R136124,H2+H4
R136125,H2+H4
R137120,H4
R137121,H4
R137122,H4
R137123,H4
R137124,H4
R137125,H2+H4
R137126,H2+H4
R138120,H4
R138121,H4
R138122,H4
R138123,H4
R138124,H4
R138125,H4
R138126,H2+H4
R139120,H4
R139121,H4
R139122,H4
R139123,H4
R139124,H4
R139125,H4
R139126,H2+H4
R139127,H2+H4
R11K,H4
R11L,H2+H4
R1412,H2+H4
R140120,H4
R140121,H4
R140122,H4
R140123,H4
R140124,H4
R140125,H4
R140126,H4
R140127,H2+H4
R141120,H4
R141121,H4
R141122,H4
R141123,H4
R141124,H4
R141125,H4
R141126,H4
R141127,H2+H4
R141128,H2+H4
R142120,H4
R142121,H4
R142122,H4
R142123,H4
R142124,H4
R142125,H4
R142126,H4
R142127,H4
R142128,H2+H4
R143120,H4
R143121,H4
R143122,H4
R143123,H4
R143124,H4
R143125,H4
R143126,H4
R143127,H4
R143128,H2+H4
R143129,H2+H4
R144120,H4
R144121,H4
R144122,H4
R144123,H4
R144124,H4
R144125,H4
R144126,H4
R144127,H4
R144128,H4
R144129,H2+H4
R145120,H4
R145121,H4
R145122,H4
R145123,H4
R145124,H4
R145125,H4
R145126,H4
R145127,H4
R145128,H4
R145129,H2+H4
R146120,H4
R146121,H4
R146122,H4
R146123,H4
R146124,H4
R146125,H4
R146126,H4
R146127,H4
R146128,H4
R146129,H4
R147120,H4
R147121,H4
R147122,H4
R147123,H4
R147124,H4
R147125,H4
R147126,H4
R147127,H4
R147128,H4
R147129,H4
R148120,H4
R148121,H4
R148122,H4
R148123,H4
R148124,H4
R148125,H4
R148126,H4
R148127,H4
R148128,H4
R148129,H4
R149120,H4
R149121,H4
R149122,H4
R149123,H4
R149124,H4
R149125,H4
R149126,H4
R149127,H4
R149128,H4
R149129,H4
R1413,H2+H4
R145130,H2+H4
R146130,H2+H4
R147130,H2+H4
R147131,H2+H4
R148130,H4
R148131,H2+H4
R148132,H2+H4
R148133,H2+H4
R148134,H2+H4
R148135,H2+H4
R148136,H2+H4
R148137,H2+H4
R148138,H2+H4
R148139,H2+H4
R149130,H4
R149131,H4
R149132,H4
R149133,H4
R149134,H4
R149135,H4
R149136,H4
R149137,H4
R149138,H4
R149139,H4
R1512,H4
R1513,H4
R11M,H2+H4
R1414,H2+H4
R148140,H2+H4
R148141,H2+H4
R149140,H4
R149141,H2+H4
R149142,H2+H4
R149143,H2+H4
R149144,H2+H4
R149145,H2+H4
R1514,H2+H4
R150140,H4
R150141,H4
R150142,H4
R150143,H4
R150144,H4
R150145,H2+H4
R150146,H2+H4
R151140,H4
R151141,H4
R151142,H4
R151143,H4
R151144,H4
R151145,H4
R151146,H2+H4
R152140,H4
R152141,H4
R152142,H4
R152143,H4
R152144,H4
R152145,H4
R152146,H2+H4
R152147,H2+H4
R153140,H4
R153141,H4
R153142,H4
R153143,H4
R153144,H4
R153145,H4
R153146,H4
R153147,H2+H4
R154140,H4
R154141,H4
R154142,H4
R154143,H4
R154144,H4
R154145,H4
R154146,H4
R154147,H2+H4
R154148,H2+H4
R155140,H4
R155141,H4
R155142,H4
R155143,H4
R155144,H4
R155145,H4
R155146,H4
R155147,H4
R155148,H2+H4
R156140,H4
R156141,H4
R156142,H4
R156143,H4
R156144,H4
R156145,H4
R156146,H4
R156147,H4
R156148,H2+H4
R157140,H4
R157141,H4
R157142,H4
R157143,H4
R157144,H4
R157145,H4
R157146,H4
R157147,H4
R157148,H2+H4
R157149,H2+H4
R158140,H4
R158141,H4
R158142,H4
R158143,H4
R158144,H4
R158145,H4
R158146,H4
R158147,H4
R158148,H4
R158149,H2+H4
R159140,H4
R159141,H4
R159142,H4
R159143,H4
R159144,H4
R159145,H4
R159146,H4
R159147,H4
R159148,H4
R159149,H2+H4
R1515,H2+H4
R159150,H2+H4
R11Q,H4
R11R,H4
R11S,H2+H4
R1614,H2+H4
R160140,H4
R160141,H4
R160142,H4
R160143,H4
R160144,H4
R160145,H4
R160146,H4
R160147,H4
R160148,H4
R160149,H2+H4
R161140,H4
R161141,H4
R161142,H4
R161143,H4
R161144,H4
R161145,H4
R161146,H4
R161147,H4
R161148,H4
R161149,H2+H4
R162140,H4
R162141,H4
R162142,H4
R162143,H4
R162144,H4
R162145,H4
R162146,H4
R162147,H4
R162148,H4
R162149,H2+H4
R163140,H4
R163141,H4
R163142,H4
R163143,H4
R163144,H4
R163145,H4
R163146,H4
R163147,H4
R163148,H4
R163149,H2+H4
R164140,H4
R164141,H4
R164142,H4
R164143,H4
R164144,H4
R164145,H4
R164146,H4
R164147,H4
R164148,H4
R164149,H2+H4
R165140,H4
R165141,H4
R165142,H4
R165143,H4
R165144,H4
R165145,H4
R165146,H4
R165147,H4
R165148,H4
R165149,H2+H4
R166140,H4
R166141,H4
R166142,H4
R166143,H4
R166144,H4
R166145,H4
R166146,H4
R166147,H4
R166148,H4
R166149,H2+H4
R167140,H4
R167141,H4
R167142,H4
R167143,H4
R167144,H4
R167145,H4
R167146,H4
R167147,H4
R167148,H2+H4
R167149,H2+H4
R168140,H4
R168141,H4
R168142,H4
R168143,H4
R168144,H4
R168145,H4
R168146,H4
R168147,H4
R168148,H2+H4
R169140,H4
R169141,H4
R169142,H4
R169143,H4
R169144,H4
R169145,H4
R169146,H4
R169147,H4
R169148,H2+H4
R1615,H2+H4
R160150,H2+H4
R1714,H2+H4
R170140,H4
R170141,H4
R170142,H4
R170143,H4
R170144,H4
R170145,H4
R170146,H4
R170147,H4
R170148,H2+H4
R171140,H4
R171141,H4
R171142,H4
R171143,H4
R171144,H4
R171145,H4
R171146,H4
R171147,H4
R171148,H2+H4
R171149,H2+H4
R172140,H4
R172141,H4
R172142,H4
R172143,H4
R172144,H4
R172145,H4
R172146,H4
R172147,H4
R172148,H4
R172149,H4
R173140,H4
R173141,H4
R173142,H4
R173143,H4
R173144,H4
R173145,H4
R173146,H4
R173147,H4
R173148,H4
R173149,H4
R174140,H4
R174141,H4
R174142,H4
R174143,H4
R174144,H4
R174145,H4
R174146,H4
R174147,H4
R174148,H4
R174149,H4
R175140,H4
R175141,H4
R175142,H4
R175143,H4
R175144,H4
R175145,H4
R175146,H4
R175147,H4
R175148,H4
R175149,H4
R176140,H4
R176141,H4
R176142,H4
R176143,H4
R176144,H4
R176145,H4
R176146,H4
R176147,H4
R176148,H4
R176149,H4
R177140,H4
R177141,H4
R177142,H4
R177143,H4
R177144,H4
R177145,H4
R177146,H4
R177147,H4
R177148,H4
R177149,H4
R178140,H4
R178141,H4
R178142,H4
R178143,H4
R178144,H4
R178145,H4
R178146,H4
R178147,H4
R178148,H4
R178149,H4
R179140,H4
R179141,H4
R179142,H4
R179143,H4
R179144,H4
R179145,H4
R179146,H4
R179147,H4
R179148,H4
R179149,H4
R1715,H2+H4
R171150,H2+H4
R172150,H2+H4
R172151,H2+H4
R172152,H2+H4
R172153,H2+H4
R172154,H2+H4
R173150,H4
R173151,H4
R173152,H4
R173153,H4
R173154,H2+H4
R173155,H2+H4
R173156,H2+H4
R173157,H2+H4
R173158,H2+H4
R174150,H4
R174151,H4
R174152,H4
R174153,H4
R174154,H4
R174155,H4
R174156,H4
R174157,H4
R174158,H2+H4
R174159,H2+H4
R175150,H4
R175151,H4
R175152,H4
R175153,H4
R175154,H4
R175155,H4
R175156,H4
R175157,H4
R175158,H4
R175159,H4
R176150,H4
R176151,H4
R176152,H4
R176153,H4
R176154,H4
R176155,H4
R176156,H4
R176157,H4
R176158,H4
R176159,H4
R177150,H4
R177151,H4
R177152,H4
R177153,H4
R177154,H4
R177155,H4
R177156,H4
R177157,H4
R177158,H4
R177159,H4
R178150,H4
R178151,H4
R178152,H4
R178153,H4
R178154,H4
R178155,H4
R178156,H4
R178157,H4
R178158,H4
R178159,H4
R179150,H4
R179151,H4
R179152,H4
R179153,H4
R179154,H4
R179155,H4
R179156,H4
R179157,H4
R179158,H4
R179159,H4
R11T,H2+H4+H8
R1716,H2+H4+H8
R170165,H2+H4
R170166,H2+H4
R170167,H2+H4
R170168,H2+H4
R170169,H2+H4+H8
R171164,H2+H4
R171165,H2+H4
R171166,H4
R171167,H4
R171168,H4
R171169,H4+H8
R172162,H2+H4
R172163,H2+H4
R172164,H2+H4
R172165,H4
R172166,H4
R172167,H4
R172168,H4
R172169,H4
R173160,H2+H4
R173161,H2+H4
R173162,H2+H4
R173163,H4
R173164,H4
R173165,H4
R173166,H4
R173167,H4
R173168,H4
R173169,H4
R174160,H2+H4
R174161,H4
R174162,H4
R174163,H4
R174164,H4
R174165,H4
R174166,H4
R174167,H4
R174168,H4
R174169,H4
R175160,H4
R175161,H4
R175162,H4
R175163,H4
R175164,H4
R175165,H4
R175166,H4
R175167,H4
R175168,H4
R175169,H4
R176160,H4
R176161,H4
R176162,H4
R176163,H4
R176164,H4
R176165,H4
R176166,H4
R176167,H4
R176168,H4
R176169,H4
R177160,H4
R177161,H4
R177162,H4
R177163,H4
R177164,H4
R177165,H4
R177166,H4
R177167,H4
R177168,H4
R177169,H4
R178160,H4
R178161,H4
R178162,H4
R178163,H4
R178164,H4
R178165,H4
R178166,H4
R178167,H4
R178168,H4
R178169,H4
R179160,H4
R179161,H4
R179162,H4
R179163,H4
R179164,H4
R179165,H4
R179166,H4
R179167,H4
R179168,H4
R179169,H4
R1717,H4+H8
R171170,H4+H8
R171171,H4+H8
R171172,H4+H8
R171173,H4+H8
R171174,H4+H8
R172170,H4
R172171,H4
R172172,H4+H8
R172173,H4+H8
R172174,H4+H8
R172175,H4+H8
R173170,H4
R173171,H4
R173172,H4
R173173,H4
R173174,H4
R173175,H4+H8
R173176,H4+H8
R174170,H4
R174171,H4
R174172,H4
R174173,H4
R174174,H4
R174175,H4
R174176,H4+H8
R174177,H4+H8
R175170,H4
R175171,H4
R175172,H4
R175173,H4
R175174,H4
R175175,H4
R175176,H4
R175177,H4+H8
R175178,H4+H8
R176170,H4
R176171,H4
R176172,H4
R176173,H4
R176174,H4
R176175,H4
R176176,H4
R176177,H4
R176178,H4+H8
R177170,H4
R177171,H4
R177172,H4
R177173,H4
R177174,H4
R177175,H4
R177176,H4
R177177,H4
R177178,H4+H8
R177179,H4+H8
R178170,H4
R178171,H4
R178172,H4
R178173,H4
R178174,H4
R178175,H4
R178176,H4
R178177,H4
R178178,H4
R178179,H4+H8
R179170,H4
R179171,H4
R179172,H4
R179173,H4
R179174,H4
R179175,H4
R179176,H4
R179177,H4
R179178,H4
R179179,H4+H8
R11V,H4
R11W,H4
R11X,H4
R11Y,H4+H8
R1816,H4
R1817,H4+H8
R180170,H4
R180171,H4
R180172,H4
R180173,H4
R180174,H4
R180175,H4
R180176,H4
R180177,H4
R180178,H4
R180179,H4+H8
R181170,H4
R181171,H4
R181172,H4
R181173,H4
R181174,H4
R181175,H4
R181176,H4
R181177,H4
R181178,H4
R181179,H4+H8
R182170,H4
R182171,H4
R182172,H4
R182173,H4
R182174,H4
R182175,H4
R182176,H4
R182177,H4
R182178,H4
R182179,H4+H8
R183170,H4
R183171,H4
R183172,H4
R183173,H4
R183174,H4
R183175,H4
R183176,H4
R183177,H4
R183178,H4
R183179,H4+H8
R184170,H4
R184171,H4
R184172,H4
R184173,H4
R184174,H4
R184175,H4
R184176,H4
R184177,H4
R184178,H4
R184179,H4+H8
R185170,H4
R185171,H4
R185172,H4
R185173,H4
R185174,H4
R185175,H4
R185176,H4
R185177,H4
R185178,H4
R185179,H4+H8
R186170,H4
R186171,H4
R186172,H4
R186173,H4
R186174,H4
R186175,H4
R186176,H4
R186177,H4
R186178,H4
R186179,H4+H8
R187170,H4
R187171,H4
R187172,H4
R187173,H4
R187174,H4
R187175,H4
R187176,H4
R187177,H4
R187178,H4
R187179,H4
R188170,H4
R188171,H4
R188172,H4
R188173,H4
R188174,H4
R188175,H4
R188176,H4
R188177,H4
R188178,H4
R188179,H4
R189170,H4
R189171,H4
R189172,H4
R189173,H4
R189174,H4
R189175,H4
R189176,H4
R189177,H4
R189178,H4
R189179,H4
R1916,H4
R1917,H4
R11Z,H4+H8
R1818,H4+H8
R181180,H4+H8
R182180,H4+H8
R186180,H4+H8
R187180,H4+H8
R188180,H4+H8
R189180,H4+H8
R1918,H4+H8
R190180,H4+H8
R190181,H4+H8
R191180,H4
R191181,H4+H8
R192180,H4
R192181,H4+H8
R192182,H4+H8
R193180,H4
R193181,H4
R193182,H4+H8
R194180,H4
R194181,H4
R194182,H4+H8
R195180,H4
R195181,H4
R195182,H4+H8
R196180,H4
R196181,H4
R196182,H4+H8
R196183,H4+H8
R197180,H4
R197181,H4
R197182,H4
R197183,H4+H8
R198180,H4
R198181,H4
R198182,H4
R198183,H4+H8
R199180,H4
R199181,H4
R199182,H4
R199183,H4+H8
R199184,H4+H8
R199188,H4+H8
R199189,H4+H8
R1919,H4+H8
R198191,H4+H8
R198192,H4+H8
R199190,H4+H8
R199191,H4+H8
R199192,H4+H8
R199193,H4+H8
R20,H4
R21,H4+H8
R21SW,H4
R21NW,H4+H8
R21SE,H4
R21NE,H4+H8
R21A,H4
R21B,H4
R21C,H4
R21D,H4
R21E,H4+H8
R2018,H4+H8
R200180,H4
R200181,H4
R200182,H4
R200183,H4
R200184,H4+H8
R200185,H4+H8
R200186,H4+H8
R200187,H4+H8
R200188,H4+H8
R200189,H4
R201180,H4
R201181,H4
R201182,H4
R201183,H4
R201184,H4
R201185,H4
R201186,H4
R201187,H4
R201188,H4
R201189,H4
R202180,H4
R202181,H4
R202182,H4
R202183,H4
R202184,H4
R202185,H4
R202186,H4
R202187,H4
R202188,H4
R202189,H4
R203180,H4
R203181,H4
R203182,H4
