M,H0+H9+H10+H15+H16+H17+H18+H24+H25+H26+H27+H28+H29
M138702,H26
M138703,H26
M138704,H26
M138705,H26
M138706,H26
M138707,H26
M138708,H26
M138709,H26
M139700,H26
M139701,H26
M139702,H26
M139703,H26
M139704,H26
M139705,H26
M139706,H26
M139707,H26
M139708,H26
M139709,H26
M1371,H26+H27
M130710,H27
M130711,H27
M130712,H27
M130713,H27
M130714,H27
M130715,H27
M130716,H27
M130717,H27
M130718,H27
M130719,H27
M131710,H27
M131711,H27
M131712,H27
M131713,H27
M131714,H27
M131715,H27
M131716,H27
M131717,H27
M131718,H27
M131719,H27
M132710,H26+H27
M132711,H26+H27
M132712,H26+H27
M132713,H26+H27
M132714,H27
M132715,H27
M132716,H27
M132717,H27
M132718,H27
M132719,H27
M133710,H26
M133711,H26
M133712,H26
M133713,H26+H27
M133714,H26+H27
M133715,H26+H27
M133716,H26+H27
M133717,H26+H27
M133718,H26+H27
M133719,H26+H27
M134710,H26
M134711,H26
M134712,H26
M134713,H26
M134714,H26
M134715,H26
M134716,H26
M134717,H26
M134718,H26
M134719,H26
M135710,H26
M135711,H26
M135712,H26
M135713,H26
M135714,H26
M135715,H26
M135716,H26
M135717,H26
M135718,H26
M135719,H26
M136710,H26
M136711,H26
M136712,H26
M136713,H26
M136714,H26
M136715,H26
M136716,H26
M136717,H26
M136718,H26
M136719,H26
M137710,H26
M137711,H26
M137712,H26
M137713,H26
M137714,H26
M137715,H26
M137716,H26
M137717,H26
M137718,H26
M137719,H26
M138710,H26
M138711,H26
M138712,H26
M138713,H26
M138714,H26
M138715,H26
M138716,H26
M138717,H26
M138718,H26
M138719,H26
M139710,H26
M139711,H26
M139712,H26
M139713,H26
M139714,H26
M139715,H26
M139716,H26
M139717,H26
M139718,H26
M139719,H26
M17G,H26+H27
M1272,H27
M1273,H27
M1372,H26+H27
M130720,H27
M130721,H27
M130722,H27
M130723,H27
M130724,H27
M130725,H27
M130726,H27
M130727,H27
M130728,H27
M130729,H27
M131720,H27
M131721,H27
M131722,H27
M131723,H27
M131724,H27
M131725,H27
M131726,H27
M131727,H27
M131728,H27
M131729,H27
M132720,H27
M132721,H27
M132722,H27
M132723,H27
M132724,H27
M132725,H27
M132726,H27
M132727,H27
M132728,H27
M132729,H27
M133720,H26+H27
M133721,H26+H27
M133722,H26+H27
M133723,H27
M133724,H27
M133725,H27
M133726,H27
M133727,H27
M133728,H27
M133729,H27
M134720,H26
M134721,H26
M134722,H26+H27
M134723,H26+H27
M134724,H26+H27
M134725,H26+H27
M134726,H27
M134727,H27
M134728,H27
M134729,H27
M135720,H26
M135721,H26
M135722,H26
M135723,H26
M135724,H26
M135725,H26+H27
M135726,H26+H27
M135727,H26+H27
M135728,H26+H27
M135729,H27
M136720,H26
M136721,H26
M136722,H26
M136723,H26
M136724,H26
M136725,H26
M136726,H26
M136727,H26
M136728,H26+H27
M136729,H26+H27
M137720,H26
M137721,H26
M137722,H26
M137723,H26
M137724,H26
M137725,H26
M137726,H26
M137727,H26
M137728,H26
M137729,H26
M138720,H26
M138721,H26
M138722,H26
M138723,H26
M138724,H26
M138725,H26
M138726,H26
M138727,H26
M138728,H26
M138729,H26
M139720,H26
M139721,H26
M139722,H26
M139723,H26
M139724,H26
M139725,H26
M139726,H26
M139727,H26
M139728,H26
M139729,H26
M1373,H26+H27
M130730,H27
M130731,H27
M130732,H27
M130733,H27
M130734,H27
M130735,H27
M130736,H27
M130737,H27
M130738,H27
M130739,H27
M131730,H27
M131731,H27
M131732,H27
M131733,H27
M131734,H27
M131735,H27
M131736,H27
M131737,H27
M131738,H27
M131739,H27
M132730,H27
M132731,H27
M132732,H27
M132733,H27
M132734,H27
M132735,H27
M132736,H27
M132737,H27
M132738,H27
M132739,H27
M133730,H27
M133731,H27
M133732,H27
M133733,H27
M133734,H27
M133735,H27
M133736,H27
M133737,H27
M133738,H27
M133739,H27
M134730,H27
M134731,H27
M134732,H27
M134733,H27
M134734,H27
M134735,H27
M134736,H27
M134737,H27
M134738,H27
M134739,H27
M135730,H27
M135731,H27
M135732,H27
M135733,H27
M135734,H27
M135735,H27
M135736,H27
M135737,H27
M135738,H27
M135739,H27
M136730,H26+H27
M136731,H26+H27
M136732,H26+H27
M136733,H26+H27
M136734,H26+H27
M136735,H26+H27
M136736,H27
M136737,H27
M136738,H27
M136739,H27
M137730,H26
M137731,H26
M137732,H26
M137733,H26
M137734,H26
M137735,H26+H27
M137736,H26+H27
M137737,H27
M137738,H27
M137739,H27
M138730,H26
M138731,H26
M138732,H26
M138733,H26
M138734,H26
M138735,H26
M138736,H26+H27
M138737,H27
M138738,H27
M138739,H27
M139730,H26
M139731,H26
M139732,H26
M139733,H26
M139734,H26
M139735,H26+H27
M139736,H26+H27
M139737,H27
M139738,H27
M139739,H27
M17H,H27
M17I,H26+H27
M1276,H27
M1277,H27
M1376,H26+H27
M130760,H27
M130761,H27
M130762,H27
M130763,H27
M130764,H27
M130765,H27
M130766,H27
M130767,H27
M130768,H27
M130769,H27
M131760,H27
M131761,H27
M131762,H27
M131763,H27
M131764,H27
M131765,H27
M131766,H27
M131767,H27
M131768,H27
M131769,H27
M132760,H27
M132761,H27
M132762,H27
M132763,H27
M132764,H27
M132765,H27
M132766,H27
M132767,H27
M132768,H27
M132769,H27
M133760,H27
M133761,H27
M133762,H27
M133763,H27
M133764,H27
M133765,H27
M133766,H27
M133767,H27
M133768,H27
M133769,H27
M134760,H27
M134761,H27
M134762,H27
M134763,H27
M134764,H27
M134765,H27
M134766,H27
M134767,H27
M134768,H27
M134769,H27
M135760,H27
M135761,H27
M135762,H27
M135763,H27
M135764,H27
M135765,H27
M135766,H27
M135767,H27
M135768,H27
M135769,H27
M136760,H27
M136761,H27
M136762,H27
M136763,H27
M136764,H27
M136765,H27
M136766,H27
M136767,H27
M136768,H27
M136769,H27
M137760,H27
M137761,H27
M137762,H27
M137763,H27
M137764,H27
M137765,H27
M137766,H27
M137767,H27
M137768,H27
M137769,H27
M138760,H27
M138761,H27
M138762,H27
M138763,H27
M138764,H27
M138765,H27
M138766,H27
M138767,H27
M138768,H26+H27
M138769,H26+H27
M139760,H27
M139761,H27
M139762,H27
M139763,H27
M139764,H27
M139765,H27
M139766,H26+H27
M139767,H26+H27
M139768,H26+H27
M139769,H26
M1377,H26+H27
M130770,H27
M130771,H27
M130772,H27
M130773,H27
M130774,H27
M130775,H27
M130776,H27
M130777,H27
M130778,H27
M130779,H27
M131770,H27
M131771,H27
M131772,H27
M131773,H27
M131774,H27
M131775,H27
M131776,H27
M131777,H27
M131778,H27
M131779,H27
M132770,H27
M132771,H27
M132772,H27
M132773,H27
M132774,H27
M132775,H27
M132776,H27
M132777,H27
M132778,H27
M132779,H27
M133770,H27
M133771,H27
M133772,H27
M133773,H27
M133774,H27
M133775,H27
M133776,H27
M133777,H27
M133778,H27
M133779,H27
M134770,H27
M134771,H27
M134772,H27
M134773,H27
M134774,H26+H27
M134775,H26+H27
M134776,H26+H27
M134777,H26+H27
M134778,H26+H27
M134779,H26+H27
M135770,H27
M135771,H27
M135772,H27
M135773,H27
M135774,H26+H27
M135775,H26+H27
M135776,H26+H27
M135777,H26
M135778,H26
M135779,H26
M136770,H27
M136771,H27
M136772,H27
M136773,H26+H27
M136774,H26+H27
M136775,H26
M136776,H26
M136777,H26
M136778,H26
M136779,H26
M137770,H27
M137771,H26+H27
M137772,H26+H27
M137773,H26+H27
M137774,H26
M137775,H26
M137776,H26
M137777,H26
M137778,H26
M137779,H26
M138770,H26+H27
M138771,H26+H27
M138772,H26
M138773,H26
M138774,H26
M138775,H26
M138776,H26
M138777,H26
M138778,H26
M138779,H26
M139770,H26
M139771,H26
M139772,H26
M139773,H26
M139774,H26
M139775,H26
M139776,H26
M139777,H26
M139778,H26
M139779,H26
M17J,H26+H27
M1278,H27
M1279,H27
M1378,H26+H27
M130780,H27
M130781,H27
M130782,H27
M130783,H27
M130784,H27
M130785,H27
M130786,H27
M130787,H27
M130788,H27
M130789,H27
M131780,H27
M131781,H27
M131782,H27
M131783,H27
M131784,H27
M131785,H27
M131786,H27
M131787,H27
M131788,H27
M131789,H27
M132780,H27
M132781,H27
M132782,H27
M132783,H27
M132784,H27
M132785,H27
M132786,H26+H27
M132787,H26+H27
M132788,H26+H27
M132789,H26+H27
M133780,H27
M133781,H27
M133782,H27
M133783,H26+H27
M133784,H26+H27
M133785,H26+H27
M133786,H26+H27
M133787,H26
M133788,H26
M133789,H26
M134780,H26+H27
M134781,H26+H27
M134782,H26+H27
M134783,H26+H27
M134784,H26+H27
M134785,H26+H27
M134786,H26
M134787,H26
M134788,H26
M134789,H26
M135780,H26
M135781,H26
M135782,H26
M135783,H26
M135784,H26
M135785,H26
M135786,H26
M135787,H26
M135788,H26
M135789,H26
M136780,H26
M136781,H26
M136782,H26
M136783,H26
M136784,H26
M136785,H26
M136786,H26
M136787,H26
M136788,H26
M136789,H26
M137780,H26
M137781,H26
M137782,H26
M137783,H26
M137784,H26
M137785,H26
M137786,H26
M137787,H26
M137788,H26
M137789,H26
M138780,H26
M138781,H26
M138782,H26
M138783,H26
M138784,H26
M138785,H26
M138786,H26
M138787,H26
M138788,H26
M138789,H26
M139780,H26
M139781,H26
M139782,H26
M139783,H26
M139784,H26
M139785,H26
M139786,H26
M139787,H26
M139788,H26
M139789,H26
M1379,H26+H27
M130790,H27
M130791,H27
M130792,H27
M130793,H27
M130794,H27
M130795,H27
M130796,H27
M130797,H27
M130798,H27
M130799,H27
M131790,H27
M131791,H27
M131792,H27
M131793,H26+H27
M131794,H26+H27
M131795,H26+H27
M131796,H26+H27
M131797,H26+H27
M131798,H26+H27
M131799,H26+H27
M132790,H26+H27
M132791,H26+H27
M132792,H26+H27
M132793,H26+H27
M132794,H26
M132795,H26
M132796,H26
M132797,H26+H27
M132798,H26+H27
M132799,H26+H27
M133790,H26
M133791,H26
M133792,H26
M133793,H26
M133794,H26
M133795,H26
M133796,H26
M133797,H26
M133798,H26
M133799,H26
M134790,H26
M134791,H26
M134792,H26
M134793,H26
M134794,H26
M134795,H26
M134796,H26
M134797,H26
M134798,H26
M134799,H26
M135790,H26
M135791,H26
M135792,H26
M135793,H26
M135794,H26
M135795,H26
M135796,H26
M135797,H26
M135798,H26
M135799,H26
M136790,H26
M136791,H26
M136792,H26
M136793,H26
M136794,H26
M136795,H26
M136796,H26
M136797,H26
M136798,H26
M136799,H26
M137790,H26
M137791,H26
M137792,H26
M137793,H26
M137794,H26
M137795,H26
M137796,H26
M137797,H26
M137798,H26
M137799,H26
M138790,H26
M138791,H26
M138792,H26
M138793,H26
M138794,H26
M138795,H26
M138796,H26
M138797,H26
M138798,H26
M138799,H26
M139790,H26
M139791,H26
M139792,H26
M139793,H26
M139794,H26
M139795,H26
M139796,H26
M139797,H26
M139798,H26
M139799,H26
M17K,H26
M17L,H26+H27
M1472,H26
M1473,H26+H27
M140730,H26
M140731,H26
M140732,H26
M140733,H26
M140734,H26+H27
M140735,H26+H27
M140736,H27
M140737,H27
M140738,H27
M140739,H27
M141730,H26
M141731,H26
M141732,H26
M141733,H26
M141734,H26+H27
M141735,H27
M141736,H27
M141737,H27
M141738,H27
M141739,H27
M142730,H26
M142731,H26
M142732,H26
M142733,H26
M142734,H26+H27
M142735,H26+H27
M142736,H27
M142737,H27
M142738,H27
M142739,H27
M143730,H26
M143731,H26
M143732,H26
M143733,H26
M143734,H26
M143735,H26+H27
M143736,H26+H27
M143737,H27
M143738,H27
M143739,H27
M144730,H26
M144731,H26
M144732,H26
M144733,H26
M144734,H26
M144735,H26+H27
M144736,H26+H27
M144737,H27
M144738,H27
M144739,H27
M145730,H26
M145731,H26
M145732,H26
M145733,H26
M145734,H26
M145735,H26
M145736,H26+H27
M145737,H26+H27
M145738,H26+H27
M145739,H27
M146730,H26
M146731,H26
M146732,H26
M146733,H26
M146734,H26
M146735,H26
M146736,H26
M146737,H26
M146738,H26+H27
M146739,H26+H27
M147730,H26
M147731,H26
M147732,H26
M147733,H26
M147734,H26
M147735,H26
M147736,H26
M147737,H26
M147738,H26
M147739,H26+H27
M148730,H26
M148731,H26
M148732,H26
M148733,H26
M148734,H26
M148735,H26
M148736,H26
M148737,H26
M148738,H26
M148739,H26
M149730,H26
M149731,H26
M149732,H26
M149733,H26
M149734,H26
M149735,H26
M149736,H26
M149737,H26
M149738,H26
M149739,H26
M1572,H26
M1573,H26
M17M,H26+H27
M1474,H26+H27
M140740,H27
M140741,H27
M140742,H27
M140743,H27
M140744,H27
M140745,H27
M140746,H27
M140747,H27
M140748,H27
M140749,H27
M141740,H27
M141741,H27
M141742,H27
M141743,H27
M141744,H27
M141745,H27
M141746,H27
M141747,H27
M141748,H27
M141749,H27
M142740,H27
M142741,H27
M142742,H27
M142743,H27
M142744,H27
M142745,H27
M142746,H27
M142747,H27
M142748,H27
M142749,H27
M143740,H27
M143741,H27
M143742,H27
M143743,H27
M143744,H27
M143745,H27
M143746,H27
M143747,H27
M143748,H27
M143749,H27
M144740,H27
M144741,H27
M144742,H27
M144743,H27
M144744,H27
M144745,H27
M144746,H27
M144747,H27
M144748,H27
M144749,H27
M145740,H27
M145741,H26+H27
M145742,H26+H27
M145743,H26+H27
M145744,H26+H27
M145745,H26+H27
M145746,H26+H27
M145747,H26+H27
M145748,H26+H27
M145749,H26+H27
M146740,H27
M146741,H26+H27
M146742,H26+H27
M146743,H26
M146744,H26
M146745,H26
M146746,H26
M146747,H26
M146748,H26+H27
M146749,H26+H27
M147740,H26+H27
M147741,H26+H27
M147742,H26+H27
M147743,H26
M147744,H26
M147745,H26
M147746,H26
M147747,H26
M147748,H26
M147749,H26
M148740,H26
M148741,H26
M148742,H26
M148743,H26
M148744,H26
M148745,H26
M148746,H26
M148747,H26
M148748,H26
M148749,H26
M149740,H26
M149741,H26
M149742,H26
M149743,H26
M149744,H26
M149745,H26
M149746,H26
M149747,H26
M149748,H26
M149749,H26
M1475,H26+H27
M140750,H27
M140751,H27
M140752,H27
M140753,H27
M140754,H27
M140755,H27
M140756,H27
M140757,H27
M140758,H27
M140759,H27
M141750,H27
M141751,H27
M141752,H27
M141753,H27
M141754,H27
M141755,H27
M141756,H27
M141757,H27
M141758,H27
M141759,H27
M142750,H27
M142751,H27
M142752,H27
M142753,H27
M142754,H27
M142755,H27
M142756,H27
M142757,H27
M142758,H27
M142759,H27
M143750,H27
M143751,H27
M143752,H27
M143753,H27
M143754,H27
M143755,H27
M143756,H27
M143757,H26+H27
M143758,H26+H27
M143759,H26+H27
M144750,H27
M144751,H27
M144752,H27
M144753,H27
M144754,H27
M144755,H26+H27
M144756,H26+H27
M144757,H26+H27
M144758,H26
M144759,H26
M145750,H26+H27
M145751,H26+H27
M145752,H26+H27
M145753,H26+H27
M145754,H26+H27
M145755,H26+H27
M145756,H26
M145757,H26
M145758,H26
M145759,H26
M146750,H26
M146751,H26
M146752,H26
M146753,H26
M146754,H26
M146755,H26
M146756,H26
M146757,H26
M146758,H26
M146759,H26
M147750,H26
M147751,H26
M147752,H26
M147753,H26
M147754,H26
M147755,H26
M147756,H26
M147757,H26
M147758,H26
M147759,H26
M148750,H26
M148751,H26
M148752,H26
M148753,H26
M148754,H26
M148755,H26
M148756,H26
M148757,H26
M148758,H26
M148759,H26
M149750,H26
M149751,H26
M149752,H26
M149753,H26
M149754,H26
M149755,H26
M149756,H26
M149757,H26
M149758,H26
M149759,H26
M1574,H26
M1575,H26
M17N,H26+H27
M1476,H26+H27
M140760,H27
M140761,H27
M140762,H27
M140763,H26+H27
M140764,H26+H27
M140765,H26+H27
M140766,H26+H27
M140767,H26
M140768,H26
M140769,H26
M141760,H27
M141761,H27
M141762,H27
M141763,H26+H27
M141764,H26
M141765,H26
M141766,H26
M141767,H26
M141768,H26
M141769,H26
M142760,H26+H27
M142761,H26+H27
M142762,H26+H27
M142763,H26+H27
M142764,H26
M142765,H26
M142766,H26
M142767,H26
M142768,H26
M142769,H26
M143760,H26+H27
M143761,H26
M143762,H26
M143763,H26
M143764,H26
M143765,H26
M143766,H26
M143767,H26
M143768,H26
M143769,H26
M144760,H26
M144761,H26
M144762,H26
M144763,H26
M144764,H26
M144765,H26
M144766,H26
M144767,H26
M144768,H26
M144769,H26
M145760,H26
M145761,H26
M145762,H26
M145763,H26
M145764,H26
M145765,H26
M145766,H26
M145767,H26
M145768,H26
M145769,H26
M146760,H26
M146761,H26
M146762,H26
M146763,H26
M146764,H26
M146765,H26
M146766,H26
M146767,H26
M146768,H26
M146769,H26
M147760,H26
M147761,H26
M147762,H26
M147763,H26
M147764,H26
M147765,H26
M147766,H26
M147767,H26
M147768,H26
M147769,H26
M148760,H26
M148761,H26
M148762,H26
M148763,H26
M148764,H26
M148765,H26
M148766,H26
M148767,H26
M148768,H26
M148769,H26
M149760,H26
M149761,H26
M149762,H26
M149763,H26
M149764,H26
M149765,H26
M149766,H26
M149767,H26
M149768,H26
M149769,H26
M1477,H26
M1576,H26
M1577,H26
M17P,H26
M17Q,H26
M17R,H26
M17S,H26
M17T,H26
M17U,H26
M17V,H26
M17W,H26
M17X,H26
M17Y,H26
M17Z,H26
M18,H26+H27
M18SW,H26+H27
M18NW,H26+H27
M18SE,H26+H27
M18NE,H26+H27
M18A,H27
M18B,H27
M18C,H27
M18D,H27
M18E,H27
M18F,H26+H27
M1280,H27
M1281,H27
M1380,H26+H27
M130800,H27
M130801,H27
M130802,H27
M130803,H27
M130804,H27
M130805,H27
M130806,H27
M130807,H27
M130808,H27
M130809,H27
M131800,H26+H27
M131801,H26+H27
M131802,H26+H27
M131803,H27
M131804,H27
M131805,H27
M131806,H27
M131807,H27
M131808,H27
M131809,H27
M132800,H26
M132801,H26
M132802,H26+H27
M132803,H26+H27
M132804,H27
M132805,H27
M132806,H27
M132807,H27
M132808,H27
M132809,H27
M133800,H26
M133801,H26
M133802,H26
M133803,H26+H27
M133804,H26+H27
M133805,H26+H27
M133806,H26+H27
M133807,H26+H27
M133808,H27
M133809,H27
M134800,H26
M134801,H26
M134802,H26
M134803,H26
M134804,H26
M134805,H26
M134806,H26
M134807,H26+H27
M134808,H26+H27
M134809,H26+H27
M135800,H26
M135801,H26
M135802,H26
M135803,H26
M135804,H26
M135805,H26
M135806,H26
M135807,H26
M135808,H26
M135809,H26
M136800,H26
M136801,H26
M136802,H26
M136803,H26
M136804,H26
M136805,H26
M136806,H26
M136807,H26
M136808,H26
M136809,H26
M137800,H26
M137801,H26
M137802,H26
M137803,H26
M137804,H26
M137805,H26
M137806,H26
M137807,H26
M137808,H26
M137809,H26
M138800,H26
M138801,H26
M138802,H26
M138803,H26
M138804,H26
M138805,H26
M138806,H26
M138807,H26
M138808,H26
M138809,H26
M139800,H26
M139801,H26
M139802,H26
M139803,H26
M139804,H26
M139805,H26
M139806,H26
M139807,H26
M139808,H26
M139809,H26
M1381,H26+H27
M130810,H27
M130811,H27
M130812,H27
M130813,H27
M130814,H27
M130815,H27
M130816,H27
M130817,H27
M130818,H27
M130819,H27
M131810,H27
M131811,H27
M131812,H27
M131813,H27
M131814,H27
M131815,H27
M131816,H27
M131817,H27
M131818,H27
M131819,H27
M132810,H27
M132811,H27
M132812,H27
M132813,H27
M132814,H27
M132815,H27
M132816,H27
M132817,H27
M132818,H27
M132819,H27
M133810,H27
M133811,H27
M133812,H27
M133813,H27
M133814,H27
M133815,H27
M133816,H27
M133817,H27
M133818,H27
M133819,H27
M134810,H26+H27
M134811,H26+H27
M134812,H27
M134813,H27
M134814,H27
M134815,H27
M134816,H27
M134817,H27
M134818,H27
M134819,H27
M135810,H26
M135811,H26+H27
M135812,H26+H27
M135813,H27
M135814,H27
M135815,H27
M135816,H27
M135817,H27
M135818,H27
M135819,H27
M136810,H26
M136811,H26
M136812,H26+H27
M136813,H26+H27
M136814,H26+H27
M136815,H26+H27
M136816,H26+H27
M136817,H26+H27
M136818,H26+H27
M136819,H26+H27
M137810,H26
M137811,H26
M137812,H26
M137813,H26
M137814,H26
M137815,H26
M137816,H26
M137817,H26
M137818,H26
M137819,H26
M138810,H26
M138811,H26
M138812,H26
M138813,H26
M138814,H26
M138815,H26
M138816,H26
M138817,H26
M138818,H26
M138819,H26
M139810,H26
M139811,H26
M139812,H26
M139813,H26
M139814,H26
M139815,H26
M139816,H26
M139817,H26
M139818,H26
M139819,H26
M18G,H26+H27
M1282,H27
M1283,H27
M1382,H26+H27
M130820,H27
M130821,H27
M130822,H27
M130823,H27
M130824,H27
M130825,H27
M130826,H27
M130827,H27
M130828,H27
M130829,H27
M131820,H27
M131821,H27
M131822,H27
M131823,H27
M131824,H26+H27
M131825,H26+H27
M131826,H26+H27
M131827,H26+H27
M131828,H26+H27
M131829,H27
M132820,H27
M132821,H27
M132822,H27
M132823,H27
M132824,H26+H27
M132825,H26
M132826,H26
M132827,H26
M132828,H26+H27
M132829,H26+H27
M133820,H27
M133821,H27
M133822,H26+H27
M133823,H26+H27
M133824,H26+H27
M133825,H26
M133826,H26
M133827,H26
M133828,H26
M133829,H26+H27
M134820,H27
M134821,H26+H27
M134822,H26+H27
M134823,H26
M134824,H26
M134825,H26
M134826,H26
M134827,H26
M134828,H26
M134829,H26
M135820,H27
M135821,H26+H27
M135822,H26+H27
M135823,H26
M135824,H26
M135825,H26
M135826,H26
M135827,H26
M135828,H26
M135829,H26
M136820,H26+H27
M136821,H26+H27
M136822,H26
M136823,H26
M136824,H26
M136825,H26
M136826,H26
M136827,H26
M136828,H26
M136829,H26
M137820,H26
M137821,H26
M137822,H26
M137823,H26
M137824,H26
M137825,H26
M137826,H26
M137827,H26
M137828,H26
M137829,H26
M138820,H26
M138821,H26
M138822,H26
M138823,H26
M138824,H26
M138825,H26
M138826,H26
M138827,H26
M138828,H26
M138829,H26
M139820,H26
M139821,H26
M139822,H26
M139823,H26
M139824,H26
M139825,H26
M139826,H26
M139827,H26
M139828,H26
M139829,H26
M1383,H26+H27
M130830,H27
M130831,H27
M130832,H27
M130833,H27
M130834,H27
M130835,H27
M130836,H27
M130837,H27
M130838,H27
M130839,H27
M131830,H27
M131831,H27
M131832,H27
M131833,H27
M131834,H27
M131835,H27
M131836,H27
M131837,H27
M131838,H27
M131839,H27
M132830,H27
M132831,H27
M132832,H27
M132833,H27
M132834,H27
M132835,H27
M132836,H27
M132837,H27
M132838,H27
M132839,H27
M133830,H26+H27
M133831,H26+H27
M133832,H27
M133833,H27
M133834,H27
M133835,H27
M133836,H27
M133837,H27
M133838,H27
M133839,H27
M134830,H26
M134831,H26+H27
M134832,H26+H27
M134833,H26+H27
M134834,H26+H27
M134835,H26+H27
M134836,H27
M134837,H27
M134838,H27
M134839,H27
M135830,H26
M135831,H26
M135832,H26
M135833,H26
M135834,H26
M135835,H26+H27
M135836,H26+H27
M135837,H27
M135838,H27
M135839,H27
M136830,H26
M136831,H26
M136832,H26
M136833,H26
M136834,H26
M136835,H26
M136836,H26+H27
M136837,H27
M136838,H27
M136839,H27
M137830,H26
M137831,H26
M137832,H26
M137833,H26
M137834,H26
M137835,H26
M137836,H26+H27
M137837,H26+H27
M137838,H27
M137839,H27
M138830,H26
M138831,H26
M138832,H26
M138833,H26
M138834,H26
M138835,H26
M138836,H26
M138837,H26+H27
M138838,H27
M138839,H27
M139830,H26
M139831,H26
M139832,H26
M139833,H26
M139834,H26
M139835,H26
M139836,H26
M139837,H26+H27
M139838,H27
M139839,H27
M18H,H27
M18I,H27
M18J,H27
M18K,H26
M18L,H26+H27
M1482,H26
M1483,H26+H27
M140830,H26
M140831,H26
M140832,H26
M140833,H26
M140834,H26
M140835,H26
M140836,H26
M140837,H26+H27
M140838,H27
M140839,H27
M141830,H26
M141831,H26
M141832,H26
M141833,H26
M141834,H26
M141835,H26
M141836,H26
M141837,H26+H27
M141838,H27
M141839,H27
M142830,H26
M142831,H26
M142832,H26
M142833,H26
M142834,H26
M142835,H26
M142836,H26
M142837,H26+H27
M142838,H27
M142839,H27
M143830,H26
M143831,H26
M143832,H26
M143833,H26
M143834,H26
M143835,H26
M143836,H26
M143837,H26+H27
M143838,H26+H27
M143839,H27
M144830,H26
M144831,H26
M144832,H26
M144833,H26
M144834,H26
M144835,H26
M144836,H26
M144837,H26
M144838,H26+H27
M144839,H26+H27
M145830,H26
M145831,H26
M145832,H26
M145833,H26
M145834,H26
M145835,H26
M145836,H26
M145837,H26
M145838,H26
M145839,H26+H27
M146830,H26
M146831,H26
M146832,H26
M146833,H26
M146834,H26
M146835,H26
M146836,H26
M146837,H26
M146838,H26
M146839,H26
M147830,H26
M147831,H26
M147832,H26
M147833,H26
M147834,H26
M147835,H26
M147836,H26
M147837,H26
M147838,H26
M147839,H26
M148830,H26
M148831,H26
M148832,H26
M148833,H26
M148834,H26
M148835,H26
M148836,H26
M148837,H26
M148838,H26
M148839,H26
M149830,H26
M149831,H26
M149832,H26
M149833,H26
M149834,H26
M149835,H26
M149836,H26
M149837,H26
M149838,H26
M149839,H26
M1582,H26
M1583,H26+H27
M150830,H26
M150831,H26
M150832,H26
M150833,H26
M150834,H26
M150835,H26
M150836,H26
M150837,H26
M150838,H26+H27
M150839,H26+H27
M151830,H26
M151831,H26
M151832,H26
M151833,H26
M151834,H26
M151835,H26
M151836,H26
M151837,H26+H27
M151838,H26+H27
M151839,H27
M152830,H26
M152831,H26
M152832,H26
M152833,H26
M152834,H26
M152835,H26
M152836,H26
M152837,H26
M152838,H26+H27
M152839,H27
M153830,H26
M153831,H26
M153832,H26
M153833,H26
M153834,H26
M153835,H26
M153836,H26
M153837,H26
M153838,H26+H27
M153839,H26+H27
M154830,H26
M154831,H26
M154832,H26
M154833,H26
M154834,H26
M154835,H26
M154836,H26
M154837,H26
M154838,H26
M154839,H26
M155830,H26
M155831,H26
M155832,H26
M155833,H26
M155834,H26
M155835,H26
M155836,H26
M155837,H26
M155838,H26
M155839,H26
M156830,H26
M156831,H26
M156832,H26
M156833,H26
M156834,H26
M156835,H26
M156836,H26
M156837,H26
M156838,H26
M156839,H26
M157830,H26
M157831,H26
M157832,H26
M157833,H26
M157834,H26
M157835,H26
M157836,H26
M157837,H26
M157838,H26
M157839,H26
M158830,H26
M158831,H26
M158832,H26
M158833,H26
M158834,H26
M158835,H26
M158836,H26
M158837,H26
M158838,H26
M158839,H26
M159830,H26
M159831,H26
M159832,H26
M159833,H26
M159834,H26
M159835,H26
M159836,H26
M159837,H26
M159838,H26
M159839,H26
M18M,H26+H27
M1484,H26+H27
M140840,H27
M140841,H27
M140842,H27
M140843,H27
M140844,H27
M140845,H27
M140846,H27
M140847,H27
M140848,H27
M140849,H27
M141840,H27
M141841,H27
M141842,H27
M141843,H27
M141844,H27
M141845,H27
M141846,H27
M141847,H27
M141848,H27
M141849,H27
M142840,H27
M142841,H27
M142842,H27
M142843,H27
M142844,H27
M142845,H27
M142846,H27
M142847,H27
M142848,H27
M142849,H27
M143840,H27
M143841,H27
M143842,H27
M143843,H27
M143844,H27
M143845,H27
M143846,H27
M143847,H27
M143848,H27
M143849,H27
M144840,H27
M144841,H27
M144842,H27
M144843,H27
M144844,H27
M144845,H27
M144846,H27
M144847,H27
M144848,H27
M144849,H27
M145840,H26+H27
M145841,H27
M145842,H27
M145843,H27
M145844,H27
M145845,H27
M145846,H27
M145847,H27
M145848,H27
M145849,H27
M146840,H26+H27
M146841,H26+H27
M146842,H27
M146843,H27
M146844,H27
M146845,H27
M146846,H27
M146847,H27
M146848,H27
M146849,H27
M147840,H26
M147841,H26+H27
M147842,H26+H27
M147843,H27
M147844,H27
M147845,H27
M147846,H27
M147847,H27
M147848,H27
M147849,H27
M148840,H26
M148841,H26
M148842,H26+H27
M148843,H27
M148844,H27
M148845,H27
M148846,H27
M148847,H27
M148848,H27
M148849,H27
M149840,H26
M149841,H26
M149842,H26+H27
