S,H0+H6+H7+H10+H11+H12+H13+H14+H18+H19+H20
S918681,H20
S918682,H20
S918683,H20
S918684,H20
S918685,H20
S918686,H20
S918687,H20
S918688,H20
S918689,H20
S919680,H20
S919681,H20
S919682,H20
S919683,H20
S919684,H20
S919685,H20
S919686,H20
S919687,H20
S919688,H20
S919689,H20
S9169,H20
S96F,H12+H13
S9260,H12
S9261,H12+H13
S920610,H12
S920611,H12
S920612,H12
S920613,H12
S920614,H12+H13
S920615,H12+H13
S920616,H13
S920617,H13
S920618,H13
S920619,H13
S921610,H12
S921611,H12
S921612,H12
S921613,H12
S921614,H12+H13
S921615,H13
S921616,H13
S921617,H13
S921618,H13
S921619,H13
S922610,H12
S922611,H12
S922612,H12
S922613,H12
S922614,H12+H13
S922615,H12+H13
S922616,H13
S922617,H13
S922618,H13
S922619,H13
S923610,H12
S923611,H12
S923612,H12
S923613,H12
S923614,H12
S923615,H12+H13
S923616,H12+H13
S923617,H13
S923618,H13
S923619,H12+H13
S924610,H12
S924611,H12
S924612,H12
S924613,H12
S924614,H12
S924615,H12
S924616,H12+H13
S924617,H12+H13
S924618,H12+H13
S924619,H12+H13
S925610,H12
S925611,H12
S925612,H12
S925613,H12
S925614,H12
S925615,H12
S925616,H12
S925617,H12
S925618,H12
S925619,H12
S926610,H12
S926611,H12
S926612,H12
S926613,H12
S926614,H12
S926615,H12
S926616,H12
S926617,H12
S926618,H12
S926619,H12
S927610,H12
S927611,H12
S927612,H12
S927613,H12
S927614,H12
S927615,H12
S927616,H12
S927617,H12
S927618,H12
S927619,H12
S928610,H12
S928611,H12
S928612,H12
S928613,H12
S928614,H12
S928615,H12
S928616,H12
S928617,H12
S928618,H12
S928619,H12
S929610,H12
S929611,H12
S929612,H12
S929613,H12
S929614,H12
S929615,H12
S929616,H12
S929617,H12
S929618,H12
S929619,H12
S9360,H12
S9361,H12
S96G,H12+H13+H20
S9262,H12+H13
S920620,H13
S920621,H13
S920622,H13
S920623,H13
S920624,H13
S920625,H13
S920626,H13
S920627,H13
S920628,H13
S920629,H13
S921620,H13
S921621,H13
S921622,H13
S921623,H13
S921624,H13
S921625,H13
S921626,H13
S921627,H13
S921628,H13
S921629,H13
S922620,H13
S922621,H13
S922622,H13
S922623,H13
S922624,H13
S922625,H13
S922626,H13
S922627,H13
S922628,H13
S922629,H13
S923620,H12+H13
S923621,H12+H13
S923622,H12+H13
S923623,H13
S923624,H13
S923625,H13
S923626,H13
S923627,H13
S923628,H13
S923629,H13
S924620,H12
S924621,H12
S924622,H12+H13
S924623,H12+H13
S924624,H13
S924625,H13
S924626,H13
S924627,H13
S924628,H13
S924629,H13
S925620,H12
S925621,H12
S925622,H12
S925623,H12+H13
S925624,H12+H13
S925625,H13
S925626,H13
S925627,H13
S925628,H13
S925629,H13
S926620,H12
S926621,H12
S926622,H12
S926623,H12
S926624,H12+H13
S926625,H13
S926626,H13
S926627,H13
S926628,H13
S926629,H13
S927620,H12
S927621,H12
S927622,H12
S927623,H12
S927624,H12+H13
S927625,H13
S927626,H13
S927627,H13
S927628,H13
S927629,H13
S928620,H12
S928621,H12
S928622,H12
S928623,H12
S928624,H12+H13
S928625,H12+H13
S928626,H12+H13
S928627,H13
S928628,H13
S928629,H13
S929620,H12
S929621,H12
S929622,H12
S929623,H12
S929624,H12
S929625,H12
S929626,H12+H13
S929627,H12+H13
S929628,H13
S929629,H13
S9263,H13+H20
S920630,H13
S920631,H13
S920632,H13
S920633,H13
S920634,H13
S920635,H13
S920636,H13
S920637,H13
S920638,H13
S920639,H13
S921630,H13
S921631,H13
S921632,H13
S921633,H13
S921634,H13
S921635,H13
S921636,H13
S921637,H13
S921638,H13
S921639,H13
S922630,H13
S922631,H13
S922632,H13
S922633,H13
S922634,H13
S922635,H13
S922636,H13
S922637,H13
S922638,H13
S922639,H13
S923630,H13
S923631,H13
S923632,H13
S923633,H13
S923634,H13
S923635,H13
S923636,H13
S923637,H13
S923638,H13
S923639,H13
S924630,H13
S924631,H13
S924632,H13
S924633,H13
S924634,H13
S924635,H13
S924636,H13
S924637,H13
S924638,H13
S924639,H13
S925630,H13
S925631,H13
S925632,H13
S925633,H13
S925634,H13
S925635,H13
S925636,H13
S925637,H13
S925638,H13
S925639,H13
S926630,H13
S926631,H13
S926632,H13
S926633,H13
S926634,H13
S926635,H13
S926636,H13
S926637,H13
S926638,H13
S926639,H13
S927630,H13
S927631,H13
S927632,H13
S927633,H13
S927634,H13
S927635,H13
S927636,H13
S927637,H13
S927638,H13
S927639,H13
S928630,H13
S928631,H13
S928632,H13
S928633,H13
S928634,H13
S928635,H13
S928636,H13
S928637,H13
S928638,H13
S928639,H13
S929630,H13
S929631,H13
S929632,H13
S929633,H13
S929634,H13
S929635,H13
S929636,H13
S929637,H13
S929638,H13
S929639,H13+H20
S9362,H12+H13+H20
S930620,H12
S930621,H12
S930622,H12
S930623,H12
S930624,H12
S930625,H12
S930626,H12
S930627,H12+H13
S930628,H13
S930629,H13
S931620,H12
S931621,H12
S931622,H12
S931623,H12
S931624,H12
S931625,H12
S931626,H12
S931627,H12+H13
S931628,H13
S931629,H13
S932620,H12
S932621,H12
S932622,H12
S932623,H12
S932624,H12
S932625,H12
S932626,H12
S932627,H12+H13
S932628,H13+H20
S932629,H13
S933620,H12
S933621,H12
S933622,H12
S933623,H12
S933624,H12
S933625,H12
S933626,H12
S933627,H12+H13+H20
S933628,H12+H13+H20
S933629,H13+H20
S934620,H12
S934621,H12
S934622,H12
S934623,H12
S934624,H12
S934625,H12
S934626,H12
S934627,H12
S934628,H12+H20
S934629,H12+H20
S935620,H12
S935621,H12
S935622,H12
S935623,H12
S935624,H12
S935625,H12
S935626,H12
S935627,H12
S935628,H12
S935629,H12+H20
S936620,H12
S936621,H12
S936622,H12
S936623,H12
S936624,H12
S936625,H12
S936626,H12
S936627,H12
S936628,H12
S936629,H12
S937620,H12
S937621,H12
S937622,H12
S937623,H12
S937624,H12
S937625,H12
S937626,H12
S937627,H12
S937628,H12
S937629,H12
S938620,H12
S938621,H12
S938622,H12
S938623,H12
S938624,H12
S938625,H12
S938626,H12
S938627,H12
S938628,H12
S938629,H12
S939620,H12
S939621,H12
S939622,H12
S939623,H12
S939624,H12
S939625,H12
S939626,H12
S939627,H12
S939628,H12
S939629,H12
S9363,H12+H13+H20
S930630,H13
S930631,H13
S930632,H13
S930633,H13
S930634,H13
S930635,H13
S930636,H13
S930637,H13
S930638,H13+H20
S930639,H13+H20
S931630,H13
S931631,H13
S931632,H13
S931633,H13
S931634,H13
S931635,H13
S931636,H13+H20
S931637,H13+H20
S931638,H13+H20
S931639,H20
S932630,H13
S932631,H13
S932632,H13
S932633,H13
S932634,H13+H20
S932635,H13+H20
S932636,H13+H20
S932637,H20
S932638,H20
S932639,H20
S933630,H13+H20
S933631,H13+H20
S933632,H13+H20
S933633,H13+H20
S933634,H13+H20
S933635,H20
S933636,H20
S933637,H20
S933638,H20
S933639,H20
S934630,H20
S934631,H20
S934632,H13+H20
S934633,H13+H20
S934634,H20
S934635,H20
S934636,H20
S934637,H20
S934638,H20
S934639,H20
S935630,H12+H20
S935631,H20
S935632,H12+H20
S935633,H12+H20
S935634,H20
S935635,H20
S935636,H20
S935637,H20
S935638,H20
S935639,H20
S936630,H12+H20
S936631,H12+H20
S936632,H12+H20
S936633,H12+H20
S936634,H20
S936635,H20
S936636,H20
S936637,H20
S936638,H20
S936639,H20
S937630,H12
S937631,H12
S937632,H12
S937633,H12+H20
S937634,H20
S937635,H20
S937636,H20
S937637,H20
S937638,H20
S937639,H20
S938630,H12
S938631,H12
S938632,H12
S938633,H12+H20
S938634,H20
S938635,H20
S938636,H20
S938637,H20
S938638,H20
S938639,H20
S939630,H12
S939631,H12
S939632,H12+H20
S939633,H12+H20
S939634,H20
S939635,H20
S939636,H20
S939637,H20
S939638,H20
S939639,H20
S96H,H13+H20
S9264,H13+H20
S920640,H13
S920641,H13
S920642,H13
S920643,H13
S920644,H13
S920645,H13
S920646,H13
S920647,H13
S920648,H13
S920649,H13
S921640,H13
S921641,H13
S921642,H13
S921643,H13
S921644,H13
S921645,H13
S921646,H13
S921647,H13
S921648,H13
S921649,H13
S922640,H13
S922641,H13
S922642,H13
S922643,H13
S922644,H13
S922645,H13
S922646,H13
S922647,H13
S922648,H13
S922649,H13
S923640,H13
S923641,H13
S923642,H13
S923643,H13
S923644,H13
S923645,H13
S923646,H13
S923647,H13
S923648,H13
S923649,H13
S924640,H13
S924641,H13
S924642,H13
S924643,H13
S924644,H13
S924645,H13
S924646,H13
S924647,H13
S924648,H13
S924649,H13
S925640,H13
S925641,H13
S925642,H13
S925643,H13
S925644,H13
S925645,H13
S925646,H13
S925647,H13
S925648,H13+H20
S925649,H13+H20
S926640,H13
S926641,H13
S926642,H13
S926643,H13
S926644,H13
S926645,H13
S926646,H13+H20
S926647,H13+H20
S926648,H13+H20
S926649,H20
S927640,H13
S927641,H13
S927642,H13
S927643,H13
S927644,H13
S927645,H13+H20
S927646,H13+H20
S927647,H20
S927648,H20
S927649,H20
S928640,H13
S928641,H13
S928642,H13
S928643,H13
S928644,H13+H20
S928645,H13+H20
S928646,H20
S928647,H20
S928648,H20
S928649,H20
S929640,H13+H20
S929641,H13+H20
S929642,H13+H20
S929643,H13+H20
S929644,H13+H20
S929645,H20
S929646,H20
S929647,H20
S929648,H20
S929649,H20
S9265,H13+H20
S920650,H13
S920651,H13
S920652,H13
S920653,H13
S920654,H13
S920655,H13+H20
S920656,H13+H20
S920657,H13+H20
S920658,H20
S920659,H20
S921650,H13
S921651,H13
S921652,H13
S921653,H13
S921654,H13+H20
S921655,H13+H20
S921656,H20
S921657,H20
S921658,H20
S921659,H20
S922650,H13
S922651,H13
S922652,H13
S922653,H13+H20
S922654,H13+H20
S922655,H20
S922656,H20
S922657,H20
S922658,H20
S922659,H20
S923650,H13
S923651,H13
S923652,H13+H20
S923653,H13+H20
S923654,H20
S923655,H20
S923656,H20
S923657,H20
S923658,H20
S923659,H20
S924650,H13+H20
S924651,H13+H20
S924652,H13+H20
S924653,H20
S924654,H20
S924655,H20
S924656,H20
S924657,H20
S924658,H20
S924659,H20
S925650,H13+H20
S925651,H20
S925652,H20
S925653,H20
S925654,H20
S925655,H20
S925656,H20
S925657,H20
S925658,H20
S925659,H20
S926650,H20
S926651,H20
S926652,H20
S926653,H20
S926654,H20
S926655,H20
S926656,H20
S926657,H20
S926658,H20
S926659,H20
S927650,H20
S927651,H20
S927652,H20
S927653,H20
S927654,H20
S927655,H20
S927656,H20
S927657,H20
S927658,H20
S927659,H20
S928650,H20
S928651,H20
S928652,H20
S928653,H20
S928654,H20
S928655,H20
S928656,H20
S928657,H20
S928658,H20
S928659,H20
S929650,H20
S929651,H20
S929652,H20
S929653,H20
S929654,H20
S929655,H20
S929656,H20
S929657,H20
S929658,H20
S929659,H20
S9364,H20
S9365,H20
S96I,H20
S96J,H20
S96K,H12+H20
S9460,H12
S9461,H12
S9560,H12
S9561,H12+H20
S950610,H12
S950611,H12
S950612,H12
S950613,H12
S950614,H12
S950615,H12
S950616,H12
S950617,H12
S950618,H12
S950619,H12
S951610,H12
S951611,H12
S951612,H12
S951613,H12
S951614,H12
S951615,H12
S951616,H12
S951617,H12
S951618,H12
S951619,H12
S952610,H12
S952611,H12
S952612,H12
S952613,H12
S952614,H12
S952615,H12
S952616,H12
S952617,H12
S952618,H12
S952619,H12+H20
S953610,H12
S953611,H12
S953612,H12
S953613,H12
S953614,H12
S953615,H12
S953616,H12
S953617,H12
S953618,H12
S953619,H12+H20
S954610,H12
S954611,H12
S954612,H12
S954613,H12
S954614,H12
S954615,H12
S954616,H12
S954617,H12
S954618,H12
S954619,H12+H20
S955610,H12
S955611,H12
S955612,H12
S955613,H12
S955614,H12
S955615,H12
S955616,H12
S955617,H12
S955618,H12
S955619,H12+H20
S956610,H12
S956611,H12
S956612,H12
S956613,H12
S956614,H12
S956615,H12
S956616,H12
S956617,H12
S956618,H12
S956619,H12+H20
S957610,H12
S957611,H12
S957612,H12
S957613,H12
S957614,H12
S957615,H12
S957616,H12
S957617,H12
S957618,H12
S957619,H12
S958610,H12
S958611,H12
S958612,H12
S958613,H12
S958614,H12
S958615,H12
S958616,H12
S958617,H12
S958618,H12
S958619,H12
S959610,H12
S959611,H12
S959612,H12
S959613,H12
S959614,H12
S959615,H12
S959616,H12
S959617,H12
S959618,H12
S959619,H12
S96L,H12+H20
S9462,H12+H20
S940620,H12
S940621,H12
S940622,H12
S940623,H12
S940624,H12
S940625,H12
S940626,H12
S940627,H12
S940628,H12
S940629,H12
S941620,H12
S941621,H12
S941622,H12
S941623,H12
S941624,H12
S941625,H12
S941626,H12
S941627,H12
S941628,H12
S941629,H12
S942620,H12
S942621,H12
S942622,H12
S942623,H12
S942624,H12
S942625,H12
S942626,H12
S942627,H12
S942628,H12
S942629,H12+H20
S943620,H12
S943621,H12
S943622,H12
S943623,H12
S943624,H12
S943625,H12
S943626,H12
S943627,H12
S943628,H12
S943629,H12+H20
S944620,H12
S944621,H12
S944622,H12
S944623,H12
S944624,H12
S944625,H12
S944626,H12
S944627,H12
S944628,H12
S944629,H12+H20
S945620,H12
S945621,H12
S945622,H12
S945623,H12
S945624,H12
S945625,H12
S945626,H12
S945627,H12
S945628,H12
S945629,H12+H20
S946620,H12
S946621,H12
S946622,H12
S946623,H12
S946624,H12
S946625,H12
S946626,H12
S946627,H12
S946628,H12
S946629,H12+H20
S947620,H12
S947621,H12
S947622,H12
S947623,H12
S947624,H12
S947625,H12+H20
S947626,H12+H20
S947627,H12+H20
S947628,H12+H20
S947629,H12+H20
S948620,H12+H20
S948621,H12+H20
S948622,H12+H20
S948623,H12+H20
S948624,H12+H20
S948625,H12+H20
S948626,H20
S948627,H20
S948628,H20
S948629,H20
S949620,H12+H20
S949621,H20
S949622,H20
S949623,H20
S949624,H20
S949625,H20
S949626,H20
S949627,H20
S949628,H20
S949629,H20
S9463,H12+H20
S940630,H12
S940631,H12+H20
S940632,H12+H20
S940633,H20
S940634,H20
S940635,H20
S940636,H20
S940637,H20
S940638,H20
S940639,H20
S941630,H12+H20
S941631,H12+H20
S941632,H20
S941633,H20
S941634,H20
S941635,H20
S941636,H20
S941637,H20
S941638,H20
S941639,H20
S942630,H12+H20
S942631,H20
S942632,H20
S942633,H20
S942634,H20
S942635,H20
S942636,H20
S942637,H20
S942638,H20
S942639,H20
S943630,H20
S943631,H20
S943632,H20
S943633,H20
S943634,H20
S943635,H20
S943636,H20
S943637,H20
S943638,H20
S943639,H20
S944630,H20
S944631,H20
S944632,H20
S944633,H20
S944634,H20
S944635,H20
S944636,H20
S944637,H20
S944638,H20
S944639,H20
S945630,H20
S945631,H20
S945632,H20
S945633,H20
S945634,H20
S945635,H20
S945636,H20
S945637,H20
S945638,H20
S945639,H20
S946630,H20
S946631,H20
S946632,H20
S946633,H20
S946634,H20
S946635,H20
S946636,H20
S946637,H20
S946638,H20
S946639,H20
S947630,H12+H20
S947631,H20
S947632,H20
S947633,H20
S947634,H20
S947635,H20
S947636,H20
S947637,H20
S947638,H20
S947639,H20
S948630,H20
S948631,H20
S948632,H20
S948633,H20
S948634,H20
S948635,H20
S948636,H20
S948637,H20
S948638,H20
S948639,H20
S949630,H20
S949631,H20
S949632,H20
S949633,H20
S949634,H20
S949635,H20
S949636,H20
S949637,H20
S949638,H20
S949639,H20
S9562,H12+H20
S950620,H12+H20
S950621,H20
S950622,H20
S950623,H20
S950624,H20
S950625,H20
S950626,H20
S950627,H20
S950628,H20
S950629,H20
S951620,H12+H20
S951621,H20
S951622,H20
S951623,H20
S951624,H20
S951625,H20
S951626,H20
S951627,H20
S951628,H20
S951629,H20
S952620,H12+H20
S952621,H20
S952622,H20
S952623,H20
S952624,H20
S952625,H20
S952626,H20
S952627,H20
S952628,H20
S952629,H20
S953620,H20
S953621,H20
S953622,H20
S953623,H20
S953624,H20
S953625,H20
S953626,H20
S953627,H20
S953628,H20
S953629,H20
S954620,H20
S954621,H20
S954622,H20
S954623,H20
S954624,H20
S954625,H20
S954626,H20
S954627,H20
S954628,H20
S954629,H20
S955620,H20
S955621,H20
S955622,H20
S955623,H20
S955624,H20
S955625,H20
S955626,H20
S955627,H20
S955628,H20
S955629,H20
S956620,H12+H20
S956621,H20
S956622,H20
S956623,H20
S956624,H20
S956625,H20
S956626,H20
S956627,H20
S956628,H20
S956629,H20
S957620,H12+H20
S957621,H20
S957622,H20
S957623,H20
S957624,H20
S957625,H20
S957626,H20
S957627,H20
S957628,H20
S957629,H20
S958620,H12+H20
S958621,H12+H20
S958622,H20
S958623,H20
S958624,H20
S958625,H20
S958626,H20
S958627,H20
S958628,H20
S958629,H20
S959620,H12
S959621,H12+H20
S959622,H20
S959623,H20
S959624,H20
S959625,H20
S959626,H20
S959627,H20
S959628,H20
S959629,H20
S9563,H20
S96M,H20
S96N,H20
S96P,H20
S96Q,H12+H20
S9660,H12+H20
S960600,H12
S960601,H12
S960602,H12
S960603,H12
S960604,H12
S960605,H12
S960606,H12
S960607,H12
S960608,H12
S960609,H12
S961600,H12
S961601,H12
S961602,H12
S961603,H12
S961604,H12
S961605,H12
S961606,H12
S961607,H12
S961608,H12
S961609,H12
S962600,H12
S962601,H12
S962602,H12
S962603,H12
S962604,H12
S962605,H12
S962606,H12
S962607,H12
S962608,H12
S962609,H12
S963600,H12
S963601,H12
S963602,H12
S963603,H12
S963604,H12
S963605,H12
S963606,H12
S963607,H12
S963608,H12
S963609,H12
S964600,H12
S964601,H12
S964602,H12
S964603,H12
S964604,H12
S964605,H12
S964606,H12
S964607,H12
S964608,H12
S964609,H12
S965600,H12
S965601,H12
S965602,H12
S965603,H12
S965604,H12
S965605,H12
S965606,H12
S965607,H12
S965608,H12
S965609,H12
S966600,H12
S966601,H12
S966602,H12+H20
S966603,H12+H20
S966604,H12
S966605,H12
S966606,H12
S966607,H12
S966608,H12
S966609,H12
S967600,H12
S967601,H12+H20
S967602,H12+H20
S967603,H12+H20
S967604,H12+H20
S967605,H12+H20
S967606,H12+H20
S967607,H12+H20
S967608,H12+H20
S967609,H12+H20
S968600,H12+H20
S968601,H12+H20
S968602,H20
S968603,H20
S968604,H20
S968605,H20
S968606,H20
S968607,H12+H20
S968608,H12+H20
S968609,H20
S969600,H12+H20
S969601,H20
S969602,H20
S969603,H20
S969604,H20
S969605,H20
S969606,H20
S969607,H20
S969608,H20
S969609,H20
S9661,H12+H20
S960610,H12
S960611,H12
S960612,H12
S960613,H12
S960614,H12
S960615,H12
S960616,H12
S960617,H12
S960618,H12
S960619,H12
S961610,H12
S961611,H12
S961612,H12
S961613,H12
S961614,H12
S961615,H12
S961616,H12
S961617,H12
S961618,H12
S961619,H12
S962610,H12
S962611,H12
S962612,H12
S962613,H12
S962614,H12
S962615,H12
S962616,H12
S962617,H12
S962618,H12
S962619,H12
S963610,H12
S963611,H12
S963612,H12
S963613,H12
S963614,H12
S963615,H12
S963616,H12
S963617,H12
S963618,H12
S963619,H12
S964610,H12
S964611,H12
S964612,H12
S964613,H12
S964614,H12
S964615,H12
S964616,H12
S964617,H12
S964618,H12
S964619,H12
S965610,H12
S965611,H12
S965612,H12
S965613,H12
S965614,H12
S965615,H12
S965616,H12
S965617,H12
S965618,H12
S965619,H12
S966610,H12
S966611,H12
S966612,H12
S966613,H12
S966614,H12
S966615,H12
S966616,H12
S966617,H12
S966618,H12+H20
S966619,H12+H20
S967610,H12+H20
S967611,H12+H20
S967612,H12+H20
S967613,H12+H20
S967614,H12+H20
S967615,H12+H20
S967616,H12+H20
S967617,H12+H20
S967618,H12+H20
S967619,H20
S968610,H20
S968611,H20
S968612,H20
S968613,H20
S968614,H20
S968615,H20
S968616,H20
S968617,H20
S968618,H20
S968619,H20
S969610,H20
S969611,H20
S969612,H20
S969613,H20
S969614,H20
S969615,H20
S969616,H20
S969617,H20
S969618,H20
S969619,H20
S9760,H12+H20
S970600,H20
S970601,H20
S970602,H20
S970603,H20
S970604,H20
S970605,H20
S970606,H20
S970607,H20
S970608,H20
S970609,H20
S971600,H20
S971601,H20
S971602,H20
S971603,H20
S971604,H20
S971605,H20
S971606,H20
S971607,H20
S971608,H20
S971609,H20
S972600,H12+H20
S972601,H20
S972602,H20
S972603,H20
S972604,H20
S972605,H20
S972606,H20
S972607,H20
S972608,H20
S972609,H20
S973600,H12+H20
S973601,H12+H20
S973602,H20
S973603,H20
S973604,H20
S973605,H20
S973606,H20
S973607,H20
S973608,H20
S973609,H20
S974600,H12
S974601,H12+H20
S974602,H12+H20
S974603,H20
S974604,H20
S974605,H20
S974606,H20
S974607,H20
S974608,H20
S974609,H20
S975600,H12
S975601,H12
S975602,H12+H20
S975603,H20
S975604,H20
S975605,H20
S975606,H20
S975607,H20
S975608,H20
S975609,H20
S976600,H12
S976601,H12
S976602,H12+H20
S976603,H20
S976604,H20
S976605,H20
S976606,H20
S976607,H20
S976608,H20
S976609,H20
S977600,H12
S977601,H12
S977602,H12+H20
S977603,H20
S977604,H20
S977605,H20
S977606,H20
S977607,H20
S977608,H20
S977609,H20
S978600,H12
S978601,H12
S978602,H12+H20
S978603,H20
S978604,H20
S978605,H20
S978606,H20
S978607,H20
S978608,H20
S978609,H20
S979600,H12
S979601,H12+H20
S979602,H12+H20
S979603,H20
S979604,H20
S979605,H20
S979606,H20
S979607,H20
S979608,H20
S979609,H20
S9761,H20
S96R,H12+H20
S9662,H12+H20
S960620,H12
S960621,H12+H20
S960622,H12+H20
S960623,H20
S960624,H20
S960625,H20
S960626,H20
S960627,H20
S960628,H20
S960629,H20
S961620,H12
S961621,H12
S961622,H12+H20
S961623,H20
S961624,H20
S961625,H20
S961626,H20
S961627,H20
S961628,H20
S961629,H20
S962620,H12
S962621,H12
S962622,H12+H20
S962623,H12+H20
S962624,H20
S962625,H20
S962626,H20
S962627,H20
S962628,H20
S962629,H20
S963620,H12
S963621,H12
S963622,H12
S963623,H12+H20
S963624,H12+H20
S963625,H20
S963626,H20
S963627,H20
S963628,H20
S963629,H20
S964620,H12+H20
S964621,H12+H20
S964622,H12+H20
S964623,H12+H20
S964624,H12+H20
S964625,H20
S964626,H20
S964627,H20
S964628,H20
S964629,H20
S965620,H12+H20
S965621,H20
S965622,H20
S965623,H20
S965624,H20
S965625,H20
S965626,H20
S965627,H20
S965628,H20
S965629,H20
S966620,H12+H20
S966621,H20
S966622,H20
S966623,H20
S966624,H20
S966625,H20
S966626,H20
S966627,H20
S966628,H20
S966629,H20
S967620,H20
S967621,H20
S967622,H20
S967623,H20
S967624,H20
S967625,H20
S967626,H20
S967627,H20
S967628,H20
S967629,H20
S968620,H20
S968621,H20
S968622,H20
S968623,H20
S968624,H20
S968625,H20
S968626,H20
S968627,H20
S968628,H20
S968629,H20
S969620,H20
S969621,H20
S969622,H20
S969623,H20
S969624,H20
S969625,H20
S969626,H20
S969627,H20
S969628,H20
S969629,H20
S9663,H20
S9762,H20
S9763,H20
S96S,H20
S96T,H20
S96U,H20
S96V,H12+H20
S9860,H12+H20
S980600,H12
S980601,H12+H20
S980602,H20
S980603,H20
S980604,H20
S980605,H20
S980606,H20
S980607,H20
S980608,H20
S980609,H20
S981600,H12
S981601,H12+H20
S981602,H20
S981603,H20
S981604,H20
S981605,H20
S981606,H20
S981607,H20
S981608,H20
S981609,H20
S982600,H12
S982601,H12+H20
S982602,H20
S982603,H20
S982604,H20
S982605,H20
S982606,H20
S982607,H20
S982608,H20
S982609,H20
S983600,H12
S983601,H12+H20
S983602,H20
S983603,H20
S983604,H20
S983605,H20
S983606,H20
S983607,H20
S983608,H20
S983609,H20
S984600,H12
S984601,H12+H20
S984602,H20
S984603,H20
S984604,H20
S984605,H20
S984606,H20
S984607,H20
S984608,H20
S984609,H20
S985600,H12
S985601,H12+H20
S985602,H20
S985603,H20
S985604,H20
S985605,H20
S985606,H20
S985607,H20
S985608,H20
S985609,H20
S986600,H12
S986601,H12+H20
S986602,H20
S986603,H20
S986604,H20
S986605,H20
S986606,H20
S986607,H20
S986608,H20
S986609,H20
S987600,H12+H20
S987601,H12+H20
S987602,H20
S987603,H20
S987604,H20
S987605,H20
S987606,H20
S987607,H20
S987608,H20
S987609,H20
S988600,H12+H20
S988601,H20
S988602,H20
S988603,H20
S988604,H20
S988605,H20
S988606,H20
S988607,H20
S988608,H20
S988609,H20
S989600,H12+H20
S989601,H20
S989602,H20
S989603,H20
S989604,H20
S989605,H20
S989606,H20
S989607,H20
S989608,H20
S989609,H20
S9861,H20
S9960,H12+H20
S990600,H12+H20
S990601,H20
S990602,H20
S990603,H20
S990604,H20
S990605,H20
S990606,H20
S990607,H20
S990608,H20
S990609,H20
S991600,H12+H20
S991601,H12+H20
S991602,H12+H20
S991603,H20
S991604,H20
S991605,H20
S991606,H20
S991607,H20
S991608,H20
S991609,H20
S992600,H12
S992601,H12
S992602,H12+H20
S992603,H12+H20
S992604,H20
S992605,H20
S992606,H20
S992607,H20
S992608,H20
S992609,H20
S993600,H12
S993601,H12
S993602,H12
S993603,H12+H20
S993604,H20
S993605,H20
S993606,H20
S993607,H20
S993608,H20
S993609,H20
S994600,H12
S994601,H12
S994602,H12
S994603,H12+H20
S994604,H20
S994605,H20
S994606,H20
S994607,H20
S994608,H20
S994609,H20
S995600,H12
S995601,H12
S995602,H12+H20
S995603,H12+H20
S995604,H20
S995605,H20
S995606,H20
S995607,H20
S995608,H20
S995609,H20
S996600,H12
S996601,H12
S996602,H12+H20
S996603,H20
S996604,H20
S996605,H20
S996606,H20
S996607,H20
S996608,H20
S996609,H20
S997600,H12
S997601,H12
S997602,H12+H20
S997603,H20
S997604,H20
S997605,H20
S997606,H20
S997607,H20
S997608,H20
S997609,H20
S998600,H12
S998601,H12
S998602,H12+H20
S998603,H20
S998604,H20
S998605,H20
S998606,H20
S998607,H20
S998608,H20
S998609,H20
S999600,H12
S999601,H12
S999602,H12+H20
S999603,H20
S999604,H20
S999605,H20
S999606,H20
S999607,H20
S999608,H20
S999609,H20
S9961,H20
S96W,H20
S96X,H20
S96Y,H20
S96Z,H20
S97,H13+H20
S97SW,H13+H20
S97NW,H13+H20
S97SE,H13+H20
S97NE,H13+H20
S97A,H20
S97B,H20
S97C,H20
S97D,H13+H20
S9076,H13+H20
S900760,H20
S900761,H20
S900762,H20
S900763,H20
S900764,H13+H20
S900765,H13
S900766,H13+H20
S900767,H13+H20
S900768,H13+H20
S900769,H13+H20
S901760,H20
S901761,H20
S901762,H20
S901763,H20
S901764,H13+H20
S901765,H13+H20
S901766,H13+H20
S901767,H20
S901768,H13+H20
S901769,H13+H20
S902760,H20
S902761,H20
S902762,H20
S902763,H20
S902764,H20
S902765,H20
S902766,H20
S902767,H20
S902768,H13+H20
S902769,H13+H20
S903760,H20
S903761,H20
S903762,H20
S903763,H20
S903764,H20
S903765,H20
S903766,H20
S903767,H20
S903768,H13+H20
S903769,H13+H20
S904760,H20
S904761,H20
S904762,H20
S904763,H20
S904764,H20
S904765,H20
S904766,H20
S904767,H20
S904768,H13+H20
S904769,H13
S905760,H20
S905761,H20
S905762,H20
S905763,H20
S905764,H20
S905765,H20
S905766,H20
S905767,H13+H20
S905768,H13+H20
S905769,H13
S906760,H20
S906761,H20
S906762,H20
S906763,H20
S906764,H20
S906765,H20
S906766,H20
S906767,H13+H20
S906768,H13
S906769,H13
S907760,H20
S907761,H20
S907762,H20
S907763,H20
S907764,H20
S907765,H13+H20
S907766,H13+H20
S907767,H13+H20
S907768,H13
S907769,H13
S908760,H20
S908761,H20
S908762,H20
S908763,H20
S908764,H20
S908765,H13+H20
S908766,H13
S908767,H13
S908768,H13
S908769,H13
S909760,H20
S909761,H20
S909762,H20
S909763,H20
S909764,H13+H20
S909765,H13+H20
S909766,H13
S909767,H13
S909768,H13
