T,H0+H12+H13+H20
T101048,H12
T101049,H12
T102040,H0+H12
T102041,H0+H12
T102042,H12
T102043,H12
T102044,H12
T102045,H12
T102046,H12
T102047,H12
T102048,H12
T102049,H12
T103040,H0+H12
T103041,H12
T103042,H12
T103043,H12
T103044,H12
T103045,H12
T103046,H12
T103047,H12
T103048,H12
T103049,H12
T104040,H0+H12
T104041,H12
T104042,H12
T104043,H12
T104044,H12
T104045,H12
T104046,H12
T104047,H12
T104048,H12
T104049,H12
T105040,H12
T105041,H12
T105042,H12
T105043,H12
T105044,H12
T105045,H12
T105046,H12
T105047,H12
T105048,H12
T105049,H12
T106040,H12
T106041,H12
T106042,H12
T106043,H12
T106044,H12
T106045,H12
T106046,H12
T106047,H12
T106048,H12
T106049,H12
T107040,H12
T107041,H12
T107042,H12
T107043,H12
T107044,H12
T107045,H12
T107046,H12
T107047,H12
T107048,H12
T107049,H12
T108040,H12
T108041,H12
T108042,H12
T108043,H12
T108044,H12
T108045,H12
T108046,H12
T108047,H12
T108048,H12
T108049,H12
T109040,H12
T109041,H12
T109042,H12
T109043,H12
T109044,H12
T109045,H12
T109046,H12
T109047,H12
T109048,H12
T109049,H12
T1005,H12
T1104,H12
T1105,H12
T10D,H12
T10E,H12
T10F,H0
T10G,H0+H12
T1202,H0
T1203,H0+H12
T120030,H0
T120031,H0
T120032,H0
T120033,H0
T120034,H0
T120035,H0+H12
T120036,H0+H12
T120037,H12
T120038,H12
T120039,H12
T121030,H0
T121031,H0
T121032,H0
T121033,H0
T121034,H0
T121035,H0
T121036,H0+H12
T121037,H12
T121038,H12
T121039,H12
T122030,H0
T122031,H0
T122032,H0
T122033,H0
T122034,H0
T122035,H0
T122036,H0+H12
T122037,H0+H12
T122038,H0+H12
T122039,H12
T123030,H0
T123031,H0
T123032,H0
T123033,H0
T123034,H0
T123035,H0
T123036,H0
T123037,H0
T123038,H0+H12
T123039,H0+H12
T124030,H0
T124031,H0
T124032,H0
T124033,H0
T124034,H0
T124035,H0
T124036,H0
T124037,H0
T124038,H0
T124039,H0
T125030,H0
T125031,H0
T125032,H0
T125033,H0
T125034,H0
T125035,H0
T125036,H0
T125037,H0
T125038,H0
T125039,H0
T126030,H0
T126031,H0
T126032,H0
T126033,H0
T126034,H0
T126035,H0
T126036,H0
T126037,H0
T126038,H0
T126039,H0
T127030,H0
T127031,H0
T127032,H0
T127033,H0
T127034,H0
T127035,H0
T127036,H0
T127037,H0
T127038,H0
T127039,H0
T128030,H0
T128031,H0
T128032,H0
T128033,H0
T128034,H0
T128035,H0
T128036,H0
T128037,H0
T128038,H0
T128039,H0
T129030,H0
T129031,H0
T129032,H0
T129033,H0
T129034,H0
T129035,H0
T129036,H0
T129037,H0
T129038,H0
T129039,H0
T1302,H0
T1303,H0
T10H,H0+H12
T1204,H0+H12
T120040,H12
T120041,H12
T120042,H12
T120043,H12
T120044,H12
T120045,H12
T120046,H12
T120047,H12
T120048,H12
T120049,H12
T121040,H12
T121041,H12
T121042,H12
T121043,H12
T121044,H12
T121045,H12
T121046,H12
T121047,H12
T121048,H12
T121049,H12
T122040,H12
T122041,H12
T122042,H12
T122043,H12
T122044,H12
T122045,H12
T122046,H12
T122047,H12
T122048,H12
T122049,H12
T123040,H0+H12
T123041,H0+H12
T123042,H0+H12
T123043,H12
T123044,H0+H12
T123045,H0+H12
T123046,H0+H12
T123047,H0+H12
T123048,H12
T123049,H12
T124040,H0
T124041,H0
T124042,H0+H12
T124043,H0+H12
T124044,H0+H12
T124045,H0
T124046,H0
T124047,H0+H12
T124048,H0+H12
T124049,H12
T125040,H0
T125041,H0
T125042,H0
T125043,H0
T125044,H0
T125045,H0
T125046,H0
T125047,H0
T125048,H0+H12
T125049,H0+H12
T126040,H0
T126041,H0
T126042,H0
T126043,H0
T126044,H0
T126045,H0
T126046,H0
T126047,H0
T126048,H0
T126049,H0+H12
T127040,H0
T127041,H0
T127042,H0
T127043,H0
T127044,H0
T127045,H0
T127046,H0
T127047,H0
T127048,H0
T127049,H0+H12
T128040,H0
T128041,H0
T128042,H0
T128043,H0
T128044,H0
T128045,H0
T128046,H0
T128047,H0
T128048,H0
T128049,H0
T129040,H0
T129041,H0
T129042,H0
T129043,H0
T129044,H0
T129045,H0
T129046,H0
T129047,H0
T129048,H0
T129049,H0
T1205,H0+H12
T120050,H12
T120051,H12
T120052,H12
T120053,H12
T120054,H12
T120055,H12
T120056,H12
T120057,H12
T120058,H12
T120059,H12
T121050,H12
T121051,H12
T121052,H12
T121053,H12
T121054,H12
T121055,H12
T121056,H12
T121057,H12
T121058,H12
T121059,H12
T122050,H12
T122051,H12
T122052,H12
T122053,H12
T122054,H12
T122055,H12
T122056,H12
T122057,H12
T122058,H12
T122059,H12
T123050,H12
T123051,H12
T123052,H12
T123053,H12
T123054,H12
T123055,H12
T123056,H12
T123057,H12
T123058,H12
T123059,H12
T124050,H12
T124051,H12
T124052,H12
T124053,H12
T124054,H12
T124055,H12
T124056,H12
T124057,H12
T124058,H12
T124059,H12
T125050,H12
T125051,H12
T125052,H12
T125053,H12
T125054,H12
T125055,H12
T125056,H12
T125057,H12
T125058,H12
T125059,H12
T126050,H12
T126051,H12
T126052,H12
T126053,H12
T126054,H12
T126055,H12
T126056,H12
T126057,H12
T126058,H12
T126059,H12
T127050,H0+H12
T127051,H0+H12
T127052,H12
T127053,H12
T127054,H12
T127055,H12
T127056,H12
T127057,H12
T127058,H12
T127059,H12
T128050,H0
T128051,H0+H12
T128052,H0+H12
T128053,H12
T128054,H12
T128055,H12
T128056,H12
T128057,H12
T128058,H12
T128059,H12
T129050,H0
T129051,H0
T129052,H0+H12
T129053,H12
T129054,H12
T129055,H12
T129056,H12
T129057,H12
T129058,H12
T129059,H12
T1304,H0
T1305,H0+H12
T130050,H0
T130051,H0
T130052,H0+H12
T130053,H0+H12
T130054,H12
T130055,H12
T130056,H0+H12
T130057,H0+H12
T130058,H0+H12
T130059,H0+H12
T131050,H0
T131051,H0
T131052,H0
T131053,H0+H12
T131054,H0+H12
T131055,H0+H12
T131056,H0+H12
T131057,H0
T131058,H0
T131059,H0
T132050,H0
T132051,H0
T132052,H0
T132053,H0
T132054,H0+H12
T132055,H0+H12
T132056,H0
T132057,H0
T132058,H0
T132059,H0
T133050,H0
T133051,H0
T133052,H0
T133053,H0
T133054,H0
T133055,H0
T133056,H0
T133057,H0
T133058,H0
T133059,H0
T134050,H0
T134051,H0
T134052,H0
T134053,H0
T134054,H0
T134055,H0
T134056,H0
T134057,H0
T134058,H0
T134059,H0
T135050,H0
T135051,H0
T135052,H0
T135053,H0
T135054,H0
T135055,H0
T135056,H0
T135057,H0
T135058,H0
T135059,H0
T136050,H0
T136051,H0
T136052,H0
T136053,H0
T136054,H0
T136055,H0
T136056,H0
T136057,H0
T136058,H0
T136059,H0
T137050,H0
T137051,H0
T137052,H0
T137053,H0
T137054,H0
T137055,H0
T137056,H0
T137057,H0
T137058,H0
T137059,H0
T138050,H0
T138051,H0
T138052,H0
T138053,H0
T138054,H0
T138055,H0
T138056,H0
T138057,H0
T138058,H0
T138059,H0
T139050,H0
T139051,H0
T139052,H0
T139053,H0
T139054,H0
T139055,H0
T139056,H0
T139057,H0
T139058,H0
T139059,H0
T10I,H0+H12
T1206,H0+H12
T120060,H12
T120061,H12
T120062,H12
T120063,H12
T120064,H12
T120065,H12
T120066,H12
T120067,H12
T120068,H12
T120069,H12
T121060,H12
T121061,H12
T121062,H12
T121063,H12
T121064,H12
T121065,H12
T121066,H12
T121067,H12
T121068,H12
T121069,H12
T122060,H12
T122061,H12
T122062,H12
T122063,H12
T122064,H12
T122065,H12
T122066,H12
T122067,H12
T122068,H12
T122069,H12
T123060,H12
T123061,H12
T123062,H12
T123063,H12
T123064,H12
T123065,H12
T123066,H12
T123067,H12
T123068,H12
T123069,H12
T124060,H12
T124061,H12
T124062,H12
T124063,H12
T124064,H12
T124065,H12
T124066,H12
T124067,H12
T124068,H12
T124069,H12
T125060,H12
T125061,H12
T125062,H12
T125063,H12
T125064,H12
T125065,H12
T125066,H12
T125067,H12
T125068,H12
T125069,H12
T126060,H12
T126061,H12
T126062,H12
T126063,H12
T126064,H12
T126065,H12
T126066,H12
T126067,H12
T126068,H12
T126069,H12
T127060,H12
T127061,H12
T127062,H12
T127063,H12
T127064,H12
T127065,H0+H12
T127066,H0+H12
T127067,H0+H12
T127068,H12
T127069,H12
T128060,H12
T128061,H12
T128062,H12
T128063,H0+H12
T128064,H0+H12
T128065,H0+H12
T128066,H0
T128067,H0+H12
T128068,H0+H12
T128069,H0+H12
T129060,H12
T129061,H12
T129062,H12
T129063,H0+H12
T129064,H0
T129065,H0
T129066,H0
T129067,H0
T129068,H0
T129069,H0+H12
T1207,H0+H12
T120070,H12
T120071,H12
T120072,H12
T120073,H12
T120074,H12
T120075,H12
T120076,H12
T120077,H12
T120078,H12
T120079,H12
T121070,H12
T121071,H12
T121072,H12
T121073,H12
T121074,H12
T121075,H12
T121076,H12
T121077,H12
T121078,H12
T121079,H12
T122070,H12
T122071,H12
T122072,H12
T122073,H12
T122074,H12
T122075,H12
T122076,H12
T122077,H12
T122078,H12
T122079,H12
T123070,H12
T123071,H12
T123072,H12
T123073,H12
T123074,H12
T123075,H12
T123076,H12
T123077,H12
T123078,H12
T123079,H12
T124070,H12
T124071,H12
T124072,H12
T124073,H12
T124074,H12
T124075,H12
T124076,H12
T124077,H12
T124078,H12
T124079,H12
T125070,H12
T125071,H12
T125072,H12
T125073,H12
T125074,H12
T125075,H12
T125076,H12
T125077,H12
T125078,H12
T125079,H12
T126070,H12
T126071,H12
T126072,H12
T126073,H12
T126074,H12
T126075,H12
T126076,H12
T126077,H12
T126078,H12
T126079,H12
T127070,H12
T127071,H12
T127072,H12
T127073,H12
T127074,H12
T127075,H12
T127076,H12
T127077,H12
T127078,H12
T127079,H12
T128070,H12
T128071,H12
T128072,H12
T128073,H12
T128074,H12
T128075,H12
T128076,H12
T128077,H12
T128078,H12
T128079,H12
T129070,H0+H12
T129071,H0+H12
T129072,H12
T129073,H12
T129074,H12
T129075,H12
T129076,H12
T129077,H12
T129078,H12
T129079,H12
T1306,H0+H12
T130060,H0+H12
T130061,H0+H12
T130062,H0+H12
T130063,H0+H12
T130064,H0
T130065,H0
T130066,H0
T130067,H0
T130068,H0
T130069,H0
T131060,H0
T131061,H0
T131062,H0
T131063,H0
T131064,H0
T131065,H0
T131066,H0
T131067,H0
T131068,H0
T131069,H0
T132060,H0
T132061,H0
T132062,H0
T132063,H0
T132064,H0
T132065,H0
T132066,H0
T132067,H0
T132068,H0
T132069,H0
T133060,H0
T133061,H0
T133062,H0
T133063,H0
T133064,H0
T133065,H0
T133066,H0
T133067,H0
T133068,H0
T133069,H0
T134060,H0
T134061,H0
T134062,H0
T134063,H0
T134064,H0
T134065,H0
T134066,H0
T134067,H0
T134068,H0
T134069,H0
T135060,H0
T135061,H0
T135062,H0
T135063,H0
T135064,H0
T135065,H0
T135066,H0
T135067,H0
T135068,H0
T135069,H0
T136060,H0
T136061,H0
T136062,H0
T136063,H0
T136064,H0
T136065,H0
T136066,H0
T136067,H0
T136068,H0
T136069,H0
T137060,H0
T137061,H0
T137062,H0
T137063,H0
T137064,H0
T137065,H0
T137066,H0
T137067,H0
T137068,H0
T137069,H0
T138060,H0
T138061,H0
T138062,H0
T138063,H0
T138064,H0
T138065,H0
T138066,H0
T138067,H0
T138068,H0
T138069,H0
T139060,H0
T139061,H0
T139062,H0
T139063,H0
T139064,H0
T139065,H0
T139066,H0
T139067,H0
T139068,H0
T139069,H0
T1307,H0+H12
T130070,H0
T130071,H0+H12
T130072,H0+H12
T130073,H12
T130074,H12
T130075,H12
T130076,H12
T130077,H12
T130078,H12
T130079,H12
T131070,H0
T131071,H0
T131072,H0+H12
T131073,H0+H12
T131074,H0+H12
T131075,H12
T131076,H12
T131077,H12
T131078,H12
T131079,H12
T132070,H0
T132071,H0
T132072,H0
T132073,H0
T132074,H0+H12
T132075,H0+H12
T132076,H0+H12
T132077,H0+H12
T132078,H0+H12
T132079,H0+H12
T133070,H0
T133071,H0
T133072,H0
T133073,H0
T133074,H0
T133075,H0
T133076,H0
T133077,H0
T133078,H0
T133079,H0
T134070,H0
T134071,H0
T134072,H0
T134073,H0
T134074,H0
T134075,H0
T134076,H0
T134077,H0
T134078,H0
T134079,H0
T135070,H0
T135071,H0
T135072,H0
T135073,H0
T135074,H0
T135075,H0
T135076,H0
T135077,H0
T135078,H0
T135079,H0
T136070,H0
T136071,H0
T136072,H0
T136073,H0
T136074,H0
T136075,H0
T136076,H0
T136077,H0
T136078,H0
T136079,H0
T137070,H0
T137071,H0
T137072,H0
T137073,H0
T137074,H0
T137075,H0
T137076,H0
T137077,H0
T137078,H0
T137079,H0
T138070,H0
T138071,H0
T138072,H0
T138073,H0
T138074,H0
T138075,H0
T138076,H0
T138077,H0
T138078,H0
T138079,H0
T139070,H0
T139071,H0
T139072,H0
T139073,H0
T139074,H0
T139075,H0
T139076,H0
T139077,H0
T139078,H0
T139079,H0
T10J,H0+H12
T1208,H12
T1209,H12
T1308,H0+H12
T130080,H12
T130081,H12
T130082,H12
T130083,H12
T130084,H12
T130085,H12
T130086,H12
T130087,H12
T130088,H12
T130089,H12
T131080,H12
T131081,H12
T131082,H12
T131083,H12
T131084,H12
T131085,H12
T131086,H12
T131087,H12
T131088,H12
T131089,H12
T132080,H0+H12
T132081,H12
T132082,H12
T132083,H12
T132084,H12
T132085,H12
T132086,H12
T132087,H12
T132088,H12
T132089,H12
T133080,H0+H12
T133081,H0+H12
T133082,H0+H12
T133083,H12
T133084,H12
T133085,H12
T133086,H12
T133087,H12
T133088,H12
T133089,H12
T134080,H0
T134081,H0
T134082,H0+H12
T134083,H0+H12
T134084,H12
T134085,H12
T134086,H12
T134087,H12
T134088,H12
T134089,H12
T135080,H0
T135081,H0
T135082,H0
T135083,H0+H12
T135084,H0+H12
T135085,H12
T135086,H12
T135087,H12
T135088,H12
T135089,H12
T136080,H0
T136081,H0
T136082,H0
T136083,H0
T136084,H0+H12
T136085,H0+H12
T136086,H12
T136087,H12
T136088,H12
T136089,H12
T137080,H0
T137081,H0
T137082,H0
T137083,H0
T137084,H0
T137085,H0+H12
T137086,H0+H12
T137087,H12
T137088,H12
T137089,H12
T138080,H0
T138081,H0
T138082,H0
T138083,H0
T138084,H0
T138085,H0
T138086,H0+H12
T138087,H0+H12
T138088,H12
T138089,H12
T139080,H0
T139081,H0
T139082,H0
T139083,H0
T139084,H0
T139085,H0
T139086,H0
T139087,H0+H12
T139088,H0+H12
T139089,H12
T1309,H12
T10K,H0
T10L,H0
T10M,H0
T10N,H0
T10P,H0+H12
T1408,H0+H12
T140080,H0
T140081,H0
T140082,H0
T140083,H0
T140084,H0
T140085,H0
T140086,H0
T140087,H0
T140088,H0+H12
T140089,H0+H12
T141080,H0
T141081,H0
T141082,H0
T141083,H0
T141084,H0
T141085,H0
T141086,H0
T141087,H0
T141088,H0
T141089,H0+H12
T142080,H0
T142081,H0
T142082,H0
T142083,H0
T142084,H0
T142085,H0
T142086,H0
T142087,H0
T142088,H0
T142089,H0
T143080,H0
T143081,H0
T143082,H0
T143083,H0
T143084,H0
T143085,H0
T143086,H0
T143087,H0
T143088,H0
T143089,H0
T144080,H0
T144081,H0
T144082,H0
T144083,H0
T144084,H0
T144085,H0
T144086,H0
T144087,H0
T144088,H0
T144089,H0
T145080,H0
T145081,H0
T145082,H0
T145083,H0
T145084,H0
T145085,H0
T145086,H0
T145087,H0
T145088,H0
T145089,H0
T146080,H0
T146081,H0
T146082,H0
T146083,H0
T146084,H0
T146085,H0
T146086,H0
T146087,H0
T146088,H0
T146089,H0
T147080,H0
T147081,H0
T147082,H0
T147083,H0
T147084,H0
T147085,H0
T147086,H0
T147087,H0
T147088,H0
T147089,H0
T148080,H0
T148081,H0
T148082,H0
T148083,H0
T148084,H0
T148085,H0
T148086,H0
T148087,H0
T148088,H0
T148089,H0
T149080,H0
T149081,H0
T149082,H0
T149083,H0
T149084,H0
T149085,H0
T149086,H0
T149087,H0
T149088,H0
T149089,H0
T1409,H0+H12
T140090,H12
T140091,H12
T140092,H12
T140093,H12
T140094,H12
T140095,H12
T140096,H12
T140097,H12
T140098,H12
T140099,H12
T141090,H0+H12
T141091,H12
T141092,H12
T141093,H12
T141094,H12
T141095,H12
T141096,H12
T141097,H12
T141098,H12
T141099,H12
T142090,H0+H12
T142091,H0+H12
T142092,H0+H12
T142093,H12
T142094,H12
T142095,H12
T142096,H12
T142097,H12
T142098,H12
T142099,H12
T143090,H0
T143091,H0
T143092,H0+H12
T143093,H0+H12
T143094,H12
T143095,H12
T143096,H12
T143097,H12
T143098,H12
T143099,H12
T144090,H0
T144091,H0
T144092,H0
T144093,H0+H12
T144094,H0+H12
T144095,H0+H12
T144096,H0+H12
T144097,H12
T144098,H12
T144099,H12
T145090,H0
T145091,H0
T145092,H0
T145093,H0
T145094,H0
T145095,H0
T145096,H0+H12
T145097,H0+H12
T145098,H0+H12
T145099,H12
T146090,H0
T146091,H0
T146092,H0
T146093,H0
T146094,H0
T146095,H0
T146096,H0
T146097,H0
T146098,H0+H12
T146099,H0+H12
T147090,H0
T147091,H0
T147092,H0
T147093,H0
T147094,H0
T147095,H0
T147096,H0
T147097,H0
T147098,H0
T147099,H0
T148090,H0
T148091,H0
T148092,H0
T148093,H0
T148094,H0
T148095,H0
T148096,H0
T148097,H0
T148098,H0
T148099,H0
T149090,H0
T149091,H0
T149092,H0
T149093,H0
T149094,H0
T149095,H0
T149096,H0
T149097,H0
T149098,H0
T149099,H0
T1508,H0
T1509,H0
T10Q,H0
T10R,H0
T10S,H0
T10T,H0
T10U,H0
T10V,H0
T10W,H0
T10X,H0
T10Y,H0
T10Z,H0
T11,H0+H12
T11SW,H0+H12
T11NW,H0+H12
T11SE,H0+H12
T11NE,H0
T11A,H12
T11B,H0+H12
T1012,H12
T1013,H0+H12
T100130,H12
T100131,H12
T100132,H12
T100133,H12
T100134,H12
T100135,H12
T100136,H12
T100137,H12
T100138,H12
T100139,H12
T101130,H12
T101131,H12
T101132,H12
T101133,H12
T101134,H12
T101135,H12
T101136,H12
T101137,H12
T101138,H12
T101139,H12
T102130,H12
T102131,H12
T102132,H12
T102133,H12
T102134,H12
T102135,H12
T102136,H12
T102137,H12
T102138,H12
T102139,H12
T103130,H12
T103131,H12
T103132,H12
T103133,H12
T103134,H12
T103135,H12
T103136,H12
T103137,H12
T103138,H12
T103139,H12
T104130,H12
T104131,H12
T104132,H12
T104133,H12
T104134,H12
T104135,H12
T104136,H12
T104137,H12
T104138,H12
T104139,H12
T105130,H12
T105131,H12
T105132,H12
T105133,H12
T105134,H12
T105135,H12
T105136,H12
T105137,H0+H12
T105138,H0+H12
T105139,H0+H12
T106130,H12
T106131,H12
T106132,H12
T106133,H12
T106134,H12
T106135,H0+H12
T106136,H0+H12
T106137,H0+H12
T106138,H0
T106139,H0
T107130,H12
T107131,H12
T107132,H12
T107133,H12
T107134,H0+H12
T107135,H0+H12
T107136,H0
T107137,H0
T107138,H0
T107139,H0
T108130,H12
T108131,H12
T108132,H0+H12
T108133,H0+H12
T108134,H0+H12
T108135,H0
T108136,H0
T108137,H0
T108138,H0
T108139,H0
T109130,H0+H12
T109131,H0+H12
T109132,H0+H12
T109133,H0
T109134,H0
T109135,H0
T109136,H0
T109137,H0
T109138,H0
T109139,H0
T1112,H0+H12
T110120,H12
T110121,H12
T110122,H12
T110123,H12
T110124,H12
T110125,H12
T110126,H12
T110127,H12
T110128,H0+H12
T110129,H0+H12
T111120,H12
T111121,H12
T111122,H12
T111123,H12
T111124,H12
T111125,H12
T111126,H12
T111127,H0+H12
T111128,H0+H12
T111129,H0
T112120,H12
T112121,H12
T112122,H12
T112123,H12
T112124,H12
T112125,H12
T112126,H0+H12
T112127,H0+H12
T112128,H0
T112129,H0
T113120,H12
T113121,H12
T113122,H12
T113123,H12
T113124,H12
T113125,H0+H12
T113126,H0+H12
T113127,H0
T113128,H0
T113129,H0
T114120,H12
T114121,H12
T114122,H12
T114123,H12
T114124,H0+H12
T114125,H0+H12
T114126,H0
T114127,H0
T114128,H0
T114129,H0
T115120,H12
T115121,H12
T115122,H12
T115123,H0+H12
T115124,H0+H12
T115125,H0
T115126,H0
T115127,H0
T115128,H0
T115129,H0
T116120,H12
T116121,H12
T116122,H12
T116123,H0+H12
T116124,H0
T116125,H0
T116126,H0
T116127,H0
T116128,H0
T116129,H0
T117120,H12
T117121,H12
T117122,H0+H12
T117123,H0+H12
T117124,H0
T117125,H0
T117126,H0
T117127,H0
T117128,H0
T117129,H0
T118120,H12
T118121,H12
T118122,H0+H12
T118123,H0
T118124,H0
T118125,H0
T118126,H0
T118127,H0
T118128,H0
T118129,H0
T119120,H12
T119121,H12
T119122,H0+H12
T119123,H0+H12
T119124,H0
T119125,H0
T119126,H0
T119127,H0
T119128,H0
T119129,H0
T1113,H0+H12
T110130,H0+H12
T110131,H0
T110132,H0
T110133,H0
T110134,H0
T110135,H0
T110136,H0
T110137,H0
T110138,H0
T110139,H0
T111130,H0
T111131,H0
T111132,H0
T111133,H0
T111134,H0
T111135,H0
T111136,H0
T111137,H0
T111138,H0
T111139,H0
T112130,H0
T112131,H0
T112132,H0
T112133,H0
T112134,H0
T112135,H0
T112136,H0
T112137,H0
T112138,H0
T112139,H0
T113130,H0
T113131,H0
T113132,H0
T113133,H0
T113134,H0
T113135,H0
T113136,H0
T113137,H0
T113138,H0
T113139,H0
T114130,H0
T114131,H0
T114132,H0
T114133,H0
T114134,H0
T114135,H0
T114136,H0
T114137,H0
T114138,H0
T114139,H0
T115130,H0
T115131,H0
T115132,H0
T115133,H0
T115134,H0
T115135,H0
T115136,H0
T115137,H0
T115138,H0
T115139,H0
T116130,H0
T116131,H0
T116132,H0
T116133,H0
T116134,H0
T116135,H0
T116136,H0
T116137,H0
T116138,H0
T116139,H0
T117130,H0
T117131,H0
T117132,H0
T117133,H0
T117134,H0
T117135,H0
T117136,H0
T117137,H0
T117138,H0
T117139,H0
T118130,H0
T118131,H0
T118132,H0
T118133,H0
T118134,H0
T118135,H0
T118136,H0
T118137,H0
T118138,H0
T118139,H0
T119130,H0
T119131,H0
T119132,H0
T119133,H0
T119134,H0
T119135,H0
T119136,H0
T119137,H0
T119138,H0
T119139,H0
T11C,H0+H12
T1014,H0+H12
T100140,H12
T100141,H12
T100142,H12
T100143,H12
T100144,H12
T100145,H12
T100146,H12
T100147,H12
T100148,H12
T100149,H12
T101140,H12
T101141,H12
T101142,H12
T101143,H12
T101144,H12
T101145,H12
T101146,H12
T101147,H12
T101148,H0+H12
T101149,H0+H12
T102140,H12
T102141,H12
T102142,H12
T102143,H12
T102144,H12
T102145,H0+H12
T102146,H0+H12
T102147,H0+H12
T102148,H0+H12
T102149,H0
T103140,H12
T103141,H12
T103142,H0+H12
T103143,H0+H12
T103144,H0+H12
T103145,H0+H12
T103146,H0
T103147,H0
T103148,H0
T103149,H0
T104140,H0+H12
T104141,H0+H12
T104142,H0+H12
T104143,H0
T104144,H0
T104145,H0
T104146,H0
T104147,H0
T104148,H0
T104149,H0
T105140,H0+H12
T105141,H0
T105142,H0
T105143,H0
T105144,H0
T105145,H0
T105146,H0
T105147,H0
T105148,H0
T105149,H0
T106140,H0
T106141,H0
T106142,H0
T106143,H0
T106144,H0
T106145,H0
T106146,H0
T106147,H0
T106148,H0
T106149,H0
T107140,H0
T107141,H0
T107142,H0
T107143,H0
T107144,H0
T107145,H0
T107146,H0
T107147,H0
T107148,H0
T107149,H0
T108140,H0
T108141,H0
T108142,H0
T108143,H0
T108144,H0
T108145,H0
T108146,H0
T108147,H0
T108148,H0
T108149,H0
T109140,H0
T109141,H0
T109142,H0
T109143,H0
T109144,H0
T109145,H0
T109146,H0
T109147,H0
T109148,H0
T109149,H0
T1015,H0+H12
T100150,H12
T100151,H12
T100152,H0+H12
T100153,H0+H12
T100154,H0+H12
T100155,H0+H12
T100156,H0+H12
T100157,H0
T100158,H0
T100159,H0
T101150,H0+H12
T101151,H0+H12
T101152,H0+H12
T101153,H0
T101154,H0
T101155,H0
T101156,H0
T101157,H0
T101158,H0
T101159,H0
T102150,H0
T102151,H0
T102152,H0
T102153,H0
T102154,H0
T102155,H0
T102156,H0
T102157,H0
T102158,H0
T102159,H0
T103150,H0
T103151,H0
T103152,H0
T103153,H0
T103154,H0
T103155,H0
T103156,H0
T103157,H0
T103158,H0
T103159,H0
T104150,H0
T104151,H0
T104152,H0
T104153,H0
T104154,H0
T104155,H0
T104156,H0
T104157,H0
T104158,H0
T104159,H0
T105150,H0
T105151,H0
T105152,H0
T105153,H0
T105154,H0
T105155,H0
T105156,H0
T105157,H0
T105158,H0
T105159,H0
T106150,H0
T106151,H0
T106152,H0
T106153,H0
T106154,H0
T106155,H0
T106156,H0
T106157,H0
T106158,H0
T106159,H0
T107150,H0
T107151,H0
T107152,H0
T107153,H0
T107154,H0
T107155,H0
T107156,H0
T107157,H0
T107158,H0
T107159,H0
T108150,H0
T108151,H0
T108152,H0
T108153,H0
T108154,H0
T108155,H0
T108156,H0
T108157,H0
T108158,H0
T108159,H0
T109150,H0
T109151,H0
T109152,H0
T109153,H0
T109154,H0
T109155,H0
T109156,H0
T109157,H0
T109158,H0
T109159,H0
T1114,H0
T1115,H0
T11D,H0
T11E,H0+H12
T1018,H0+H12
T100180,H0
T100181,H0
T100182,H0
T100183,H0
T100184,H0+H12
T100185,H0+H12
T100186,H0+H12
T100187,H0+H12
T100188,H0
T100189,H0
T101180,H0
T101181,H0
T101182,H0
T101183,H0
T101184,H0
T101185,H0
T101186,H0
T101187,H0
T101188,H0
T101189,H0
T102180,H0
T102181,H0
T102182,H0
T102183,H0
T102184,H0
T102185,H0
T102186,H0
T102187,H0
T102188,H0
T102189,H0
T103180,H0
T103181,H0
T103182,H0
T103183,H0
T103184,H0
T103185,H0
T103186,H0
T103187,H0
T103188,H0
T103189,H0
T104180,H0
T104181,H0
T104182,H0
T104183,H0
T104184,H0
T104185,H0
T104186,H0
T104187,H0
T104188,H0
T104189,H0
T105180,H0
T105181,H0
T105182,H0
T105183,H0
T105184,H0
T105185,H0
T105186,H0
T105187,H0
T105188,H0
T105189,H0
T106180,H0
T106181,H0
T106182,H0
T106183,H0
T106184,H0
T106185,H0
T106186,H0
T106187,H0
T106188,H0
T106189,H0
T107180,H0
T107181,H0
T107182,H0
T107183,H0
T107184,H0
T107185,H0
T107186,H0
T107187,H0
T107188,H0
T107189,H0
T108180,H0
T108181,H0
T108182,H0
T108183,H0
T108184,H0
T108185,H0
T108186,H0
T108187,H0
T108188,H0
T108189,H0
T109180,H0
T109181,H0
T109182,H0
T109183,H0
T109184,H0
T109185,H0
T109186,H0
T109187,H0
T109188,H0
T109189,H0
T1019,H0
T1118,H0
T1119,H0
T11F,H12
T11G,H0+H12
T1212,H0+H12
T120120,H12
T120121,H12
T120122,H12
T120123,H0+H12
T120124,H0
T120125,H0
T120126,H0
T120127,H0
T120128,H0
T120129,H0
T121120,H12
T121121,H12
T121122,H12
T121123,H0+H12
T121124,H0
T121125,H0
T121126,H0
T121127,H0
T121128,H0
T121129,H0
T122120,H12
T122121,H12
T122122,H12
T122123,H0+H12
T122124,H0
T122125,H0
T122126,H0
T122127,H0
T122128,H0
T122129,H0
T123120,H12
T123121,H12
T123122,H12
T123123,H0+H12
T123124,H0+H12
T123125,H0
T123126,H0
T123127,H0
T123128,H0
T123129,H0
T124120,H12
T124121,H12
T124122,H12
T124123,H12
T124124,H0+H12
T124125,H0
T124126,H0
T124127,H0
T124128,H0
T124129,H0
T125120,H12
T125121,H12
T125122,H12
T125123,H0+H12
T125124,H0+H12
T125125,H0
T125126,H0
