X,H0+H5+H6+H12
X111797,H0
X111798,H0
X111799,H0
X112790,H0
X112791,H0
X112792,H0
X112793,H0
X112794,H0
X112795,H0
X112796,H0
X112797,H0
X112798,H0
X112799,H0
X113790,H0
X113791,H0
X113792,H0
X113793,H0
X113794,H0
X113795,H0
X113796,H0
X113797,H0
X113798,H0
X113799,H0
X114790,H0
X114791,H0
X114792,H0
X114793,H0
X114794,H0
X114795,H0
X114796,H0
X114797,H0
X114798,H0
X114799,H0
X115790,H0
X115791,H0
X115792,H0
X115793,H0
X115794,H0
X115795,H0
X115796,H0
X115797,H0
X115798,H0
X115799,H0+H6
X116790,H0
X116791,H0
X116792,H0
X116793,H0
X116794,H0
X116795,H0
X116796,H0
X116797,H0
X116798,H0
X116799,H0+H6
X117790,H0
X117791,H0
X117792,H0
X117793,H0
X117794,H0
X117795,H0
X117796,H0
X117797,H0
X117798,H0+H6
X117799,H0+H6
X118790,H0
X118791,H0
X118792,H0
X118793,H0
X118794,H0
X118795,H0+H6
X118796,H0+H6
X118797,H0
X118798,H0+H6
X118799,H6
X119790,H0
X119791,H0
X119792,H0
X119793,H0+H6
X119794,H0+H6
X119795,H0+H6
X119796,H0+H6
X119797,H0
X119798,H0+H6
X119799,H0+H6
X17F,H0
X17G,H0
X17H,H0
X17I,H0+H6
X1276,H0+H6
X120760,H0
X120761,H0
X120762,H0
X120763,H0
X120764,H0+H6
X120765,H6
X120766,H6
X120767,H6
X120768,H6
X120769,H6
X121760,H0
X121761,H0
X121762,H0
X121763,H0
X121764,H0+H6
X121765,H6
X121766,H6
X121767,H6
X121768,H6
X121769,H6
X122760,H0
X122761,H0
X122762,H0
X122763,H0+H6
X122764,H0+H6
X122765,H6
X122766,H6
X122767,H6
X122768,H6
X122769,H6
X123760,H0
X123761,H0
X123762,H0
X123763,H0+H6
X123764,H6
X123765,H6
X123766,H6
X123767,H6
X123768,H6
X123769,H6
X124760,H0
X124761,H0
X124762,H0+H6
X124763,H0+H6
X124764,H6
X124765,H6
X124766,H6
X124767,H6
X124768,H6
X124769,H6
X125760,H0
X125761,H0
X125762,H0+H6
X125763,H6
X125764,H6
X125765,H6
X125766,H6
X125767,H6
X125768,H6
X125769,H6
X126760,H0
X126761,H0
X126762,H0+H6
X126763,H6
X126764,H6
X126765,H6
X126766,H6
X126767,H6
X126768,H6
X126769,H6
X127760,H0
X127761,H0
X127762,H0+H6
X127763,H6
X127764,H6
X127765,H6
X127766,H6
X127767,H6
X127768,H6
X127769,H6
X128760,H0
X128761,H0
X128762,H0+H6
X128763,H6
X128764,H6
X128765,H6
X128766,H6
X128767,H6
X128768,H6
X128769,H6
X129760,H0
X129761,H0
X129762,H0+H6
X129763,H6
X129764,H6
X129765,H6
X129766,H6
X129767,H6
X129768,H6
X129769,H6
X1277,H6
X1376,H0+H6
X130760,H0
X130761,H0
X130762,H0+H6
X130763,H0+H6
X130764,H6
X130765,H6
X130766,H6
X130767,H6
X130768,H6
X130769,H6
X131760,H0
X131761,H0
X131762,H0
X131763,H0+H6
X131764,H0+H6
X131765,H6
X131766,H6
X131767,H6
X131768,H6
X131769,H6
X132760,H0
X132761,H0
X132762,H0
X132763,H0
X132764,H0+H6
X132765,H6
X132766,H6
X132767,H6
X132768,H6
X132769,H6
X133760,H0
X133761,H0
X133762,H0
X133763,H0
X133764,H0+H6
X133765,H0+H6
X133766,H6
X133767,H6
X133768,H6
X133769,H6
X134760,H0
X134761,H0
X134762,H0
X134763,H0
X134764,H0
X134765,H0+H6
X134766,H6
X134767,H6
X134768,H6
X134769,H6
X135760,H0
X135761,H0
X135762,H0
X135763,H0
X135764,H0
X135765,H0+H6
X135766,H6
X135767,H6
X135768,H6
X135769,H6
X136760,H0
X136761,H0
X136762,H0
X136763,H0
X136764,H0
X136765,H0+H6
X136766,H6
X136767,H6
X136768,H6
X136769,H6
X137760,H0
X137761,H0
X137762,H0
X137763,H0
X137764,H0
X137765,H0+H6
X137766,H6
X137767,H6
X137768,H6
X137769,H6
X138760,H0
X138761,H0
X138762,H0
X138763,H0
X138764,H0
X138765,H0+H6
X138766,H0+H6
X138767,H6
X138768,H6
X138769,H6
X139760,H0
X139761,H0
X139762,H0
X139763,H0
X139764,H0
X139765,H0
X139766,H0+H6
X139767,H6
X139768,H6
X139769,H6
X1377,H6
X17J,H0+H6
X1278,H0+H6
X120780,H6
X120781,H6
X120782,H6
X120783,H6
X120784,H0+H6
X120785,H0+H6
X120786,H0+H6
X120787,H0+H6
X120788,H0+H6
X120789,H0+H6
X121780,H6
X121781,H6
X121782,H6
X121783,H6
X121784,H6
X121785,H6
X121786,H6
X121787,H6
X121788,H6
X121789,H6
X122780,H6
X122781,H6
X122782,H6
X122783,H6
X122784,H6
X122785,H6
X122786,H6
X122787,H6
X122788,H6
X122789,H6
X123780,H6
X123781,H6
X123782,H6
X123783,H6
X123784,H6
X123785,H6
X123786,H6
X123787,H6
X123788,H6
X123789,H6
X124780,H6
X124781,H6
X124782,H6
X124783,H6
X124784,H6
X124785,H6
X124786,H6
X124787,H6
X124788,H6
X124789,H6
X125780,H6
X125781,H6
X125782,H6
X125783,H6
X125784,H6
X125785,H6
X125786,H6
X125787,H6
X125788,H6
X125789,H6
X126780,H6
X126781,H6
X126782,H6
X126783,H6
X126784,H6
X126785,H6
X126786,H6
X126787,H6
X126788,H6
X126789,H6
X127780,H6
X127781,H6
X127782,H6
X127783,H6
X127784,H6
X127785,H6
X127786,H6
X127787,H6
X127788,H6
X127789,H6
X128780,H6
X128781,H6
X128782,H6
X128783,H6
X128784,H6
X128785,H6
X128786,H6
X128787,H6
X128788,H6
X128789,H6
X129780,H6
X129781,H6
X129782,H6
X129783,H6
X129784,H6
X129785,H6
X129786,H6
X129787,H6
X129788,H6
X129789,H6
X1279,H0+H6
X120790,H0+H6
X120791,H0+H6
X120792,H0+H6
X120793,H0+H6
X120794,H0+H6
X120795,H6
X120796,H0+H6
X120797,H0
X120798,H0+H6
X120799,H0+H6
X121790,H6
X121791,H6
X121792,H0+H6
X121793,H0+H6
X121794,H6
X121795,H6
X121796,H0+H6
X121797,H0
X121798,H0+H6
X121799,H6
X122790,H6
X122791,H6
X122792,H6
X122793,H6
X122794,H6
X122795,H0+H6
X122796,H0+H6
X122797,H0
X122798,H0+H6
X122799,H6
X123790,H6
X123791,H6
X123792,H6
X123793,H6
X123794,H6
X123795,H0+H6
X123796,H0
X123797,H0
X123798,H0+H6
X123799,H6
X124790,H6
X124791,H6
X124792,H0+H6
X124793,H0+H6
X124794,H0+H6
X124795,H0+H6
X124796,H0
X124797,H0
X124798,H0+H6
X124799,H6
X125790,H6
X125791,H0+H6
X125792,H0+H6
X125793,H0
X125794,H0+H6
X125795,H0+H6
X125796,H0+H6
X125797,H0
X125798,H0+H6
X125799,H6
X126790,H6
X126791,H0+H6
X126792,H0+H6
X126793,H0+H6
X126794,H0+H6
X126795,H6
X126796,H0+H6
X126797,H0+H6
X126798,H0+H6
X126799,H0+H6
X127790,H6
X127791,H0+H6
X127792,H0+H6
X127793,H6
X127794,H6
X127795,H6
X127796,H6
X127797,H0+H6
X127798,H0+H6
X127799,H0+H6
X128790,H6
X128791,H0+H6
X128792,H0+H6
X128793,H6
X128794,H6
X128795,H6
X128796,H6
X128797,H6
X128798,H0+H6
X128799,H0+H6
X129790,H6
X129791,H0+H6
X129792,H0+H6
X129793,H6
X129794,H6
X129795,H6
X129796,H6
X129797,H6
X129798,H0+H6
X129799,H0+H6
X1378,H6
X1379,H0+H6
X130790,H0+H6
X130791,H0+H6
X130792,H6
X130793,H6
X130794,H6
X130795,H6
X130796,H6
X130797,H6
X130798,H6
X130799,H6
X131790,H6
X131791,H6
X131792,H6
X131793,H6
X131794,H6
X131795,H6
X131796,H6
X131797,H6
X131798,H6
X131799,H6
X132790,H6
X132791,H6
X132792,H6
X132793,H6
X132794,H6
X132795,H6
X132796,H6
X132797,H6
X132798,H6
X132799,H6
X133790,H6
X133791,H6
X133792,H6
X133793,H6
X133794,H6
X133795,H6
X133796,H6
X133797,H6
X133798,H6
X133799,H6
X134790,H6
X134791,H6
X134792,H6
X134793,H6
X134794,H6
X134795,H6
X134796,H6
X134797,H6
X134798,H6
X134799,H6
X135790,H6
X135791,H6
X135792,H6
X135793,H6
X135794,H6
X135795,H6
X135796,H6
X135797,H6
X135798,H6
X135799,H6
X136790,H6
X136791,H6
X136792,H6
X136793,H6
X136794,H6
X136795,H6
X136796,H6
X136797,H6
X136798,H6
X136799,H6
X137790,H6
X137791,H6
X137792,H6
X137793,H6
X137794,H6
X137795,H6
X137796,H6
X137797,H6
X137798,H6
X137799,H6
X138790,H6
X138791,H6
X138792,H6
X138793,H6
X138794,H6
X138795,H6
X138796,H6
X138797,H6
X138798,H6
X138799,H6
X139790,H6
X139791,H6
X139792,H6
X139793,H6
X139794,H6
X139795,H6
X139796,H6
X139797,H6
X139798,H6
X139799,H6
X17K,H0
X17L,H0
X17M,H0
X17N,H0+H6
X1476,H0+H6
X140760,H0
X140761,H0
X140762,H0
X140763,H0
X140764,H0
X140765,H0+H6
X140766,H0+H6
X140767,H6
X140768,H6
X140769,H6
X141760,H0
X141761,H0
X141762,H0
X141763,H0
X141764,H0
X141765,H0+H6
X141766,H6
X141767,H6
X141768,H0+H6
X141769,H0+H6
X142760,H0
X142761,H0
X142762,H0
X142763,H0
X142764,H0
X142765,H0+H6
X142766,H0+H6
X142767,H0+H6
X142768,H0+H6
X142769,H0
X143760,H0
X143761,H0
X143762,H0
X143763,H0
X143764,H0
X143765,H0
X143766,H0
X143767,H0
X143768,H0
X143769,H0
X144760,H0
X144761,H0
X144762,H0
X144763,H0
X144764,H0
X144765,H0
X144766,H0
X144767,H0
X144768,H0
X144769,H0
X145760,H0
X145761,H0
X145762,H0
X145763,H0
X145764,H0
X145765,H0
X145766,H0
X145767,H0
X145768,H0
X145769,H0
X146760,H0
X146761,H0
X146762,H0
X146763,H0
X146764,H0
X146765,H0
X146766,H0
X146767,H0
X146768,H0
X146769,H0
X147760,H0
X147761,H0
X147762,H0
X147763,H0
X147764,H0
X147765,H0
X147766,H0
X147767,H0
X147768,H0
X147769,H0
X148760,H0
X148761,H0
X148762,H0
X148763,H0
X148764,H0
X148765,H0
X148766,H0
X148767,H0
X148768,H0
X148769,H0
X149760,H0
X149761,H0
X149762,H0
X149763,H0
X149764,H0
X149765,H0
X149766,H0
X149767,H0
X149768,H0
X149769,H0
X1477,H0+H6
X140770,H6
X140771,H6
X140772,H6
X140773,H6
X140774,H6
X140775,H6
X140776,H6
X140777,H6
X140778,H6
X140779,H6
X141770,H0+H6
X141771,H0+H6
X141772,H0+H6
X141773,H0+H6
X141774,H6
X141775,H6
X141776,H6
X141777,H6
X141778,H6
X141779,H6
X142770,H0
X142771,H0+H6
X142772,H0+H6
X142773,H0+H6
X142774,H0+H6
X142775,H6
X142776,H6
X142777,H6
X142778,H6
X142779,H6
X143770,H0
X143771,H0
X143772,H0
X143773,H0
X143774,H0+H6
X143775,H0+H6
X143776,H6
X143777,H6
X143778,H6
X143779,H6
X144770,H0
X144771,H0
X144772,H0
X144773,H0
X144774,H0
X144775,H0+H6
X144776,H6
X144777,H6
X144778,H6
X144779,H6
X145770,H0
X145771,H0
X145772,H0
X145773,H0
X145774,H0
X145775,H0+H6
X145776,H6
X145777,H6
X145778,H6
X145779,H6
X146770,H0
X146771,H0
X146772,H0
X146773,H0
X146774,H0
X146775,H0+H6
X146776,H6
X146777,H6
X146778,H6
X146779,H6
X147770,H0
X147771,H0
X147772,H0
X147773,H0
X147774,H0+H6
X147775,H0+H6
X147776,H6
X147777,H6
X147778,H6
X147779,H6
X148770,H0
X148771,H0
X148772,H0
X148773,H0
X148774,H0
X148775,H0+H6
X148776,H6
X148777,H6
X148778,H6
X148779,H6
X149770,H0
X149771,H0
X149772,H0
X149773,H0
X149774,H0
X149775,H0+H6
X149776,H6
X149777,H6
X149778,H6
X149779,H6
X1576,H0
X1577,H0+H6
X150770,H0
X150771,H0
X150772,H0
X150773,H0
X150774,H0
X150775,H0+H6
X150776,H0+H6
X150777,H6
X150778,H6
X150779,H6
X151770,H0
X151771,H0
X151772,H0
X151773,H0
X151774,H0
X151775,H0
X151776,H0+H6
X151777,H6
X151778,H6
X151779,H6
X152770,H0
X152771,H0
X152772,H0
X152773,H0
X152774,H0
X152775,H0
X152776,H0+H6
X152777,H0+H6
X152778,H6
X152779,H6
X153770,H0
X153771,H0
X153772,H0
X153773,H0
X153774,H0
X153775,H0
X153776,H0
X153777,H0+H6
X153778,H6
X153779,H6
X154770,H0
X154771,H0
X154772,H0
X154773,H0
X154774,H0
X154775,H0
X154776,H0
X154777,H0+H6
X154778,H6
X154779,H6
X155770,H0
X155771,H0
X155772,H0
X155773,H0
X155774,H0
X155775,H0
X155776,H0
X155777,H0+H6
X155778,H6
X155779,H6
X156770,H0
X156771,H0
X156772,H0
X156773,H0
X156774,H0
X156775,H0
X156776,H0
X156777,H0+H6
X156778,H6
X156779,H6
X157770,H0
X157771,H0
X157772,H0
X157773,H0
X157774,H0
X157775,H0
X157776,H0
X157777,H0+H6
X157778,H6
X157779,H6
X158770,H0
X158771,H0
X158772,H0
X158773,H0
X158774,H0
X158775,H0
X158776,H0+H6
X158777,H0+H6
X158778,H6
X158779,H6
X159770,H0
X159771,H0
X159772,H0
X159773,H0
X159774,H0
X159775,H0+H6
X159776,H0+H6
X159777,H6
X159778,H6
X159779,H6
X17P,H6
X17Q,H0
X17R,H0
X17S,H0
X17T,H0+H6
X1676,H0+H6
X160760,H0
X160761,H0
X160762,H0
X160763,H0
X160764,H0
X160765,H0
X160766,H0
X160767,H0
X160768,H0
X160769,H0
X161760,H0
X161761,H0
X161762,H0
X161763,H0
X161764,H0
X161765,H0
X161766,H0
X161767,H0
X161768,H0
X161769,H0
X162760,H0
X162761,H0
X162762,H0
X162763,H0
X162764,H0
X162765,H0
X162766,H0
X162767,H0
X162768,H0
X162769,H0+H6
X163760,H0
X163761,H0
X163762,H0
X163763,H0
X163764,H0
X163765,H0
X163766,H0
X163767,H0
X163768,H0
X163769,H0+H6
X164760,H0
X164761,H0
X164762,H0
X164763,H0
X164764,H0
X164765,H0
X164766,H0
X164767,H0
X164768,H0
X164769,H0+H6
X165760,H0
X165761,H0
X165762,H0
X165763,H0
X165764,H0
X165765,H0
X165766,H0
X165767,H0
X165768,H0
X165769,H0+H6
X166760,H0
X166761,H0
X166762,H0
X166763,H0
X166764,H0
X166765,H0
X166766,H0
X166767,H0
X166768,H0+H6
X166769,H0+H6
X167760,H0
X167761,H0
X167762,H0
X167763,H0
X167764,H0
X167765,H0+H6
X167766,H0+H6
X167767,H0+H6
X167768,H0+H6
X167769,H0+H6
X168760,H0
X168761,H0
X168762,H0
X168763,H0
X168764,H0+H6
X168765,H0+H6
X168766,H0+H6
X168767,H0+H6
X168768,H6
X168769,H6
X169760,H0
X169761,H0
X169762,H0
X169763,H0
X169764,H0+H6
X169765,H6
X169766,H6
X169767,H6
X169768,H6
X169769,H6
X1677,H0+H6
X160770,H0
X160771,H0
X160772,H0
X160773,H0
X160774,H0
X160775,H0+H6
X160776,H6
X160777,H6
X160778,H6
X160779,H6
X161770,H0+H6
X161771,H0
X161772,H0
X161773,H0
X161774,H0+H6
X161775,H0+H6
X161776,H6
X161777,H6
X161778,H6
X161779,H6
X162770,H0+H6
X162771,H0+H6
X162772,H0
X162773,H0+H6
X162774,H0+H6
X162775,H6
X162776,H6
X162777,H6
X162778,H6
X162779,H6
X163770,H6
X163771,H0+H6
X163772,H0+H6
X163773,H0+H6
X163774,H6
X163775,H6
X163776,H6
X163777,H6
X163778,H6
X163779,H6
X164770,H6
X164771,H6
X164772,H6
X164773,H6
X164774,H6
X164775,H6
X164776,H6
X164777,H6
X164778,H6
X164779,H6
X165770,H6
X165771,H6
X165772,H6
X165773,H6
X165774,H6
X165775,H6
X165776,H6
X165777,H6
X165778,H6
X165779,H6
X166770,H6
X166771,H6
X166772,H6
X166773,H6
X166774,H6
X166775,H6
X166776,H6
X166777,H6
X166778,H6
X166779,H6
X167770,H6
X167771,H6
X167772,H6
X167773,H6
X167774,H6
X167775,H6
X167776,H6
X167777,H6
X167778,H6
X167779,H6
X168770,H6
X168771,H6
X168772,H6
X168773,H6
X168774,H6
X168775,H6
X168776,H6
X168777,H6
X168778,H6
X168779,H6
X169770,H6
X169771,H6
X169772,H6
X169773,H6
X169774,H6
X169775,H6
X169776,H6
X169777,H6
X169778,H6
X169779,H6
X1776,H0+H6
X170760,H0
X170761,H0
X170762,H0
X170763,H0
X170764,H0+H6
X170765,H6
X170766,H6
X170767,H6
X170768,H6
X170769,H6
X171760,H0
X171761,H0
X171762,H0
X171763,H0
X171764,H0+H6
X171765,H6
X171766,H6
X171767,H6
X171768,H6
X171769,H6
X172760,H0
X172761,H0
X172762,H0
X172763,H0
X172764,H0+H6
X172765,H6
X172766,H6
X172767,H6
X172768,H6
X172769,H6
X173760,H0
X173761,H0
X173762,H0
X173763,H0+H6
X173764,H0+H6
X173765,H6
X173766,H6
X173767,H6
X173768,H6
X173769,H6
X174760,H0
X174761,H0
X174762,H0
X174763,H0+H6
X174764,H0+H6
X174765,H6
X174766,H6
X174767,H6
X174768,H6
X174769,H6
X175760,H0
X175761,H0
X175762,H0+H6
X175763,H0+H6
X175764,H6
X175765,H6
X175766,H6
X175767,H6
X175768,H6
X175769,H6
X176760,H0
X176761,H0
X176762,H0+H6
X176763,H6
X176764,H6
X176765,H6
X176766,H6
X176767,H6
X176768,H6
X176769,H6
X177760,H0
X177761,H0
X177762,H0+H6
X177763,H6
X177764,H6
X177765,H6
X177766,H6
X177767,H6
X177768,H6
X177769,H6
X178760,H0
X178761,H0
X178762,H0+H6
X178763,H6
X178764,H6
X178765,H6
X178766,H6
X178767,H6
X178768,H6
X178769,H6
X179760,H0
X179761,H0
X179762,H0+H6
X179763,H6
X179764,H6
X179765,H6
X179766,H6
X179767,H6
X179768,H6
X179769,H6
X1777,H6
X17U,H6
X17V,H0
X17W,H0
X17X,H0
X17Y,H0+H6
X1876,H0+H6
X180760,H0
X180761,H0
X180762,H0+H6
X180763,H6
X180764,H6
X180765,H6
X180766,H6
X180767,H6
X180768,H6
X180769,H6
X181760,H0
X181761,H0+H6
X181762,H0+H6
X181763,H6
X181764,H6
X181765,H6
X181766,H6
X181767,H6
X181768,H6
X181769,H6
X182760,H0
X182761,H0+H6
X182762,H0+H6
X182763,H6
X182764,H6
X182765,H6
X182766,H6
X182767,H6
X182768,H6
X182769,H6
X183760,H0
X183761,H0
X183762,H0+H6
X183763,H6
X183764,H6
X183765,H6
X183766,H6
X183767,H6
X183768,H6
X183769,H6
X184760,H0
X184761,H0+H6
X184762,H0+H6
X184763,H6
X184764,H6
X184765,H6
X184766,H6
X184767,H6
X184768,H6
X184769,H6
X185760,H0
X185761,H0+H6
X185762,H0+H6
X185763,H6
X185764,H6
X185765,H6
X185766,H6
X185767,H6
X185768,H6
X185769,H6
X186760,H0
X186761,H0
X186762,H0+H6
X186763,H0+H6
X186764,H6
X186765,H6
X186766,H6
X186767,H6
X186768,H6
X186769,H6
X187760,H0
X187761,H0
X187762,H0
X187763,H0+H6
X187764,H6
X187765,H6
X187766,H6
X187767,H6
X187768,H6
X187769,H6
X188760,H0
X188761,H0
X188762,H0
X188763,H0+H6
X188764,H6
X188765,H6
X188766,H6
X188767,H6
X188768,H6
X188769,H6
X189760,H0
X189761,H0
X189762,H0
X189763,H0+H6
X189764,H6
X189765,H6
X189766,H6
X189767,H6
X189768,H6
X189769,H6
X1877,H6
X1976,H0+H6
X190760,H0
X190761,H0
X190762,H0
X190763,H0+H6
X190764,H0+H6
X190765,H6
X190766,H6
X190767,H6
X190768,H6
X190769,H6
X191760,H0
X191761,H0
X191762,H0
X191763,H0+H6
X191764,H6
X191765,H6
X191766,H6
X191767,H6
X191768,H6
X191769,H6
X192760,H0
X192761,H0
X192762,H0
X192763,H0+H6
X192764,H6
X192765,H6
X192766,H6
X192767,H6
X192768,H6
X192769,H6
X193760,H0
X193761,H0
X193762,H0
X193763,H0+H6
X193764,H0+H6
X193765,H6
X193766,H6
X193767,H6
X193768,H6
X193769,H6
X194760,H0
X194761,H0
X194762,H0
X194763,H0
X194764,H0+H6
X194765,H0+H6
X194766,H6
X194767,H6
X194768,H6
X194769,H6
X195760,H0
X195761,H0
X195762,H0
X195763,H0
X195764,H0
X195765,H0+H6
X195766,H0+H6
X195767,H6
X195768,H6
X195769,H6
X196760,H0
X196761,H0
X196762,H0
X196763,H0
X196764,H0
X196765,H0
X196766,H0+H6
X196767,H0+H6
X196768,H6
X196769,H6
X197760,H0
X197761,H0
X197762,H0
X197763,H0
X197764,H0+H6
X197765,H0+H6
X197766,H0+H6
X197767,H0+H6
X197768,H6
X197769,H6
X198760,H0
X198761,H0
X198762,H0
X198763,H0
X198764,H0+H6
X198765,H0+H6
X198766,H0+H6
X198767,H6
X198768,H6
X198769,H6
X199760,H0
X199761,H0
X199762,H0
X199763,H0
X199764,H0+H6
X199765,H0+H6
X199766,H6
X199767,H6
X199768,H6
X199769,H6
X1977,H0+H6
X190770,H6
X190771,H6
X190772,H6
X190773,H6
X190774,H6
X190775,H6
X190776,H6
X190777,H6
X190778,H6
X190779,H6
X191770,H6
X191771,H6
X191772,H6
X191773,H6
X191774,H6
X191775,H6
X191776,H6
X191777,H6
X191778,H6
X191779,H6
X192770,H6
X192771,H6
X192772,H6
X192773,H6
X192774,H6
X192775,H0+H6
X192776,H0+H6
X192777,H0+H6
X192778,H0+H6
X192779,H0+H6
X193770,H6
X193771,H6
X193772,H6
X193773,H6
X193774,H6
X193775,H0+H6
X193776,H0
X193777,H0
X193778,H0
X193779,H0
X194770,H6
X194771,H6
X194772,H6
X194773,H6
X194774,H6
X194775,H0+H6
X194776,H0
X194777,H0
X194778,H0
X194779,H0
X195770,H6
X195771,H6
X195772,H6
X195773,H6
X195774,H0+H6
X195775,H0+H6
X195776,H0
X195777,H0
X195778,H0
X195779,H0
X196770,H6
X196771,H6
X196772,H6
X196773,H6
X196774,H0+H6
X196775,H0
X196776,H0
X196777,H0
X196778,H0
X196779,H0
X197770,H6
X197771,H6
X197772,H6
X197773,H0+H6
X197774,H0+H6
X197775,H0
X197776,H0
X197777,H0
X197778,H0
X197779,H0
X198770,H6
X198771,H6
X198772,H6
X198773,H0+H6
X198774,H0
X198775,H0
X198776,H0
X198777,H0
X198778,H0
X198779,H0
X199770,H6
X199771,H6
X199772,H0+H6
X199773,H0+H6
X199774,H0
X199775,H0
X199776,H0
X199777,H0
X199778,H0
X199779,H0
X17Z,H0+H6
X1878,H6
X1879,H6
X1978,H0+H6
X190780,H6
X190781,H6
X190782,H6
X190783,H6
X190784,H6
X190785,H6
X190786,H6
X190787,H6
X190788,H6
X190789,H6
X191780,H6
X191781,H6
X191782,H6
X191783,H6
X191784,H6
X191785,H6
X191786,H6
X191787,H6
X191788,H6
X191789,H6
X192780,H0+H6
X192781,H0+H6
X192782,H6
X192783,H6
X192784,H6
X192785,H6
X192786,H6
X192787,H6
X192788,H6
X192789,H6
X193780,H0
X193781,H0+H6
X193782,H0+H6
X193783,H0+H6
X193784,H0+H6
X193785,H6
X193786,H6
X193787,H6
X193788,H6
X193789,H6
X194780,H0
X194781,H0
X194782,H0
X194783,H0
X194784,H0+H6
X194785,H0+H6
X194786,H6
X194787,H6
X194788,H6
X194789,H6
X195780,H0
X195781,H0
X195782,H0
X195783,H0
X195784,H0
X195785,H0+H6
X195786,H0+H6
X195787,H6
X195788,H6
X195789,H6
X196780,H0
X196781,H0
X196782,H0
X196783,H0
X196784,H0
X196785,H0+H6
X196786,H0+H6
X196787,H6
X196788,H6
X196789,H6
X197780,H0
X197781,H0
X197782,H0
X197783,H0
X197784,H0
X197785,H0+H6
X197786,H6
X197787,H6
X197788,H6
X197789,H6
X198780,H0
X198781,H0
X198782,H0
X198783,H0
X198784,H0
X198785,H0+H6
X198786,H6
X198787,H6
X198788,H6
X198789,H6
X199780,H0
X199781,H0
X199782,H0
X199783,H0
X199784,H0
X199785,H0+H6
X199786,H0+H6
X199787,H6
X199788,H6
X199789,H6
X1979,H0+H6
X190790,H6
X190791,H6
X190792,H6
X190793,H6
X190794,H6
X190795,H6
X190796,H6
X190797,H6
X190798,H6
X190799,H6
X191790,H6
X191791,H6
X191792,H6
X191793,H6
X191794,H6
X191795,H6
X191796,H6
X191797,H6
X191798,H6
X191799,H6
X192790,H6
X192791,H6
X192792,H6
X192793,H6
X192794,H6
X192795,H6
X192796,H6
X192797,H6
X192798,H6
X192799,H6
X193790,H6
X193791,H6
X193792,H6
X193793,H6
X193794,H6
X193795,H6
X193796,H6
X193797,H6
X193798,H6
X193799,H6
X194790,H6
X194791,H6
X194792,H6
X194793,H6
X194794,H6
X194795,H6
X194796,H6
X194797,H6
X194798,H6
X194799,H6
X195790,H6
X195791,H6
X195792,H6
X195793,H6
X195794,H6
X195795,H6
X195796,H6
X195797,H6
X195798,H6
X195799,H6
X196790,H6
X196791,H6
X196792,H6
X196793,H6
X196794,H6
X196795,H6
X196796,H6
X196797,H6
X196798,H6
X196799,H6
X197790,H6
X197791,H6
X197792,H6
X197793,H6
X197794,H6
X197795,H6
X197796,H6
X197797,H6
X197798,H6
X197799,H6
X198790,H6
X198791,H6
X198792,H6
X198793,H6
X198794,H6
X198795,H6
X198796,H6
X198797,H6
X198798,H6
X198799,H6
X199790,H0+H6
X199791,H0+H6
X199792,H0+H6
X199793,H6
X199794,H6
X199795,H6
X199796,H6
X199797,H6
X199798,H6
X199799,H6
X18,H0+H5+H6
X18SW,H0+H5+H6
X18NW,H6
X18SE,H6
X18NE,H6
X18A,H0+H5+H6
X1080,H0+H5+H6
X100800,H0+H5
X100801,H0+H5
X100802,H0+H5
X100803,H0+H5
X100804,H0
X100805,H0
X100806,H0
X100807,H0
X100808,H0
X100809,H0+H6
X101800,H0+H5
X101801,H0
X101802,H0
X101803,H0+H5
X101804,H0
X101805,H0
X101806,H0
X101807,H0
X101808,H0
X101809,H0+H6
X102800,H0
X102801,H0
X102802,H0
X102803,H0
X102804,H0
X102805,H0
X102806,H0
X102807,H0
X102808,H0+H6
X102809,H0+H6
X103800,H0
X103801,H0
X103802,H0
X103803,H0
X103804,H0
X103805,H0
X103806,H0+H6
X103807,H0+H6
X103808,H0+H6
X103809,H6
X104800,H0
X104801,H0
X104802,H0
X104803,H0
X104804,H0
X104805,H0
X104806,H0+H6
X104807,H6
X104808,H6
X104809,H6
X105800,H0
X105801,H0
X105802,H0
X105803,H0
X105804,H0
X105805,H0
X105806,H0+H6
X105807,H6
X105808,H6
X105809,H6
X106800,H0
X106801,H0
X106802,H0
X106803,H0
X106804,H0
X106805,H0+H6
X106806,H0+H6
X106807,H6
X106808,H6
X106809,H6
X107800,H0
X107801,H0
X107802,H0
X107803,H0
X107804,H0
X107805,H0+H6
X107806,H6
X107807,H6
X107808,H6
X107809,H6
X108800,H0
X108801,H0
X108802,H0
X108803,H0
X108804,H0
X108805,H0+H6
X108806,H6
X108807,H6
X108808,H6
X108809,H6
X109800,H0
X109801,H0
X109802,H0
X109803,H0
X109804,H0
X109805,H0+H6
X109806,H6
X109807,H6
X109808,H6
X109809,H6
X1081,H6
X1180,H0+H6
X110800,H0
X110801,H0
X110802,H0
X110803,H0
X110804,H0+H6
X110805,H0+H6
X110806,H6
X110807,H6
X110808,H6
X110809,H6
X111800,H0
X111801,H0
X111802,H0
X111803,H0
X111804,H0+H6
X111805,H6
X111806,H6
X111807,H6
X111808,H6
X111809,H6
X112800,H0
X112801,H0
X112802,H0
X112803,H0+H6
X112804,H0+H6
X112805,H6
X112806,H6
X112807,H6
X112808,H6
X112809,H6
X113800,H0
